代码,名称,最高,每股收益,每股净资,调整后净资,每股公积,每股未分配,权益比,净益率%%,销售毛利率%%,今开,净利润率%%
600481,双良节能,16.55,0.230㈡,2.46,0,0.82,0.28,33.59,          9.34㈡,23.08,14.42,8.41
600482,风帆股份,--  ,0.186㈡,3.99,0,2.42,0.38,51.17,          4.66㈡,12.28,--  ,3.28
600483,福能股份,13.12,0.296㈡,4.72,0,0.65,1.08,41.8,          6.26㈡,25.15,11.5,12.85
600485,信威集团,35.59,0.117㈡,3.65,0,1.73,1.14,81.5,          3.21㈡,80.4,31.95,72.32
600486,扬农化工,26.25,0.809㈡,9.6,0,2.63,5.34,63.63,          8.42㈡,24.89,24.1,13.91
600487,亨通光电,26.27,0.340㈡,10.02,0,4.26,4.42,26.43,          3.39㈡,19.6,23.88,2.6
600488,天药股份,6.34,0.049㈡,2.49,0,0.63,0.71,79.83,          1.97㈡,16.33,5.55,6.47
600489,中金黄金,9.19,0.018㈡,3.39,0,0.56,1.62,30.52,          0.52㈡,6.65,8.86,0.29
600490,鹏欣资源,--  ,0.030㈡,1.14,0,0.11,0.03,36.26,          2.66㈡,22.25,--  ,5.3
600491,龙元建设,7.34,0.098㈡,3.59,0,0.46,1.66,15.63,          2.73㈡,8.67,6.65,1.19
600493,凤竹纺织,11.58,0.010㈡,2.32,0,0.7,0.31,59.64,          0.44㈡,13.14,10.72,0.82
600495,晋西车轴,9.75,0.025㈡,2.51,0,1.41,0.42,74.45,          0.99㈡,10.27,8.55,3.12
600496,精工钢构,5.42,0.085㈡,2.3,0,0.22,1.02,34.7,          3.70㈡,16.6,4.88,3.91
600497,驰宏锌锗,--  ,0.039㈡,4.17,0,2.42,0.57,20.93,          0.94㈡,9.1,--  ,0.62
600498,烽火通信,20.68,0.330㈡,6.32,6.32,2.97,2.02,38.39,          5.07㈡,25.26,19,5.45
600499,科达洁能,--  ,0.382㈡,5.42,0,1.69,2.39,49.97,          7.04㈡,23.64,--  ,12.75
600500,中化国际,11.3,0.181㈡,5.24,0,2.14,2.03,33.07,          3.45㈡,8.47,9.9,1.96
600501,航天晨光,17.17,0.065㈡,5.21,0,3.35,0.66,43.23,          1.25㈡,18.17,15.35,1.68
600502,安徽水利,11.98,0.216㈡,4.6,0,1.11,1.98,18.18,          4.69㈡,11.77,10.56,2.55
600503,华丽家族,8.98,0.007㈡,2.25,0,0.74,0.39,69.45,          0.33㈡,33.09,8.07,23.13
600505,西昌电力,8.1,0.001㈡,2.52,0,0.21,1.04,50.79,          0.02㈡,12.84,7.17,0.06
600506,香梨股份,14.68,-0.012㈡,1.83,0,1.52,-0.92,94.59,         -0.65㈡,11.2,13.3,-4.07
600507,方大特钢,5.94,0.111㈡,1.56,0,0.04,0.25,21.89,          7.09㈡,14.38,5.28,3.44
600508,上海能源,9.88,0.017㈡,11.02,0,1.23,8.05,56.77,          0.15㈡,17.88,9.21,0.48
600509,天富能源,8.59,0.224㈡,5.09,0,2.83,0.99,29.93,          4.41㈡,31.54,7.88,11.89
600510,黑牡丹,9.05,0.165㈡,6.18,0,2.1,2.39,27.8,          2.67㈡,17.24,8.09,5.45
600511,国药股份,31.39,0.544㈡,5.68,0,0.06,3.94,48.04,          9.58㈡,7.79,28.51,4.39
600512,腾达建设,4.41,0.020㈡,2.02,0,0.62,0.25,40.4,          0.62㈡,12.31,4.12,1.03
600513,联环药业,16.49,0.141㈡,4.43,0,2.21,1.04,78.54,          3.18㈡,54.19,15,7.25
600515,海岛建设,--  ,0.042㈡,1.97,0,1.32,-0.54,24.15,          2.15㈡,32.21,--  ,2.76
600516,方大炭素,7.9,0.017㈡,3.36,0,0.97,1.23,61.83,          0.52㈡,24.89,7.35,2.5
600517,置信电气,11.21,0.030㈡,1.87,0,0.2,0.55,45.59,          1.33㈡,13.57,10.01,1.73
600518,康美药业,14.58,0.326㈡,3.97,0,0.83,1.26,54.31,          8.21㈡,28.29,13.65,15.81
600519,贵州茅台,195,6.279㈡,48.8,0,1.09,42.52,84.75,         12.87㈡,92.61,190.11,49.99
600520,中发科技,12.85,-0.083㈡,2.91,0,2.4,-0.57,52.75,         -2.86㈡,20.52,11.5,-12.64
600521,华海药业,22.58,0.299㈡,4.25,0,1.17,1.76,66.91,          7.05㈡,44.59,21.1,14.39
600522,中天科技,16.83,0.444㈡,9.5,0,4.49,3.22,65.31,          4.67㈡,15.16,15.45,6.14
600523,贵航股份,16.99,0.265㈡,6.51,0,3.21,1.73,51.97,          4.07㈡,20.13,15.13,4.98
600525,长园集团,--  ,0.170㈡,3.2,3.2,0.11,1.55,42.31,          5.31㈡,43.23,--  ,9.55
600526,菲达环保,11.59,0.100㈡,4.68,0,3.11,0.52,40.29,          1.77㈡,17.53,10.45,3.02
600527,江南高纤,4.95,0.009㈡,2.12,0,0.16,0.81,93.21,          0.44㈡,10.45,4.67,1.07
600528,中铁二局,11.76,0.079㈡,4.19,0,1.1,1.75,10.32,          1.88㈡,6.55,10.61,0.48
600529,山东药玻,--  ,0.283㈡,8.36,0,2.28,4.22,73.92,          3.39㈡,30.06,--  ,8.15
600530,交大昂立,--  ,0.218㈡,6.35,0,1.69,0.53,73.19,          3.44㈡,60.18,--  ,49.79
600531,豫光金铅,10.35,0.024㈡,4.59,0,2.6,0.54,15.92,          0.52㈡,1.53,9.45,0.12
600532,宏达矿业,--  ,0.007㈡,2.95,2.95,0.36,1.09,56.82,          0.30㈡,9.23,--  ,1.33
600533,栖霞建设,--  ,0.073㈡,3.73,0,0.99,0.75,28.83,          1.96㈡,12.71,--  ,2.52
600535,天士力,36.18,0.790㈡,6.32,0,1.64,3.09,47.27,         12.16㈡,39.35,34.68,13.32
600536,中国软件,27.2,-0.156㈡,3.69,0,1.95,0.73,44.84,         -4.22㈡,35.43,22.69,-6.29
600537,亿晶光电,10.05,0.057㈡,4.33,0,1.93,1.39,37.12,          1.30㈡,17.38,9.02,2.34
600538,国发股份,8.2,0.002㈡,1.46,0,1.26,-0.88,70.15,          0.10㈡,14.8,7.06,0.3
600539,*ST狮头,8.69,0.005㈡,2.04,0,2.38,-1.5,46.88,          0.25㈡,39.89,8.38,4.96
600540,新赛股份,8.2,-0.035㈡,3.27,0,2.52,-0.36,43.16,         -1.08㈡,2.76,7.5,-4.62
600543,莫高股份,8.73,0.052㈡,3.38,0,1.45,0.61,85.45,          1.53㈡,60.83,7.9,12.43
600545,新疆城建,11.86,-0.003㈡,3.05,0,0.83,0.99,20.78,         -0.08㈡,10.61,10.48,-0.15
600546,山煤国际,4.57,0.005㈡,3.17,0,1.13,0.73,12.27,          0.14㈡,6.07,4.27,0.04
600547,山东黄金,17.85,0.034㈡,6.4,0,0.02,5.09,39.22,          0.53㈡,5.56,17.11,0.24
600548,深高速,6.21,0.247㈡,5.21,0,1.04,1.89,46.91,          4.75㈡,54.46,5.93,35.94
600549,厦门钨业,17.22,0.031㈡,6.76,0,3.1,2.28,44.66,          0.47㈡,19.31,15.6,0.77
600550,保变电气,7.24,0.150㈡,0.62,0,2.39,-2.99,10.36,         24.14㈡,20.97,6.6,12.37
600551,时代出版,16.7,0.458㈡,7.75,0,2.66,3.54,61.98,          5.91㈡,13,14.99,8.45
600552,方兴科技,16.15,0.121㈡,4.88,0,2.62,1.19,62.05,          2.47㈡,23.98,13.84,9.54
600555,九龙山,--  ,-0.023㈡,1.27,0,0.31,-0.15,49.28,         -1.83㈡,24.85,--  ,-30.71
600556,慧球科技,9.71,0.005㈡,0.01,0,0.92,-2.01,3.63,         48.87㈡,30.4,8.6,5.4
600557,康缘药业,22.78,0.370㈡,5.13,0,1.01,2.73,62.84,          7.20㈡,74.06,20.6,13.31
600558,大西洋,6.17,0.052㈡,3.03,0,1.58,0.65,68.72,          1.71㈡,17.07,5.57,3.55
600559,老白干酒,49.57,0.126㈡,4.75,0,1.19,2.03,28.31,          2.64㈡,63.05,46,1.92
600560,金自天正,12.4,0.060㈡,3.18,0,0.92,1.01,37.24,          1.90㈡,22.2,11.1,4.92
600561,江西长运,10.3,0.191㈡,6.33,0,2,2.63,28.22,          3.01㈡,16.79,9.26,3.28
600562,国睿科技,35.65,0.221㈡,3.48,0,0.08,2.2,62.63,          6.34㈡,34.42,31.89,16.81
600563,法拉电子,25.8,0.679㈡,7.82,0,1.16,4.95,88.38,          8.69㈡,39.73,24.01,22.61
600565,迪马股份,--  ,0.073㈡,2.53,0,1.01,0.47,23.88,          2.91㈡,28.64,--  ,7.19
600566,济川药业,22.62,0.424㈡,2.96,0,1.26,1.09,67.17,         14.32㈡,84.56,20.58,17.69
600567,山鹰纸业,3.82,0.036㈡,1.61,0,0.82,0.11,32.05,          2.20㈡,19.27,3.55,3.13
600568,中珠控股,--  ,0.115㈡,4.78,0,2.64,1.01,49.89,          2.40㈡,17.89,--  ,17.86
600569,安阳钢铁,3.2,-0.164㈡,2.86,0,1.44,-0.32,20.23,         -5.75㈡,5.91,3.06,-3.52
600570,恒生电子,49.18,0.342㈡,3.51,0,0.18,1.79,67.79,          9.72㈡,90.26,43.66,23.23
600571,信雅达,42.59,0.228㈡,3.49,0,0.62,1.64,61.99,          6.54㈡,55.96,35.26,11.76
600572,康恩贝,11.92,0.263㈡,2.74,0,1.05,1.01,48.15,          9.60㈡,63.77,11,19.89
600573,惠泉啤酒,9.44,0.042㈡,4.34,0,2.02,0.81,88.79,          0.98㈡,34.56,8.5,2.62
600575,皖江物流,--  ,0.041㈡,1.23,0,0.87,-0.69,49.91,          3.31㈡,10.29,--  ,5.38
600576,万好万家,20,-0.066㈡,2.17,0,1.4,-0.45,73.85,         -3.03㈡,-36.52,17.6,-518.4
600577,精达股份,4.49,0.044㈡,1.39,0,0.01,0.35,53.62,          3.16㈡,10.01,4.17,1.9
600578,京能电力,6.27,0.280㈡,3.18,0,0.78,0.89,36.76,          8.80㈡,28.47,5.97,24.99
600579,天华院,10.58,0.025㈡,1.76,0,2.87,-2.18,48.35,          1.42㈡,27.71,9.08,4.2
600580,卧龙电气,11.07,0.178㈡,3.5,0,0.92,1.6,28.53,          5.09㈡,21.04,10.15,4.5
600581,八一钢铁,7.33,-1.058㈡,1.04,0,1.36,-2.38,3.84,       -101.87㈡,-2.63,6.65,-13.4
600582,天地科技,10.89,0.257㈡,6.28,0,1.84,3.28,43.24,          4.09㈡,35.07,10.49,8.9
600583,海油工程,9.72,0.352㈡,4.79,0,0.96,2.41,72.39,          7.35㈡,29.6,9.04,22.43
600584,长电科技,14.55,0.126㈡,3.86,0,1.97,0.81,26.49,          3.25㈡,22.36,13.06,3.62
600585,海螺水泥,18.35,0.888㈡,12.79,0,2.02,9.12,64.44,          6.94㈡,28.2,17.7,19.42
600586,金晶科技,4.38,-0.053㈡,2.71,0,1.32,0.31,40.13,         -1.94㈡,14.54,4.01,-4.68
600587,新华医疗,28.2,0.341㈡,7.82,0,4.05,2.55,36.33,          4.36㈡,22.11,26.24,4.03
600588,用友网络,24.9,-0.116㈡,2.49,2.49,0.37,0.66,39.88,         -4.82㈡,61.93,22.55,-11.13
600589,广东榕泰,7.68,0.035㈡,3.39,0,0.94,1.22,53.92,          1.02㈡,21.31,7.1,4.05
600590,泰豪科技,--  ,0.030㈡,4.28,4.28,1.84,0.74,37.93,          0.62㈡,17.27,--  ,1.33
600592,龙溪股份,10.02,0.051㈡,5.51,0,1.76,0.99,72.58,          0.92㈡,24.99,9.02,6.13
600593,大连圣亚,--  ,0.092㈡,3.82,0,2.15,0.51,53.74,          2.41㈡,43.98,--  ,7.24
600594,益佰制药,15.49,0.076㈡,4.41,0,1.47,2.14,70.33,          1.72㈡,79.82,13.89,3.77
600595,中孚实业,4.49,-0.043㈡,3.1,0,1.77,0.18,20.96,         -1.40㈡,7.62,4,-1.7
600596,新安股份,7.48,-0.050㈡,6.18,0,1.1,3.41,52.63,         -0.81㈡,10.12,6.83,-0.85
600597,光明乳业,15.91,0.163㈡,3.2,0,1.18,0.86,25.74,          5.10㈡,35.54,14.8,2
600598,北大荒,12.65,0.342㈡,3.15,0,1.36,0.14,63.53,         10.87㈡,63.93,11.52,32.18
600599,熊猫金控,27.82,0.037㈡,4.15,0,3.05,0.04,77.97,          0.89㈡,56.69,24,3.94
600600,青岛啤酒,34.19,0.887㈡,11.82,0,3.02,6.85,52.28,          7.50㈡,38.86,32.5,7.46
600601,方正科技,5.95,0.001㈡,1.63,0,0.07,0.55,40.07,          0.08㈡,13.79,5.24,0.1
600602,仪电电子,7.6,0.031㈡,2.25,0,0.92,0.05,84.16,          1.37㈡,15.35,6.88,7.35
600603,大洲兴业,--  ,-0.051㈡,0.17,0,2.81,-4,8.22,        -30.32㈡,10.68,--  ,-56.39
600604,市北高新,10.7,-0.030㈡,3.2,3.2,1.48,0.55,33.61,         -0.84㈡,41.33,9.44,-23.8
600605,汇通能源,13.68,0.051㈡,3.33,0,0.79,1,40.97,          1.53㈡,5.29,12.59,1.09
600606,绿地控股,13.5,0.323㈡,3.97,0,0.76,2.05,9.01,          8.13㈡,13.9,12.63,4.58
600608,*ST沪科,7.34,-0.036㈡,-0.11,0,1.34,-2.59,-18.93,--  ,4.69,6.99,-13.41
600609,金杯汽车,--  ,0.011㈡,0.25,0,1.01,-2.15,2.72,          4.43㈡,18.21,--  ,0.53
600610,中毅达,--  ,0.006㈡,0.94,0,0.21,-0.26,82.64,          0.60㈡,22.73,--  ,8.42
600611,大众交通,9.92,0.157㈡,4.71,0,0.4,1.6,57.42,          3.35㈡,30.08,8.6,22.75
600612,老凤祥,47.19,1.024㈡,8.56,0,0.98,5.62,37.89,         11.96㈡,7.4,45.5,2.55
600613,神奇制药,22.96,0.177㈡,4.13,0,1.98,0.95,83.61,          4.27㈡,76.8,18.96,14.86
600614,鼎立股份,--  ,0.091㈡,3.98,0,2.66,0.27,46.46,          2.28㈡,22.61,--  ,7.94
600615,丰华股份,13.98,0.034㈡,2.65,0,2.45,-1.11,78.31,          1.29㈡,24.82,12.82,18.07
600616,金枫酒业,9.28,0.072㈡,3.72,0,1.03,1.58,81.73,          1.94㈡,49.63,8.39,8.42
600617,国新能源,15.72,0.261㈡,2.33,0,0.05,1.24,15.09,         11.19㈡,22.58,14.29,7.85
600618,氯碱化工,10,-0.042㈡,1.84,0,1.46,-0.64,35.76,         -2.29㈡,9.66,8.75,-1.53
600619,海立股份,8.2,0.080㈡,3.58,3.58,1.01,0.8,27.34,          2.14㈡,13.76,7.5,1.55
600620,天宸股份,--  ,0.154㈡,13,0,0.01,0.67,77.5,          1.18㈡,37.36,--  ,275.01
600621,华鑫股份,14.8,0.299㈡,3.68,0,0.42,1.85,57.64,          8.13㈡,71.88,12.6,52.56
600622,嘉宝集团,11.2,0.357㈡,5.96,0,1.19,3.1,34.38,          6.00㈡,24.19,9.91,17.79
600623,双钱股份,13.93,-0.103㈡,3.35,0,0.68,0.99,22.17,         -3.07㈡,10.68,12.43,-1.56
600624,复旦复华,10.25,0.035㈡,1.96,0,0.86,0.33,61.69,          1.78㈡,28.58,9.4,5.19
600626,申达股份,11.2,0.074㈡,3.18,0,0.2,0.97,55.72,          2.33㈡,7.4,9.7,1.56
600628,新世界,19.36,0.066㈡,4.89,0,0.87,2.46,54.62,          1.35㈡,29.83,16.88,2.32
600629,棱光实业,20.74,0.004㈡,2.25,0,1.73,-0.65,50.66,          0.18㈡,27.08,18.51,0.68
600630,龙头股份,17.11,0.092㈡,3.89,0,2.2,0.64,68.55,          2.36㈡,21.25,14.3,1.98
600633,浙报传媒,--  ,0.238㈡,3.23,0,1.25,0.92,55.14,          7.38㈡,45.99,--  ,18.8
600634,中技控股,--  ,0.067㈡,4.19,0,1.95,1.12,34.77,          1.60㈡,26.61,--  ,4.64
600635,大众公用,6.43,0.149㈡,2.2,0,0.08,0.36,38.49,          6.75㈡,12.22,5.82,14.3
600636,三爱富,12.45,-0.078㈡,3.55,0,0.19,2.3,30.49,         -2.20㈡,9.12,11.11,-1.61
600637,东方明珠,30.49,0.620㈡,10.21,0,5.53,2.53,69.48,          5.45㈡,26.78,27.16,13.3
600638,新黄浦,10.97,0.147㈡,6.32,0,1.83,2.8,35.06,          2.32㈡,19.06,9.95,13.05
600639,浦东金桥,19.88,0.250㈡,8.83,8.83,0.72,2.38,52.04,          2.84㈡,64.9,17.03,31.17
600640,号百控股,20.1,0.080㈡,4.75,0,2.54,0.79,69,          1.67㈡,11.48,17.83,2.75
600641,万业企业,--  ,0.186㈡,4.53,0,0.24,2.24,54.47,          4.11㈡,36.52,--  ,15.33
600642,申能股份,8.34,0.341㈡,5.2,0,0.71,0.98,51.83,          6.55㈡,9.56,7.48,10.03
600643,爱建股份,--  ,0.209㈡,3.83,0,1.78,0.89,55.67,          5.46㈡,56.74,--  ,177.51
600644,*ST乐电,7,0.069㈡,1.73,0,2.55,-2.01,35.91,          3.98㈡,27.08,6.61,4.8
600645,中源协和,--  ,0.747㈡,4.13,0,2.74,0.34,54.2,         18.08㈡,70.24,--  ,87
600647,同达创业,17,0.474㈡,1.95,0,0,0.85,48.2,         24.36㈡,35.52,15.3,101.56
600648,外高桥,24.98,0.275㈡,7.89,0,3.44,2.5,32.15,          3.48㈡,28.15,21.89,8.85
600649,城投控股,13.16,0.989㈡,6.64,0,1.38,3.23,44.84,         14.89㈡,32.87,12.5,109.85
600650,锦江投资,21.27,0.209㈡,7,0,0.72,1.8,68.43,          2.98㈡,20.66,17.81,10.81
600651,飞乐音响,10.2,0.072㈡,3.05,0,1.46,0.51,48.34,          2.36㈡,23.82,9.16,4.8
600652,游久游戏,--  ,0.028㈡,2.46,0,1.07,0.32,47.22,          1.13㈡,38.92,--  ,2.5
600653,申华控股,5.62,0.031㈡,1.07,0,0.02,0.01,24.43,          2.93㈡,2.22,5.05,1.83
600654,中安消,--  ,0.085㈡,2.26,0,0.87,0.38,60.6,          3.77㈡,33.58,--  ,16.15
600655,豫园商城,15.4,0.285㈡,5.37,0,0.61,3.24,52.61,          5.31㈡,11,13.4,4.31
600657,信达地产,6.34,0.155㈡,5.26,0,1.07,3.02,18.86,          2.94㈡,32.19,5.62,10.89
600658,电子城,9.48,0.066㈡,5.04,0,1.17,2.53,67.98,          1.31㈡,47.96,9.03,23.16
600660,福耀玻璃,12.76,0.540㈡,5.99,0,2.48,2.17,64.66,          8.09㈡,42.62,11.84,18.44
600661,新南洋,21.37,0.119㈡,3.21,0,0.98,0.4,49.02,          3.70㈡,38.64,18.51,5.88
600662,强生控股,11.56,0.085㈡,3.03,0,0.73,0.91,49.77,          2.81㈡,16.64,9.62,4.4
600663,陆家嘴,42.66,0.361㈡,6.44,0,0.02,3.72,24.67,          5.60㈡,57.11,36.6,26.9
600664,哈药股份,10.88,0.196㈡,4.49,0,0.52,2.31,54.81,          4.36㈡,24.85,9.41,4.1
600665,天地源,5.07,-0.016㈡,2.87,0,0.23,1.31,16.7,         -0.55㈡,20.71,4.65,-4.35
600666,奥瑞德,--  ,0.250㈡,2.51,0,1.02,0.45,53.52,          5.78㈡,37.35,--  ,19.68
600667,太极实业,5.5,-0.007㈡,1.31,0,0.26,0.08,31.62,         -0.55㈡,10.48,5.06,-0.39
600668,尖峰集团,10.99,0.267㈡,6,0,1.3,3.09,57.43,          4.45㈡,19.73,10.15,8.67
600671,天目药业,--  ,-0.046㈡,0.6,0,0.42,-1.02,27.2,         -7.63㈡,29.2,--  ,-12.82
600673,东阳光科,5.45,0.040㈡,1.44,0,0.06,0.36,32.05,          1.39㈡,15.34,4.92,2
600674,川投能源,10.8,0.349㈡,3.61,0,0.92,1.29,71.62,          9.69㈡,47.27,10.11,300.69
600675,中华企业,6.9,-0.396㈡,2.45,0,0.02,1.03,10.92,        -16.17㈡,16.16,6.33,-58.07
600676,交运股份,11.21,0.197㈡,4.1,0,1.37,1.44,49.14,          4.81㈡,12.12,9.6,3.94
600677,航天通信,17.96,-0.085㈡,3.61,0,1.62,0.98,21.61,         -2.35㈡,14.06,16.03,-1.36
600678,四川金顶,10.6,0.006㈡,0.07,0,0.87,-1.89,7.13,          7.78㈡,-1.5,9.33,7.63
600679,金山开发,11.96,-0.015㈡,2.01,0,0.83,-0.33,59.36,         -0.73㈡,12.49,10.58,-2.05
600680,上海普天,17,0.006㈡,3.61,0,2.3,0,42.39,          0.18㈡,13.34,14.89,0.32
600681,万鸿集团,10.25,-0.005㈡,0.08,0,1.79,-3.1,9.57,         -6.02㈡,47.32,9.21,-11.87
600682,南京新百,--  ,0.170㈡,2.31,0,0.06,1.06,13.46,          7.37㈡,33.93,--  ,2.01
600683,京投银泰,6.86,-0.161㈡,2.36,0,0.44,0.78,5.89,         -6.82㈡,15.54,6.37,-18.95
600684,珠江实业,8.22,0.165㈡,3,0,0.12,1.63,29.91,          5.49㈡,35.7,7.34,11.66
600685,中船防务,38.23,-0.390㈡,6.87,0,4.86,0.37,21.52,         -5.41㈡,2.81,33.9,-4.86
600686,金龙汽车,15.99,0.245㈡,5.82,0,1.86,2.53,17.41,          4.21㈡,14.84,14.8,1.44
600687,刚泰控股,--  ,0.283㈡,3.56,0,1.37,1.16,31.14,          7.96㈡,6.36,--  ,2.91
600688,上海石化,7.15,0.160㈡,1.7,0,0.05,0.26,60.44,          9.44㈡,25.9,6.21,4.11
600689,上海三毛,--  ,-0.055㈡,1.77,0,1.05,-0.5,46.89,         -3.12㈡,6.69,--  ,-1.95
600690,青岛海尔,10.47,0.429㈡,4.07,0,0.6,2.53,33.04,         10.55㈡,27.78,9.65,6.27
600691,*ST阳化,3.13,0.023㈡,2.62,0,1.84,-0.11,11.37,          0.86㈡,9.18,2.96,0.4
600692,亚通股份,11.07,0.019㈡,1.57,0,0.17,0.25,24.17,          1.22㈡,16.87,9.48,3.95
600693,东百集团,7.56,0.120㈡,4.03,0,1.28,1.36,37.62,          2.53㈡,23.91,7,5.52
600694,大商股份,33.72,2.094㈡,21.59,0,4.9,14.04,40.9,          9.70㈡,21.98,31.57,3.72
600695,绿庭投资,6.28,0.010㈡,1.34,0,0.55,-1.15,73.21,          0.77㈡,6.6,5.88,5.94
600696,匹凸匹,--  ,-0.069㈡,1.68,0,0.09,0.5,42.25,         -4.09㈡,--  ,--  ,--  
600697,欧亚集团,22.95,0.814㈡,10.83,0,1.87,7.38,12.17,          7.52㈡,18.06,21.51,2.03
600698,湖南天雁,6.84,0.005㈡,0.72,0,0.39,-0.75,58.39,          0.70㈡,23.12,6.2,1.87
600699,均胜电子,24.2,0.296㈡,3.85,0,1.86,1.72,31.89,          7.70㈡,21.71,22.45,4.83
600701,工大高新,12.97,-0.058㈡,1.76,0,0.21,0.36,29.72,         -3.27㈡,35.8,11.52,-8.46
600702,沱牌舍得,13.32,0.020㈡,6.68,0,2.37,2.58,59.41,          0.30㈡,51.65,12.1,1.08
600703,三安光电,21.88,0.378㈡,4.85,0,2.26,1.55,68.77,          7.79㈡,48.17,20.02,39.45
600704,物产中大,15.88,0.351㈡,6.24,0,2.25,2.47,16.98,          5.63㈡,7.01,13.68,1.9
600705,中航资本,14.96,0.386㈡,5,0,1.19,1.07,15.09,          7.73㈡,55.22,13.59,96.58
600706,曲江文旅,13.65,0.151㈡,4.52,0,2.5,1.02,45.23,          3.35㈡,35.59,12.5,5.61
600707,彩虹股份,--  ,-0.213㈡,1.7,0,5.76,-5.37,20.77,        -12.52㈡,-11.72,--  ,-91.08
600708,海博股份,10.09,0.116㈡,3.14,0,0.14,1.82,25.05,          3.69㈡,16.76,8.75,2.66
600710,*ST常林,--  ,-0.318㈡,2.32,0,0.87,0.24,59.23,        -13.69㈡,5.19,--  ,-43.48
600711,盛屯矿业,7.05,0.024㈡,2.43,0,1.27,0.17,55.74,          0.99㈡,7.48,6.25,1.49
600712,南宁百货,6.12,0.002㈡,1.98,0,0.68,0.22,54.74,          0.13㈡,14.43,5.62,0.11
600713,南京医药,8.25,0.090㈡,2.48,0,1.21,0.21,17.78,          3.62㈡,5.95,7.45,0.67
600714,金瑞矿业,9.72,-0.056㈡,1.99,0,0.75,0.06,45.04,         -2.83㈡,26.03,8.76,-8.7
600715,*ST松辽,18.1,-0.014㈡,-0.06,0,0.54,-0.88,-18.82,--  ,67.58,18.1,-1375.48
600716,凤凰股份,6.58,-0.120㈡,2.75,0,0.26,1.3,25.32,         -4.37㈡,43.1,6.01,-56.31
600717,天津港,10.35,0.397㈡,8.32,0,2.08,4.37,42.23,          4.77㈡,20.3,9.4,7.77
600718,东软集团,14.59,0.073㈡,4.48,0,0.28,2.56,57.01,          1.64㈡,33.89,13.2,2.85
600719,大连热电,--  ,0.144㈡,3.7,0,1.51,0.4,66.46,          3.89㈡,26.86,--  ,6.66
600720,祁连山,7.49,-0.045㈡,6.28,0,1.71,2.62,44.13,         -0.72㈡,18.54,6.65,-1.71
600721,百花村,--  ,-0.477㈡,2.5,0,2.58,-1.18,15.65,        -19.06㈡,-1.5,--  ,-34.05
600722,*ST金化,4.3,-0.198㈡,0.7,0,2.42,-2.85,15.85,        -28.27㈡,10.3,4.07,-46.53
600723,首商股份,7.72,0.256㈡,4.73,0,1.25,2.08,49.71,          5.41㈡,21.95,7.1,2.92
600724,宁波富达,8.09,0.032㈡,2.53,0,0.18,1.21,19.31,          1.24㈡,29.44,7.13,4.1
600725,云维股份,5.32,-0.665㈡,0.3,0,1.91,-2.74,1.52,       -220.24㈡,-6.67,5.02,-26.46
600726,华电能源,8.45,0.122㈡,1.75,0,0.76,-0.17,14.64,          7.00㈡,19.11,7.48,5.54
600727,鲁北化工,6.95,0.056㈡,2.99,0,2.49,-1.02,78.12,          1.87㈡,19.81,6.36,6.36
600728,佳都科技,18.95,0.029㈡,2.43,0,1.95,-0.66,47.45,          1.21㈡,16.04,16.88,1.57
600729,重庆百货,--  ,1.031㈡,11.89,0,2.28,7.93,42.75,          8.68㈡,16.38,--  ,2.6
600730,中国高科,23.01,0.189㈡,4.9,0,0.17,2.32,54.77,          3.86㈡,22.94,20.21,13.74
600731,湖南海利,7.05,0.034㈡,2.29,0,1.48,-0.31,44.85,          1.49㈡,22.99,6.45,1.89
600732,*ST新梅,--  ,-0.054㈡,1.01,0,0.02,-0.07,50.84,         -5.34㈡,7.55,--  ,-55.26
600733,S前锋,33.49,-0.034㈡,1.53,0,0.37,0.14,64.06,         -2.19㈡,30.72,32.59,-88.71
600734,实达集团,--  ,-0.061㈡,0.27,0,0.53,-1.36,6,        -22.59㈡,35.1,--  ,-39.31
600735,新华锦,--  ,0.059㈡,1.77,0,0.39,0.36,72.72,          3.36㈡,22.12,--  ,3.45
600736,苏州高新,--  ,0.030㈡,4,0,1.48,1.27,20.23,          0.76㈡,20.27,--  ,2.9
600737,中粮屯河,17.65,-0.012㈡,2.72,0,2.01,-0.16,38.19,         -0.43㈡,12.36,15.15,-0.42
600738,兰州民百,6.98,0.149㈡,3.12,0,1.08,0.91,56.88,          4.77㈡,26.13,6.35,9.25
600739,辽宁成大,--  ,0.830㈡,11.86,0,4,6.05,71.35,          6.80㈡,20.24,--  ,30.61
600740,山西焦化,5.65,-0.310㈡,3.38,0,2.95,-0.86,26.14,         -9.18㈡,-1.59,5.1,-13.76
600741,华域汽车,14.98,1.000㈡,9.32,0,1.89,4.99,35.88,         10.73㈡,14.9,13.79,6.45
600742,一汽富维,21.46,0.919㈡,17.65,0,2.6,11.49,56.7,          5.21㈡,5.83,19.77,3.81
600743,华远地产,5.77,0.073㈡,2.08,0,0.02,0.93,18.22,          3.51㈡,23.26,5.23,6.05
600744,华银电力,7.59,0.033㈡,1.83,0,2.47,-1.84,8.75,          1.79㈡,13.3,6.66,0.77
600745,中茵股份,--  ,0.013㈡,5.41,0,3.79,0.53,38.72,          0.23㈡,41.58,--  ,1.63
600746,江苏索普,8.6,-0.038㈡,1.39,0,0.2,0.07,77.4,         -2.74㈡,-1.11,7.51,-4.13
