代码,名称,最高,每股收益,每股净资,调整后净资,每股公积,每股未分配,权益比,净益率%%,销售毛利率%%,今开,净利润率%%
600747,大连控股,5.16,-0.025㈡,1.43,0,0.68,-0.33,82.05,         -1.72㈡,-0.33,4.66,-8.42
600748,上实发展,10.48,0.151㈡,4.55,0,0.02,2.95,23.72,          3.32㈡,36.44,9.36,21.23
600749,西藏旅游,16.9,-0.218㈡,3.11,0,2.33,-0.22,45.16,         -7.01㈡,8.88,15,-93.34
600750,江中药业,51,0.464㈡,7.09,0,1.83,3.69,66.31,          6.55㈡,49.91,44,10.56
600751,天海投资,7.18,0.033㈡,4.14,0,3.49,-0.4,96.65,          0.79㈡,-1.93,6.56,54.12
600753,东方银星,18.86,-0.010㈡,0.78,0,1.11,-1.32,43.64,         -1.26㈡,21.3,17.18,-314.2
600754,锦江股份,--  ,0.362㈡,10.32,0,5.57,1.51,31.05,          3.51㈡,90.96,--  ,11.71
600755,厦门国贸,7.37,0.241㈡,4.63,0,1.21,2.23,18.16,          5.21㈡,4.7,6.63,1.5
600756,浪潮软件,17.88,0.074㈡,3.11,0,0.28,1.54,47.25,          2.38㈡,37.37,15.91,4.96
600757,长江传媒,8.24,0.208㈡,4.09,0,1.47,1.5,64.91,          5.08㈡,25.12,7.1,9.4
600758,红阳能源,9.12,0.045㈡,1.66,0,0.05,0.57,48.87,          2.70㈡,14.98,8.45,7.18
600759,洲际油气,7.64,0.006㈡,2.4,0,1.31,0.28,42.95,          0.26㈡,56.55,7,2.15
600760,中航黑豹,14.73,-0.216㈡,1.54,0,1.6,-1.1,17.1,        -14.01㈡,5.96,12.86,-8.05
600761,安徽合力,10.44,0.364㈡,6.27,0,0.9,3.64,69.47,          5.81㈡,21.86,9.68,7.39
600763,通策医疗,--  ,0.420㈡,4.35,0,1.24,2.1,81.44,          9.73㈡,40.49,--  ,19.8
600764,中电广通,13.3,0.003㈡,1.83,0,0.13,0.56,41.62,          0.15㈡,12.28,11.58,0.24
600765,中航重机,18.33,0.018㈡,4.54,0,1.69,1.7,26.05,          0.40㈡,20.67,16.36,0.47
600766,园城黄金,12.2,0.008㈡,0.15,0,1.06,-1.86,15.99,          5.42㈡,--  ,10.6,31.34
600767,运盛医疗,--  ,-0.048㈡,1.03,0,0.16,-0.15,58.46,         -4.63㈡,60.73,--  ,-149.45
600768,宁波富邦,13.66,-0.138㈡,0.6,0,0.03,-0.53,11.44,        -22.86㈡,1.72,12.29,-4.36
600769,祥龙电业,8.17,0.017㈡,0.11,0,0.98,-1.98,39.73,         15.11㈡,7.01,7.35,55.69
600770,综艺股份,9.55,0.018㈡,2.6,0,1.64,0.07,53.07,          0.69㈡,34.85,8.47,8.33
600771,广誉远,23.19,0.003㈡,0.35,0.35,1.57,-2.25,16.48,          0.91㈡,71.09,21.03,0.38
600773,西藏城投,13.49,0.045㈡,3.37,0,1.58,0.79,24.25,          1.33㈡,40.67,11.87,17.96
600774,汉商集团,13.66,0.046㈡,3.25,0,0.74,1.08,35.02,          1.40㈡,28.39,12.4,1.6
600775,南京熊猫,12.76,0.096㈡,3.51,0,1.6,0.65,62.88,          2.73㈡,14.55,11.05,5.32
600776,东方通信,8.35,0.061㈡,2.28,0,0.71,0.5,79.41,          2.67㈡,10.82,7.48,3.99
600777,新潮实业,--  ,-0.063㈡,1.82,0,0.77,-0.1,26.3,         -3.49㈡,23.94,--  ,-21.94
600778,友好集团,--  ,0.281㈡,5.36,0,1.3,2.73,23.62,          5.24㈡,22.32,--  ,2.8
600779,*ST水井,7.79,0.103㈡,2.57,0,0.82,0.03,78.85,          4.00㈡,74.24,7.44,12.91
600780,通宝能源,7.21,0.184㈡,3.82,0,0.94,1.64,49.64,          4.81㈡,20.25,6.15,7.45
600781,辅仁药业,18.5,0.077㈡,1.99,0,0.73,0.06,31.04,          3.87㈡,43.6,16.6,6.95
600782,新钢股份,5.43,-0.099㈡,5.67,0,4.08,0.42,26.1,         -1.74㈡,4.54,4.94,-1.12
600783,鲁信创投,19.58,0.301㈡,4.71,0,1.47,2,66.1,          6.38㈡,25.41,17.63,235.37
600784,鲁银投资,7.36,0.001㈡,2.65,0,0.82,0.67,26.22,          0.05㈡,11.64,6.57,0.07
600785,新华百货,23.71,0.548㈡,8.17,0,1.37,5,46.73,          6.71㈡,20.58,22.5,3.27
600787,中储股份,10.01,0.207㈡,3.45,0,1.04,0.99,50.33,          6.01㈡,3.99,8.91,4.57
600789,鲁抗医药,9.87,0.001㈡,3.12,0,1.86,-0.02,45.48,          0.03㈡,19.2,8.6,0.05
600790,轻纺城,6.98,0.163㈡,3.42,0,1.41,0.75,49.11,          4.77㈡,62.61,6.25,42.52
600791,京能置业,6.42,0.055㈡,3.22,0,0.29,1.77,28.86,          1.71㈡,45.79,5.79,9.19
600792,云煤能源,4.85,-0.190㈡,3.27,0,1.86,0.29,53.64,         -5.79㈡,-0.15,4.51,-10.11
600793,ST宜纸,--  ,-0.107㈡,0.28,0,1,-1.75,0.83,        -37.43㈡,-57.64,--  ,-35719.74
600794,保税科技,5.98,0.062㈡,1.53,0,0.03,0.43,65.98,          4.03㈡,20.29,5.5,15.92
600795,国电电力,4.6,0.174㈡,2.55,2.55,0.33,1,20.98,          6.50㈡,31.94,4.2,12.93
600796,钱江生化,8.86,0.040㈡,1.85,0,0.12,0.48,49.96,          2.13㈡,25.66,8.3,5.72
600797,浙大网新,10.78,0.057㈡,1.98,0,0.31,0.59,34.38,          2.89㈡,16.51,9.49,2.19
600798,宁波海运,--  ,0.004㈡,2.54,0,1.13,0.2,41.8,          0.17㈡,26.38,--  ,0.82
600800,天津磁卡,6.9,-0.002㈡,0.18,0,0.22,-1.12,16.9,         -1.17㈡,12.31,6.16,-2.42
600801,华新水泥,8.21,0.059㈡,6.41,0,1.68,3.41,36.34,          0.93㈡,23.12,7.15,1.38
600802,福建水泥,6.65,-0.327㈡,3.28,0,0.57,0.07,23.67,         -9.94㈡,0.05,6.05,-8.38
600803,新奥股份,11.86,0.270㈡,3.93,0,0,2.83,35.93,          6.88㈡,26.14,10.46,9.99
600804,鹏博士,18.9,0.299㈡,3.76,3.76,1.35,1.27,31.86,          8.00㈡,60.66,17.3,11.22
600805,悦达投资,10.58,0.330㈡,7.58,0,0.48,5.34,58.86,          4.35㈡,13.28,9.6,30.99
600806,昆明机床,--  ,-0.036㈡,2.01,0,0.04,0.75,36.56,         -1.82㈡,21.75,--  ,-4.03
600807,天业股份,11.35,0.110㈡,0.76,0,0.06,-0.14,13.97,         11.82㈡,42,9.99,16.31
600808,马钢股份,3.29,-0.161㈡,2.86,0,1.08,0.29,32.22,         -5.62㈡,3.51,3.14,-5.27
600809,山西汾酒,16.2,0.323㈡,4.83,0,0.28,2.96,68.26,          6.68㈡,67.25,15,12.44
600810,神马股份,8.98,0.013㈡,5.26,0,4.06,-0.34,27.41,          0.24㈡,3.44,7.44,0.08
600811,东方集团,--  ,0.255㈡,6.24,0,1.33,2.56,47.03,          4.09㈡,1.81,--  ,15.04
600812,华北制药,6.28,0.021㈡,3.21,0,2.11,-0.02,33.03,          0.66㈡,16.23,5.75,0.77
600814,杭州解百,8.36,0.194㈡,2.68,0,0.02,1.51,44.06,          7.23㈡,22.03,7.68,5.03
600815,厦工股份,7.64,-0.189㈡,4.06,0,2.1,0.67,36.27,         -4.67㈡,7.98,6.68,-11.66
600816,安信信托,38.59,1.830㈡,7.79,0,4.08,2.2,87.09,         15.09㈡,--  ,35,61.95
600817,ST宏盛,--  ,0.001㈡,0.67,0,1.32,-1.7,21.71,          0.09㈡,80.37,--  ,0.9
600818,中路股份,48.77,0.123㈡,1.28,0,0.01,0.25,52.33,          9.58㈡,13.81,45,13.65
600819,耀皮玻璃,6.03,-0.085㈡,3.29,0,1.2,0.58,35.93,         -2.58㈡,17.45,5.6,-6.39
600820,隧道股份,10.55,0.203㈡,5.17,0,2.17,1.66,27.03,          3.93㈡,13.16,9.24,6.22
600821,津劝业,6.62,0.009㈡,1.45,0,0.43,-0.21,31.4,          0.59㈡,15.63,5.9,1.15
600822,上海物贸,9.65,-0.233㈡,1.77,0,1.09,-0.74,9.97,        -13.21㈡,1.17,8.58,-0.37
600823,世茂股份,10.41,0.528㈡,9.57,0,1.37,4.61,26.89,          5.52㈡,36.63,9.4,10.9
600824,益民集团,7.1,0.116㈡,1.77,0,0.13,0.47,65.79,          6.58㈡,19.47,6.21,6.35
600825,新华传媒,9.04,0.031㈡,2.44,0,0.53,0.76,53.35,          1.29㈡,32.08,8.31,4.11
600826,兰生股份,23.03,1.015㈡,9.21,0,0.33,2.48,75.2,         11.02㈡,4.87,20.5,42.38
600827,百联股份,17.62,0.640㈡,9.53,0,1.73,3.66,39.69,          6.72㈡,22.31,15.55,4.34
600828,成商集团,--  ,0.109㈡,2.26,0,0.05,0.93,54.96,          4.82㈡,22.15,--  ,6.11
600829,人民同泰,10.46,0.180㈡,2.39,0,0,1.39,36.78,          7.52㈡,12.98,9.6,2.17
600830,香溢融通,9.78,0.092㈡,4.4,0,1.15,1.7,54.17,          2.09㈡,13.3,8.67,5.54
600831,广电网络,11.51,0.160㈡,3.31,0,0.77,1.4,35.38,          4.83㈡,35.78,10.4,7.31
600833,第一医药,14.69,0.104㈡,3.58,0,0.29,0.54,63.89,          2.91㈡,14.47,12.8,2.96
600834,申通地铁,13.58,0.065㈡,2.93,0,0.17,1.36,48.88,          2.23㈡,11.11,12.03,8.41
600835,上海机电,25.5,0.539㈡,6.74,0,2,2.39,22.75,          8.01㈡,20.63,23.5,5.61
600836,界龙实业,23.82,0.011㈡,2.6,0,1.3,0.29,22.04,          0.41㈡,22.3,20.1,0.58
600837,海通证券,12.58,1.030㈡,8.92,0,4.9,2.07,16.28,          9.90㈡,--  ,11.98,46.05
600838,上海九百,15.15,0.115㈡,2.47,0,0.46,0.41,82.57,          4.65㈡,52.9,12.89,91.89
600839,四川长虹,6.65,-0.041㈡,3.01,0,0.84,0.69,22.04,         -1.37㈡,13.89,5.95,-0.64
600841,上柴股份,10.32,0.070㈡,3.99,0,1.3,1.08,64.07,          1.76㈡,18.03,9.48,5.24
600843,上工申贝,12.17,0.183㈡,3.16,0,1.75,0.53,57.22,          5.79㈡,32.47,10.7,9.66
600844,丹化科技,6.27,0.015㈡,1.11,0,1.03,-0.99,26.46,          1.39㈡,28.14,5.78,2.18
600845,宝信软件,46.94,0.424㈡,7.16,0,1.74,3.92,49.23,          5.92㈡,27.7,43.77,9.55
600846,同济科技,7.62,0.068㈡,2.7,0,0.35,1.12,24.24,          2.53㈡,14.39,6.92,2.81
600847,万里股份,--  ,0.016㈡,4.55,0,4.28,-0.44,82.76,          0.36㈡,14.05,--  ,2.7
600848,自仪股份,14.11,0.008㈡,0.35,0,0.56,-1.28,7.66,          2.21㈡,15.94,12.3,0.6
600850,华东电脑,35.98,0.327㈡,4.48,0,0.03,3.42,36.75,          7.31㈡,18.89,32.8,4.41
600851,海欣股份,8.78,0.081㈡,3.97,0,0.36,0.18,73.64,          2.05㈡,23.29,7.8,22.34
600853,龙建股份,--  ,0.008㈡,1.47,0,0.19,0.28,11.2,          0.53㈡,10.06,--  ,0.2
600854,春兰股份,6.47,0.039㈡,3.72,0,2.95,-1.24,76.76,          1.05㈡,19.49,5.96,16.29
600855,航天长峰,22.5,0.033㈡,2.55,0,0.79,0.61,52.38,          1.30㈡,24.85,19.8,3.75
600856,长百集团,--  ,0.170㈡,2.88,0,1.23,0.65,62.1,          4.61㈡,23.39,--  ,11.33
600857,宁波中百,12,0.143㈡,2.67,0,0.29,1.12,79.35,          5.38㈡,12.01,10.87,5.63
600858,银座股份,8.5,0.185㈡,5.73,0,1.86,2.72,24.54,          3.23㈡,17.91,7.95,1.21
600859,王府井,20.89,1.002㈡,16.42,0,6.93,4.86,55.42,          6.10㈡,21.29,19.54,5.12
600860,京城股份,--  ,-0.113㈡,2.07,0,1.62,-0.66,35.97,         -5.49㈡,5.84,--  ,-7.99
600861,北京城乡,11.8,0.123㈡,7.1,0,2.72,1.43,52.55,          1.73㈡,20.72,10.7,3.82
600862,南通科技,13.58,-0.071㈡,1.6,0,0.39,0.14,16.99,         -4.40㈡,20.69,12.01,-4.79
600863,内蒙华电,5.3,0.081㈡,1.74,0,0.14,0.38,25.83,          4.68㈡,19.53,4.9,8.63
600864,哈投股份,10.45,0.174㈡,7.97,0,0.05,2.59,67.5,          2.19㈡,31.39,9.45,14.46
600865,百大集团,9.74,0.176㈡,3.73,0,0.62,1.69,75.5,          4.71㈡,28.01,8.85,12.47
600866,星湖科技,--  ,-0.167㈡,2.11,0,1.18,-0.34,62.14,         -7.92㈡,2.9,--  ,-24.95
600867,通化东宝,20.98,0.232㈡,1.92,0,0.14,0.56,69.7,         12.07㈡,73.42,19.5,33.64
600868,梅雁吉祥,6.68,-0.006㈡,1.12,0,0.22,-0.12,77.72,         -0.57㈡,20.37,5.74,-9.39
600869,智慧能源,13.06,0.164㈡,3.21,0,1.42,0.62,27.03,          5.11㈡,18.49,11.32,3.12
600870,*ST厦华,--  ,0.003㈡,0.01,0,4.37,-5.49,18.89,         21.85㈡,--  ,--  ,--  
600871,石化油服,6.89,-0.098㈡,1.65,0,0.63,-0.02,31.7,         -5.90㈡,3.53,6.33,-5.97
600872,中炬高新,--  ,0.129㈡,2.98,0,0.35,1.39,54.32,          4.35㈡,35.23,--  ,7.8
600873,梅花生物,9.31,0.109㈡,2.65,0,0.72,0.86,42.65,          4.10㈡,20.94,9.31,5.49
600874,创业环保,8.7,0.127㈡,2.98,0,0.27,1.43,40.61,          4.27㈡,43.96,7.76,18.94
600875,东方电气,13.39,0.080㈡,9.75,0,3.78,4.68,27.49,          0.74㈡,11.92,12.38,0.92
600876,洛阳玻璃,29.5,-0.228㈡,-0.13,0,1.71,-2.95,-5.43,--  ,-8.17,24.67,-37.12
600877,中国嘉陵,8.12,-0.119㈡,0.16,0,0.16,-1.86,5.19,        -74.72㈡,11.91,7.1,-12.65
600879,航天电子,--  ,0.079㈡,5.11,0,1.83,2.14,48.08,          1.55㈡,24.95,--  ,4.62
600880,博瑞传播,8.8,0.066㈡,3.28,0,0.74,1.28,74.37,          2.00㈡,43.59,8,11.22
600881,亚泰集团,6.89,0.030㈡,4.53,0,2.4,0.92,21.44,          0.52㈡,22.33,6.3,1.17
600882,华联矿业,--  ,-0.044㈡,3.36,0,0,1.91,82.17,         -1.32㈡,6.75,--  ,-8.3
600883,博闻科技,10.95,0.507㈡,3.01,0,0.03,1.35,93.92,         16.80㈡,-20.67,9.95,1696.92
600884,杉杉股份,20.88,1.488㈡,12.12,0,1.19,4.73,51.77,         12.27㈡,21.44,19,32.67
600885,宏发股份,28.06,0.514㈡,5.09,0,1.26,2.42,52.6,         10.09㈡,39.22,26.51,12.78
600886,国投电力,--  ,0.361㈡,3.48,0,0.95,1.45,13.48,         10.39㈡,51.49,--  ,16.41
600887,伊利股份,16.2,0.434㈡,3.07,0,0.56,1.33,47.95,         14.16㈡,34.78,15.61,8.92
600888,新疆众和,7.08,0.043㈡,5.03,0,3.08,0.66,34.81,          0.86㈡,5.95,6.3,0.71
600889,南京化纤,10.24,0.004㈡,3.05,0,0.7,0.8,31.83,          0.12㈡,13.44,9.14,0.17
600890,中房股份,7.6,-0.021㈡,0.52,0,0.04,-0.66,77.65,         -4.07㈡,-105.97,6.9,-662.77
600891,秋林集团,10.98,0.092㈡,2.67,0,1.06,0.49,72.06,          3.46㈡,32.87,9.81,13.85
600892,宝诚股份,39.82,-0.045㈡,0.07,0,2.25,-3.31,3.67,        -61.62㈡,47.01,35.5,-76.65
600893,中航动力,44.52,0.193㈡,7.33,0,4.98,1.24,30.21,          2.63㈡,17.28,39.25,4.04
600894,广日股份,14.03,0.409㈡,5.37,0,2.83,1.25,62.29,          7.62㈡,21.61,13,15.83
600895,张江高科,19.52,0.184㈡,4.74,0,1.71,1.52,41.18,          3.88㈡,34.78,17.5,56.17
600896,中海海盛,12.49,0.182㈡,3.33,0,0.32,0.14,31.44,          5.47㈡,3.96,11.52,23.91
600897,厦门空港,21.26,0.670㈡,9.56,0,0.61,6.65,76.11,          7.01㈡,41.76,19.2,26.57
600898,三联商社,13.8,0.055㈡,1.42,0,0.18,0.14,51.91,          3.87㈡,11.95,12,3.12
600900,长江电力,--  ,0.315㈡,5.18,0,1.69,1.43,59.05,          6.09㈡,55.18,--  ,51.82
600917,重庆燃气,11,0.135㈡,2.13,0,0.64,0.36,44.04,          6.31㈡,15.79,9.8,6.98
600958,东方证券,16.51,1.230㈡,6.42,0,2.38,1.79,17.68,         17.33㈡,--  ,15.4,53.43
600959,江苏有线,17.1,0.170㈡,4.09,0,2.46,0.48,67.33,          3.51㈡,36.84,15.21,18.34
600960,渤海活塞,8.77,0.060㈡,3.89,0,1.77,0.97,67.99,          1.22㈡,23.21,7.92,4.5
600961,株冶集团,9.69,-0.207㈡,1.2,0,1.64,-1.62,9.83,        -17.27㈡,4.07,8.5,-1.62
600962,*ST中鲁,12.11,-0.035㈡,2.96,0,2.01,-0.2,42.02,         -1.19㈡,21.85,11.77,-2.18
600963,岳阳林纸,7.08,-0.175㈡,4.98,0,3.67,0.16,30.34,         -3.53㈡,12.27,6.29,-6.2
600965,福成五丰,9.66,0.080㈡,1.77,1.77,0.12,0.32,73.12,          4.52㈡,36.99,8.89,7.45
600966,博汇纸业,3.48,0.038㈡,2.94,0,0.98,0.81,30.9,          1.28㈡,12.97,3.2,1.58
600967,北方创业,--  ,-0.036㈡,2.78,0,0.87,0.78,69.46,         -1.29㈡,8.77,--  ,-3.52
600969,郴电国际,14.09,0.272㈡,9.76,0,6.93,1.62,33.22,          2.78㈡,18.9,13.32,6.32
600970,中材国际,13,0.261㈡,4.6,0,0.5,2.84,19.16,          5.68㈡,11.7,11.67,3.04
600971,恒源煤电,5.68,-0.542㈡,6.47,0,2.1,2.45,49.85,         -8.38㈡,-7.54,5.26,-22.03
600973,宝胜股份,10.38,0.118㈡,5.13,5.13,2.07,1.81,22.25,          2.31㈡,9.84,9.29,0.93
600975,新五丰,8.98,-0.076㈡,3.09,0,1.86,0.11,61.92,         -2.46㈡,2.58,8,-4.25
600976,健民集团,23.54,0.309㈡,6.25,0,2.09,2.3,61.09,          4.94㈡,22.57,21.4,4.68
600978,宜华木业,--  ,0.228㈡,4.42,0,1.66,1.58,57.01,          5.15㈡,35.13,--  ,16.6
600979,广安爱众,--  ,0.129㈡,2.07,0,0.76,0.25,23.25,          6.22㈡,37.38,--  ,11.85
600980,北矿磁材,17.57,0.002㈡,1.73,0,1.28,-0.69,69.79,          0.13㈡,20.16,15.8,0.3
600981,汇鸿集团,7.53,0.058㈡,1.96,0,0.05,0.53,19.27,          2.96㈡,3.81,6.74,0.62
600982,宁波热电,5.86,0.100㈡,3.25,0,1.4,0.59,77.41,          3.08㈡,17.78,5.44,17.98
600983,惠而浦,--  ,0.265㈡,5.57,0,2.23,2.02,56,          4.76㈡,32.66,--  ,7.31
600984,*ST建机,7.3,-0.143㈡,2.3,0,2.78,-1.57,54.64,         -6.22㈡,17.74,7.06,-24.7
600985,雷鸣科化,9.95,0.177㈡,4.24,0,1.99,1.29,72.46,          4.17㈡,39.03,9.11,11.11
600986,科达股份,14.58,0.043㈡,2.32,0,0.32,0.68,14.93,          1.86㈡,17.17,13.16,3.03
600987,航民股份,10.28,0.335㈡,3.92,0,0.16,2.46,65.99,          8.56㈡,30.59,9.1,14.43
600988,赤峰黄金,--  ,0.190㈡,2.84,0,1.31,0.53,66.57,          6.17㈡,33.02,--  ,17.49
600990,四创电子,--  ,0.087㈡,6.74,0,3.05,2.3,34.95,          1.29㈡,18.93,--  ,2.15
600992,贵绳股份,10.15,0.035㈡,5.45,0,3.43,0.78,72.22,          0.65㈡,13.57,9.01,1.13
600993,马应龙,18.4,0.334㈡,3.95,0,0.28,2.33,75.74,          8.44㈡,41.89,16.7,17.15
600995,文山电力,8.25,0.207㈡,3.06,0,0.32,1.44,49.92,          6.76㈡,24.41,7.3,9.45
600997,开滦股份,5.18,-0.142㈡,5.53,0,0.83,2.84,31.11,         -2.57㈡,6.42,4.88,-3.02
600998,九州通,19.39,0.152㈡,4.96,4.96,2.4,1.38,28.91,          3.07㈡,7.35,17.5,1.05
600999,招商证券,16.74,1.259㈡,8.22,0,3.34,2.59,13.1,         15.31㈡,--  ,15.61,46.11
601000,唐山港,7.63,0.280㈡,4.45,0,1.64,1.61,57.65,          5.72㈡,40.94,7.12,22.42
601001,大同煤业,5.55,-0.425㈡,3.94,0,0.68,0.75,26.43,        -10.79㈡,34.25,5.21,-18.09
601002,晋亿实业,8.56,-0.026㈡,2.82,0,1.39,0.24,47.22,         -0.93㈡,15.8,7.78,-1.79
601003,柳钢股份,--  ,-0.246㈡,1.98,0,0.08,0.52,22.2,        -12.45㈡,1.38,--  ,-4.77
601005,重庆钢铁,--  ,-0.502㈡,1.75,0,1.5,-0.89,16.69,        -28.75㈡,-24.29,--  ,-49.44
601006,大秦铁路,9.99,0.494㈡,5.65,0,1.67,2.45,80.07,          8.74㈡,33.44,9.75,26.63
601007,金陵饭店,11.48,0.050㈡,4.59,0,1.46,1.87,42.44,          1.10㈡,63.62,10.39,4.59
601008,连云港,6.63,0.032㈡,3.15,0,1.59,0.43,48.08,          1.02㈡,23.81,6,5.19
601009,南京银行,15.78,1.200㈡,13.06,0,5.31,4,6.01,          8.11㈡,--  ,15.39,32.68
601010,文峰股份,7.45,0.121㈡,2.11,0,0.44,0.52,60.06,          5.74㈡,19.42,6.7,5.44
601011,宝泰隆,13.33,0.160㈡,7.75,0,5.37,1.24,56.92,          2.00㈡,14.08,12.3,10.61
601012,隆基股份,9.29,0.066㈡,2.94,0,1.42,0.51,63.7,          2.25㈡,20.87,8.5,6.98
601015,陕西黑猫,9.42,0.051㈡,4.52,0,1.48,1.86,26.99,          1.13㈡,7.46,8.75,1.17
601016,节能风电,22.75,0.083㈡,1.83,0,0.34,0.46,22.85,          4.55㈡,55.35,20.87,19.77
601018,宁波港,--  ,0.118㈡,2.43,0,0.61,0.68,66.53,          4.86㈡,24.63,--  ,17.59
601021,春秋航空,97.85,1.620㈡,14.58,0,4.84,8.37,44.08,         10.62㈡,21.36,90.28,15.67
601028,玉龙股份,8.92,0.111㈡,3.29,0,1.16,1,68.18,          3.36㈡,17.13,8,6.42
601038,一拖股份,9.69,0.149㈡,4.72,0,2.13,1.18,35.21,          3.16㈡,18.41,8.35,2.68
601058,赛轮金宇,6.54,0.101㈡,4,0,2.2,0.8,30.42,          2.52㈡,18.68,5.95,2.31
601069,西部黄金,17.4,0.022㈡,2.42,0,0.8,0.54,61.94,          0.89㈡,31.56,15.85,3.91
601088,中国神华,16.59,0.590㈡,14.59,0,3.91,8.82,52.27,          4.04㈡,39.36,15.2,13.36
601098,中南传媒,19.42,0.439㈡,5.87,0,2.47,2.18,67.9,          7.48㈡,42.68,17.5,17.92
601099,太平洋,7.3,0.260㈡,2.04,0,0.52,0.36,19.52,         12.75㈡,--  ,6.91,48.82
601100,恒立油缸,--  ,0.064㈡,5.48,0,3.31,0.99,77.25,          1.17㈡,21.79,--  ,7.34
601101,昊华能源,6.65,0.026㈡,5.64,0,2.7,1.08,40.31,          0.46㈡,18.73,6.06,1.25
601106,中国一重,9.37,-0.079㈡,2.49,0,1.29,0.16,41.74,         -3.18㈡,14.84,8.52,-21.5
601107,四川成渝,4.49,0.182㈡,3.95,0,0.6,1.2,40.52,          4.60㈡,36.86,4.23,18.56
601111,中国国航,8.81,0.320㈡,4.46,0,1.27,2.05,26.91,          6.75㈡,21.53,7.6,7.7
601113,华鼎股份,5.66,-0.024㈡,2.56,0,1.12,0.37,45.45,         -0.95㈡,10.61,5.31,-1.87
601116,三江购物,8.5,0.125㈡,3.81,0,1.63,0.98,57.14,          3.27㈡,19.19,7.35,2.27
601117,中国化学,7.48,0.230㈡,4.97,0,1.12,2.81,29.96,          4.62㈡,11.14,6.8,3.65
601118,海南橡胶,7.34,-0.079㈡,2.2,0,0.96,0.15,63.73,         -3.60㈡,2.47,6.66,-9.23
601126,四方股份,25.43,0.188㈡,8.4,0,4.46,2.57,65.14,          2.24㈡,43.43,23.47,6.27
601137,博威合金,14.78,0.174㈡,9.32,0,6.4,1.67,68.78,          1.86㈡,10.02,13.5,2.51
601139,深圳燃气,8.63,0.190㈡,3.15,0,1.13,0.86,46.21,          5.63㈡,23.04,7.93,10
601158,重庆水务,9.23,0.183㈡,2.69,0,0.96,0.54,69.41,          6.78㈡,48.14,8.89,44.3
601166,兴业银行,14.86,1.450㈡,15.12,0,2.67,7.16,5.62,          9.63㈡,--  ,14.5,38.4
601168,西部矿业,6.97,0.017㈡,4.74,0,2.21,1.28,44.21,          0.37㈡,5.44,6.48,0.47
601169,北京银行,9.08,0.792㈡,8.15,0,2.06,3.16,6.36,          9.72㈡,--  ,8.63,46.64
601177,杭齿前进,7.69,0.020㈡,4.35,0,2.15,1.07,42.83,          0.47㈡,20.54,6.96,0.99
601179,中国西电,7.35,0.080㈡,3.49,0,2.23,0.21,57.22,          2.29㈡,25.9,6.59,7.21
601186,中国铁建,14.42,0.430㈡,7.68,7.68,2.31,3.49,14.62,          5.62㈡,10.96,13.07,2.03
601188,龙江交通,4.6,0.108㈡,2.62,0,0.93,0.61,77.89,          4.13㈡,60.28,4.15,59.96
601198,东兴证券,16.41,0.650㈡,5.17,0,2.12,1.44,14.46,         11.68㈡,--  ,15,45.58
601199,江南水务,26.39,0.482㈡,8.72,0,4.67,2.7,60.09,          5.53㈡,56.44,24,30.62
601208,东材科技,7.5,0.074㈡,3.58,0,1.9,0.58,67.93,          2.07㈡,25.45,6.89,6.88
601211,国泰君安,20.08,1.540㈡,11.97,0,3.84,4.18,15.32,         10.56㈡,--  ,18.88,43.22
601216,内蒙君正,11.01,0.107㈡,1.87,0,0.46,0.8,42.42,          5.72㈡,32.03,9.7,16.95
601218,吉鑫科技,5.49,0.056㈡,2.39,0,0.59,0.69,60.81,          2.34㈡,23.4,5,7.22
601222,林洋电子,27.4,0.460㈡,11.99,0,7.62,3.04,75.98,          3.47㈡,33.42,23.75,14.42
601225,陕西煤业,5.23,-0.095㈡,3.36,0,0.73,1.39,36.02,         -2.85㈡,29.03,4.96,-5.03
601226,华电重工,12.68,0.139㈡,3.11,0,1.06,0.94,40.21,          4.48㈡,16.5,12,5.6
601231,环旭电子,14.53,0.109㈡,2.92,0,0.71,1.15,47.49,          3.73㈡,9.55,12.55,2.47
601233,桐昆股份,12.01,0.329㈡,7.41,0,2.93,3.17,48.98,          4.44㈡,8.55,10.85,2.85
601238,广汽集团,16.86,0.272㈡,5.68,0,1.38,3,57.09,          4.79㈡,12.49,15.11,15.29
601258,庞大集团,4.31,0.006㈡,1.88,0,0.52,0.32,17.63,          0.34㈡,10.53,4.1,0.15
601288,农业银行,3.39,0.321㈡,3.45,0,0.3,1.1,6.42,          9.31㈡,--  ,3.06,38.05
601311,骆驼股份,13.69,0.284㈡,4.93,0,1.23,2.52,69.73,          5.77㈡,20.87,12.43,10.32
601313,江南嘉捷,11.88,0.247㈡,3.76,0,0.95,1.54,57.67,          6.55㈡,29.41,11,7.5
601318,中国平安,30.24,1.895㈡,18.12,0,7.7,7.04,7.15,         10.46㈡,--  ,29.15,10.25
601328,交通银行,7,0.503㈡,6.58,0,1.53,0.69,6.86,          7.64㈡,--  ,6.48,38.59
601333,广深铁路,5.2,0.066㈡,3.79,0,1.63,0.79,87.85,          1.73㈡,12.67,4.68,6.3
601336,新华保险,37.62,2.164㈡,18.25,0,7.68,6.74,8.63,         11.86㈡,--  ,36.1,6.49
601339,百隆东方,6.47,0.178㈡,4.42,0,1.57,1.68,60.27,          4.03㈡,20.86,5.9,10.71
