代码	名称	涨幅%%	涨跌	最高%%	现价	开盘%%	现量	投资收益	市现率	市净率	市盈(动)	每股未分配	每股未分配	昨收	资产负债率%%	人均持股	净利润率%%	细分行业	流通股本(万)	地区	振幅%%	
600393	东华实业	0.00	0.00	--  	8.32	--  	0	0.00	-16.33	          2.55	    61.26	          1.22	          1.22	8.32	68.67	         15161	          6.79	全国地产	      28950.50	广东	0.00	
600395	盘江股份	-8.28	-0.57	2.47	6.31	-6.98	16	-4062.90	32.27	          1.79	   245.96	          0.55	          0.55	6.88	42.18	         27874	          1.07	煤炭开采	     165505.19	贵州	11.48	
600396	金山股份	-6.33	-0.43	2.95	6.36	-4.57	25	1495.52	7.93	          2.43	    19.23	          0.94	          0.94	6.79	78.45	          7961	          6.31	火力发电	      81280.00	辽宁	10.90	
600397	安源煤业	-4.70	-0.24	3.13	4.87	-6.46	408	0.00	71.65	          1.42	--  	          0.20	          0.20	5.11	64.25	         12264	         -4.21	煤炭开采	      98995.97	江西	9.78	
600398	海澜之家	7.20	1.00	8.14	14.89	-5.98	500	132.70	49.37	          9.56	    20.08	          0.72	          0.72	13.89	62.36	         34010	         21.00	服饰	     153121.95	江苏	14.11	
600399	抚顺特钢	-10.00	-0.88	2.27	7.92	-8.30	33	-186.10	47.20	          5.56	    39.35	          0.24	          0.24	8.80	85.80	          8862	          5.07	特钢	     112962.28	辽宁	12.27	
600400	红豆股份	7.43	1.04	10.00	15.04	-3.21	48	1180.06	39.86	          5.83	   184.05	          0.73	          0.73	14.00	77.73	         16547	          2.67	服饰	      56039.96	江苏	15.71	
600401	*ST海润	-4.82	-0.12	0.80	2.37	-4.02	799	15285.02	71.24	          2.32	   156.53	         -0.23	         -0.23	2.49	68.24	         19609	          1.89	半导体	     324743.50	江苏	5.62	
600403	大有能源	-2.29	-0.12	2.10	5.13	-3.24	20	-3022.65	-34.09	          1.28	--  	          2.63	          2.63	5.25	40.68	         58767	         -8.09	煤炭开采	     239081.23	河南	10.48	
600405	动力源	-8.88	-0.69	3.60	7.08	-9.27	32	2.09	-88.35	          4.11	--  	          0.39	          0.39	7.77	63.90	          6417	         -3.90	电气设备	      42389.28	北京	12.87	
600406	国电南瑞	-1.61	-0.24	2.95	14.70	-7.63	432	0.00	-70.33	          5.26	   716.25	          1.12	          1.12	14.94	47.61	         23923	          0.89	软件服务	     220575.34	江苏	12.05	
600408	*ST安泰	0.00	0.00	--  	6.16	--  	0	-0.01	-27.17	          4.90	--  	         -1.32	         -1.32	6.16	77.88	          7548	        -20.80	焦炭加工	     100680.00	山西	0.00	
600409	三友化工	2.47	0.17	4.21	7.06	-6.97	56	114.56	29.75	          2.08	    34.46	          0.97	          0.97	6.89	66.72	         22247	          2.91	化工原料	     185038.55	河北	13.06	
600410	华胜天成	-10.00	-1.55	3.42	13.95	-10.00	57	491.06	-64.83	          3.84	    81.89	          1.48	          1.48	15.50	58.18	          9622	          2.63	软件服务	      63744.55	北京	13.42	
600415	小商品城	-9.61	-0.81	1.66	7.62	-5.69	2084	1356.85	59.10	          4.76	    93.88	          0.21	          0.21	8.43	68.35	         16882	         13.11	商品城	     544321.44	浙江	11.51	
600416	湘电股份	-9.99	-1.31	1.45	11.80	-9.61	8	4.98	-12.42	          2.35	--  	          0.35	          0.35	13.11	79.15	         17582	         -1.51	电气设备	      39614.12	湖南	11.44	
600418	江淮汽车	-2.75	-0.29	2.27	10.27	-7.20	40	6397.76	11.16	          1.84	    13.99	          2.74	          2.74	10.56	74.64	         10519	          2.28	汽车整车	      82961.70	安徽	9.66	
600419	天润乳业	-8.85	-2.37	0.00	24.41	-6.35	31	0.00	42.37	          7.37	    53.18	         -1.14	         -1.14	26.78	45.67	         11102	          7.80	乳制品	       8021.08	新疆	10.01	
600420	现代制药	-5.76	-1.79	4.73	29.30	-7.14	20	0.00	-632.72	          6.84	    34.34	          2.71	          2.71	31.09	64.90	         22221	          8.51	化学制药	      28773.33	上海	12.96	
600421	仰帆控股	-8.30	-1.09	3.96	12.04	-7.08	60	0.00	-226.26	        391.75	  2122.79	         -2.11	         -2.11	13.13	92.77	         12683	          3.09	机械基件	      19560.00	湖北	13.48	
600422	昆药集团	2.99	0.89	3.60	30.62	-5.72	123	978.60	47.67	          5.02	    24.21	          2.27	          2.27	29.73	30.61	         25966	         10.34	中成药	      34034.01	云南	9.65	
600423	柳化股份	-2.76	-0.14	4.72	4.94	-3.94	52	0.00	18.59	          1.66	--  	          0.44	          0.44	5.08	77.24	         14549	         -7.17	农药化肥	      39934.75	广西	11.22	
600425	青松建化	-7.91	-0.40	2.37	4.66	-6.13	16	126.35	-34.53	          1.28	--  	          0.22	          0.22	5.06	55.55	         12533	        -28.20	水泥	     137879.02	新疆	11.46	
600426	华鲁恒升	2.18	0.26	3.35	12.21	-4.44	145	0.00	9.03	          1.66	    11.07	          3.43	          3.43	11.95	45.45	         13446	         11.26	农药化肥	      95362.50	山东	8.54	
600428	中远航运	0.00	0.00	--  	14.25	--  	0	38710.68	38.05	          3.50	    30.74	          1.52	          1.52	14.25	59.82	          9720	         10.79	水运	     169044.64	广东	0.00	
600429	三元股份	-2.03	-0.14	4.20	6.77	-2.32	55	2810.82	46.40	          1.82	   102.25	         -0.17	         -0.17	6.91	23.35	         24731	          2.22	乳制品	      88500.00	北京	9.99	
600432	吉恩镍业	0.00	0.00	--  	9.38	--  	0	1126.77	81.83	          1.92	--  	          0.10	          0.10	9.38	70.78	         10611	        -15.54	小金属	      81112.15	吉林	0.00	
600433	冠豪高新	-9.94	-0.81	2.33	7.34	-8.83	107	202.45	232.38	          3.87	   343.22	          0.29	          0.29	8.15	35.86	         28500	          2.70	造纸	     119028.00	广东	12.27	
600435	北方导航	-10.00	-3.02	-0.07	27.19	-10.00	5	0.00	-59.77	         10.01	  2743.91	          0.56	          0.56	30.21	37.86	         14305	          0.68	专用机械	      74466.00	北京	9.93	
600436	片仔癀	-0.55	-0.27	1.27	48.54	-2.68	7	1474.82	166.53	          6.48	    38.69	          3.16	          3.16	48.81	17.46	          7042	         31.00	中成药	      40221.14	福建	7.03	
600438	通威股份	-3.22	-0.33	3.90	9.92	-5.37	52	403.00	10.58	          3.59	    43.59	          1.03	          1.03	10.25	65.88	         20160	          1.45	饲料	      68752.00	四川	10.05	
600439	瑞贝卡	-2.87	-0.15	3.83	5.07	-4.79	327	0.00	-68.52	          2.09	    28.46	          1.03	          1.03	5.22	50.77	         10210	          8.06	服饰	      94332.11	河南	9.96	
600444	*ST国通	-4.98	-0.82	-0.49	15.63	-4.98	5	0.00	-154.56	        -52.73	--  	         -2.50	         -2.50	16.45	113.14	         19434	         -4.89	塑料	      10500.00	安徽	4.50	
600446	金证股份	0.00	0.00	--  	101.55	--  	0	772.77	-263.14	         24.84	   170.78	          1.78	          1.78	101.55	50.21	         12035	          7.91	软件服务	      26563.55	深圳	0.00	
600448	华纺股份	0.00	0.00	--  	9.31	--  	0	0.00	78.15	          4.71	   205.74	         -0.59	         -0.59	9.31	64.62	          9732	          0.88	纺织	      39939.37	山东	0.00	
600449	宁夏建材	-9.01	-0.86	5.45	8.69	-9.32	153	372.17	36.46	          1.01	--  	          3.03	          3.03	9.55	45.99	         16248	         -3.19	水泥	      47818.10	宁夏	15.29	
600452	涪陵电力	-9.62	-1.71	3.49	16.07	-7.99	10	12181.21	20.91	          4.07	     9.48	          1.01	          1.01	17.78	39.36	          9979	         22.49	火力发电	      16000.00	重庆	13.50	
600455	博通股份	-0.24	-0.09	5.28	37.81	-6.33	90	0.00	-49.20	         18.24	--  	         -1.38	         -1.38	37.90	72.62	          8505	         -1.84	软件服务	       4971.77	陕西	11.61	
600456	宝钛股份	-1.39	-0.18	4.10	12.74	-3.25	200	-136.15	176.14	          1.55	--  	          1.32	          1.32	12.92	47.40	         11582	         -4.92	小金属	      43026.57	陕西	8.90	
600458	时代新材	-2.56	-0.40	2.62	15.22	-9.73	100	-35.16	-88.55	          3.42	    24.40	          1.16	          1.16	15.62	72.27	          9872	          3.71	塑料	      66142.21	湖南	12.42	
600459	贵研铂业	-2.37	-0.31	3.52	12.77	-4.74	27	846.35	-10.06	          1.89	    42.38	          1.02	          1.02	13.08	41.93	          9715	          1.38	小金属	      26097.76	云南	9.02	
600460	士兰微	5.14	0.29	6.91	5.93	-4.26	10	1993.45	93.37	          3.05	    57.40	          0.70	          0.70	5.64	39.53	         14162	          6.84	半导体	     124716.79	浙江	12.94	
600461	洪城水业	-9.99	-1.23	-0.16	11.08	-9.99	96	1782.63	18.29	          1.91	    17.54	          1.03	          1.03	12.31	62.08	         15535	         13.76	水务	      33000.00	江西	9.83	
600462	石岘纸业	0.00	0.00	--  	13.22	--  	0	0.00	-1357.32	         24.02	--  	         -1.70	         -1.70	13.22	26.36	         31801	        -19.89	造纸	      53378.00	吉林	0.00	
600463	空港股份	-4.98	-0.52	4.02	9.92	-5.08	5	-15.11	-38.95	          3.18	   107.56	          1.47	          1.47	10.44	68.37	         21713	          4.42	园区开发	      25200.00	北京	13.03	
600466	蓝光发展	0.00	0.00	--  	11.44	--  	0	-329.60	-24.64	          3.11	--  	          1.43	          1.43	11.44	85.42	          7410	         -9.82	中成药	      43900.58	四川	0.00	
600467	好当家	-3.13	-0.18	2.96	5.57	-4.35	29	1860.11	56.45	          1.39	    59.40	          1.20	          1.20	5.75	40.28	         12489	          7.42	渔业	      73049.71	山东	9.04	
600468	百利电气	-9.96	-1.37	2.55	12.38	-5.53	63	2711.61	239.60	          8.65	   102.13	          0.29	          0.29	13.75	48.25	         26859	          6.17	电气设备	      45619.19	天津	12.51	
600469	风神股份	-2.65	-0.33	5.29	12.14	-4.17	6	2002.84	8.36	          1.58	    15.51	          3.92	          3.92	12.47	60.18	         13784	          4.44	汽车配件	      37494.21	河南	11.79	
600470	六国化工	-2.69	-0.16	4.04	5.78	-4.21	5	494.67	195.14	          1.46	    27.54	          0.31	          0.31	5.94	68.45	         11631	          1.99	农药化肥	      52160.00	安徽	13.97	
600475	华光股份	-4.26	-0.55	3.33	12.36	-6.27	20	694.83	36.06	          2.27	    29.42	          3.41	          3.41	12.91	66.17	         15416	          3.28	专用机械	      25600.00	江苏	9.60	
600476	湘邮科技	-8.54	-1.56	5.09	16.70	-9.97	27	140.71	-107.51	         11.94	--  	         -0.50	         -0.50	18.26	35.99	         10307	         -5.75	软件服务	      16107.00	湖南	15.12	
600477	杭萧钢构	-9.88	-0.87	3.52	7.94	-9.08	151	0.00	41.95	          4.82	   103.74	          0.35	          0.35	8.81	75.56	         12383	          1.89	钢加工	      60249.57	浙江	13.51	
600478	科力远	0.00	0.00	--  	11.41	--  	0	-386.48	750.02	          7.35	--  	         -0.04	         -0.04	11.41	37.68	         20212	         -9.84	元器件	      85002.34	湖南	0.00	
600479	千金药业	-9.98	-1.55	1.61	13.98	-9.34	7	408.00	38.76	          3.88	    67.48	          1.24	          1.24	15.53	38.31	         11285	          3.26	中成药	      30481.91	湖南	11.59	
600480	凌云股份	-9.98	-1.38	2.53	12.45	-8.17	1	2122.45	-10.63	          2.17	    21.53	          2.80	          2.80	13.83	62.73	         11631	          2.93	汽车配件	      36171.48	河北	12.51	
600481	双良节能	2.33	0.37	4.42	16.22	-9.02	32	-344.17	94.72	          6.59	    35.27	          0.28	          0.28	15.85	64.35	         20572	          8.41	化工原料	      81024.78	江苏	13.44	
600482	风帆股份	0.00	0.00	--  	42.38	--  	0	191.47	131.21	         10.62	   113.96	          0.38	          0.38	42.38	48.76	         13403	          3.28	电气设备	      52434.19	河北	0.00	
600483	福能股份	-2.81	-0.35	5.30	12.11	-7.70	6	614.55	17.27	          2.56	    20.48	          1.08	          1.08	12.46	55.81	          9425	         12.85	火力发电	      28848.36	福建	14.61	
600485	信威集团	4.96	1.68	5.08	35.55	-5.67	76	5365.90	-145.86	          9.75	   151.79	          1.14	          1.14	33.87	15.29	          5263	         72.32	通信设备	      13858.59	北京	13.32	
600486	扬农化工	-2.56	-0.64	4.96	24.37	-3.64	323	2418.81	41.17	          2.54	    15.07	          5.34	          5.34	25.01	34.42	         21904	         13.91	农药化肥	      30989.89	江苏	9.88	
600487	亨通光电	-1.14	-0.29	3.10	25.19	-6.28	36	74.33	5290.89	          2.51	    37.06	          4.42	          4.42	25.48	69.21	         16211	          2.60	通信设备	      38375.64	江苏	12.83	
600488	天药股份	4.53	0.27	6.38	6.23	-6.88	67	798.55	107.21	          2.50	    63.49	          0.71	          0.71	5.96	19.47	          9883	          6.47	化学制药	      89228.49	天津	15.10	
600489	中金黄金	-7.20	-0.67	-1.18	8.63	-4.73	84	-461.32	-124.20	          2.55	   245.60	          1.62	          1.62	9.30	63.27	         12377	          0.29	黄金	     294322.88	北京	6.24	
600490	鹏欣资源	0.00	0.00	--  	6.61	--  	0	-523.87	25.00	          5.80	   109.16	          0.03	          0.03	6.61	27.14	         15690	          5.30	化工原料	     147900.00	上海	0.00	
600491	龙元建设	-3.16	-0.22	5.46	6.74	-4.45	25	-11.40	-8.81	          1.88	    34.42	          1.66	          1.66	6.96	84.17	         15035	          1.19	建筑施工	      94760.00	浙江	13.65	
600493	凤竹纺织	-10.04	-1.11	4.70	9.95	-3.07	253	0.00	97.24	          4.30	   485.21	          0.31	          0.31	11.06	40.36	          9345	          0.82	纺织	      27200.00	福建	14.74	
600495	晋西车轴	-9.18	-0.86	4.06	8.51	-8.75	499	2394.61	-48.93	          3.38	   170.44	          0.42	          0.42	9.37	25.55	         11095	          3.12	运输设备	     110332.09	山西	13.66	
600496	精工钢构	3.11	0.16	5.45	5.30	-5.06	134	-444.00	2416.71	          2.31	    31.19	          1.02	          1.02	5.14	65.23	          8599	          3.91	钢加工	     129044.52	安徽	13.04	
600497	驰宏锌锗	0.00	0.00	--  	8.16	--  	0	-445.77	15.40	          1.96	   104.38	          0.57	          0.57	8.16	66.35	         12531	          0.62	铅锌	     166756.09	云南	0.00	
600498	烽火通信	0.64	0.13	2.48	20.31	-5.85	65	3385.86	-38.55	          3.21	    31.85	          2.02	          2.02	20.18	57.39	         20020	          5.45	通信设备	      96670.45	湖北	10.56	
600499	科达洁能	0.00	0.00	--  	29.64	--  	0	3336.87	69.19	          5.47	    38.83	          2.39	          2.39	29.64	50.03	         22424	         12.75	专用机械	      68873.67	广东	0.00	
600500	中化国际	-4.72	-0.51	4.53	10.30	-8.42	44	25171.96	61.04	          1.97	    28.50	          2.03	          2.03	10.81	56.43	         21883	          1.96	商贸代理	     172312.45	上海	13.41	
600501	航天晨光	-9.98	-1.67	2.57	15.07	-8.30	31	1558.47	-34.46	          2.89	   115.77	          0.66	          0.66	16.74	52.82	         11274	          1.68	汽车配件	      38928.35	江苏	12.54	
600502	安徽水利	-7.69	-0.87	5.83	10.45	-6.71	19	186.44	-18.70	          2.27	    24.20	          1.98	          1.98	11.32	79.83	         10355	          2.55	建筑施工	      50193.00	安徽	15.28	
600503	华丽家族	-10.01	-0.87	3.34	7.82	-7.13	330	2188.55	106.78	          3.48	   525.13	          0.39	          0.39	8.69	30.00	          8241	         23.13	区域地产	     156269.06	上海	13.35	
600505	西昌电力	-5.30	-0.42	2.27	7.50	-9.47	5	-464.62	41.19	          2.97	  5969.99	          1.04	          1.04	7.92	44.09	         13892	          0.06	水力发电	      36456.75	四川	11.74	
600506	香梨股份	-6.52	-0.92	4.04	13.19	-5.74	5	0.00	44.54	          7.21	--  	         -0.92	         -0.92	14.11	5.41	         10919	         -4.07	种植业	      14770.69	新疆	10.99	
600507	方大特钢	5.24	0.29	7.41	5.82	-4.52	202	696.59	17.39	          3.73	    26.31	          0.25	          0.25	5.53	75.73	         14262	          3.44	特钢	     132609.30	江西	15.01	
600508	上海能源	-5.81	-0.57	0.71	9.24	-6.12	4	8.00	13.38	          0.84	   275.52	          8.05	          8.05	9.81	39.16	         11418	          0.48	煤炭开采	      72271.79	上海	10.40	
600509	天富能源	2.81	0.23	4.88	8.42	-3.79	12	-242.00	19.78	          1.66	    18.77	          0.99	          0.99	8.19	69.40	         12814	         11.89	火力发电	      83869.65	新疆	11.48	
600510	黑牡丹	3.50	0.30	5.60	8.87	-5.60	33	885.00	-19.77	          1.44	    26.88	          2.39	          2.39	8.57	70.17	         22159	          5.45	全国地产	      79552.27	江苏	12.60	
600511	国药股份	2.81	0.84	4.98	30.74	-4.65	91	6095.66	38.46	          5.41	    28.25	          3.94	          3.94	29.90	50.10	         10101	          4.39	医药商业	      27764.33	北京	11.17	
600512	腾达建设	-4.41	-0.19	2.32	4.12	-4.41	205	18.00	-14.09	          2.04	   164.92	          0.25	          0.25	4.31	59.72	          8946	          1.03	建筑施工	      73694.06	浙江	9.05	
600513	联环药业	-8.86	-1.43	2.17	14.71	-7.06	21	281.40	168.67	          3.32	    52.20	          1.04	          1.04	16.14	21.43	          8692	          7.25	化学制药	      15210.00	江苏	11.65	
600515	海岛建设	0.00	0.00	--  	16.29	--  	0	-229.33	81.02	          8.26	   192.19	         -0.54	         -0.54	16.29	75.85	         14105	          2.76	百货	      42277.41	海南	0.00	
600516	方大炭素	-6.30	-0.48	3.67	7.14	-3.54	50	3773.93	75.95	          2.13	   205.93	          1.23	          1.23	7.62	35.30	         12521	          2.50	矿物制品	     171916.03	甘肃	10.76	
600517	置信电气	-0.56	-0.06	3.80	10.74	-7.31	41	-1.90	-34.85	          5.73	   215.11	          0.55	          0.55	10.80	50.60	         19679	          1.73	电气设备	     111366.89	上海	13.80	
600518	康美药业	0.14	0.02	2.03	14.31	-4.48	276	3960.08	263.47	          3.61	    21.96	          1.26	          1.26	14.29	45.62	         19305	         15.81	中成药	     439742.91	广东	6.51	
600519	贵州茅台	0.12	0.24	0.32	194.61	-2.19	100	334.20	49.87	          3.99	    15.50	         42.52	         42.52	194.37	11.99	         29349	         49.99	白酒	     125619.78	贵州	2.98	
600520	中发科技	0.91	0.11	6.82	12.14	-4.41	28	-39.42	16.42	          4.18	--  	         -0.57	         -0.57	12.03	40.36	         12110	        -12.64	机械基件	      15389.00	安徽	14.55	
600521	华海药业	2.09	0.46	2.68	22.45	-4.05	9	149.85	1574.48	          5.28	    37.49	          1.76	          1.76	21.99	30.96	         28081	         14.39	化学制药	      78375.59	浙江	7.69	
600522	中天科技	-0.30	-0.05	2.56	16.36	-5.85	56	10799.30	111.46	          1.72	    18.43	          3.22	          3.22	16.41	32.79	         11339	          6.14	通信设备	      70450.42	江苏	9.32	
600523	贵航股份	-10.02	-1.67	1.92	15.00	-9.24	50	2288.26	103.01	          2.31	    28.32	          1.73	          1.73	16.67	41.66	         12463	          4.98	汽车配件	      28860.33	贵州	11.94	
600525	长园集团	0.00	0.00	--  	21.04	--  	0	5454.80	-822.75	          6.57	    76.25	          1.55	          1.55	21.04	54.02	         28088	          9.55	电气设备	      86351.00	深圳	0.00	
600526	菲达环保	-8.77	-0.99	2.66	10.30	-7.44	72	-85.08	-27.60	          2.20	    62.37	          0.52	          0.52	11.29	59.11	          7273	          3.02	专用机械	      40688.94	浙江	12.31	
600527	江南高纤	-3.77	-0.18	3.56	4.60	-2.30	160	-2226.24	-91.39	          2.17	   245.66	          0.81	          0.81	4.78	5.29	          9812	          1.07	化纤	      80208.93	江苏	9.21	
600528	中铁二局	0.18	0.02	3.25	11.41	-6.85	39	600.21	-3.17	          2.73	    72.39	          1.75	          1.75	11.39	88.59	          7095	          0.48	建筑施工	     145920.00	四川	11.06	
600529	山东药玻	0.00	0.00	--  	17.16	--  	0	95.92	25.21	          2.05	    30.34	          4.22	          4.22	17.16	25.77	         12836	          8.15	玻璃	      25738.00	山东	0.00	
600530	交大昂立	0.00	0.00	--  	21.37	--  	0	13509.80	580.65	          3.37	    48.96	          0.53	          0.53	21.37	26.81	         16304	         49.79	生物制药	      31200.00	上海	0.00	
600531	豫光金铅	-6.09	-0.61	3.29	9.41	-5.69	50	11167.78	3.28	          2.05	   196.90	          0.54	          0.54	10.02	83.28	          8795	          0.12	铅锌	      29525.08	河南	10.48	
600532	宏达矿业	0.00	0.00	--  	14.57	--  	0	1867.35	102.06	          4.94	  1058.07	          1.09	          1.09	14.57	43.18	         10724	          1.33	普钢	      16510.25	山东	0.00	
600533	栖霞建设	0.00	0.00	--  	5.27	--  	0	788.90	18.84	          1.41	    36.12	          0.75	          0.75	5.27	70.18	         15187	          2.52	区域地产	     105000.00	江苏	0.00	
600535	天士力	0.75	0.27	0.86	36.14	-3.32	190	308.35	227.70	          5.72	    23.52	          3.09	          3.09	35.87	51.05	         31031	         13.32	中成药	     103284.27	天津	5.02	
600536	中国软件	-6.32	-1.59	8.07	23.58	-9.85	53	2553.87	-25.76	          6.39	--  	          0.73	          0.73	25.17	45.79	          9919	         -6.29	软件服务	      48471.21	北京	17.92	
600537	亿晶光电	-8.43	-0.83	2.03	9.02	-8.43	111	1214.03	116.65	          2.08	    79.74	          1.39	          1.39	9.85	62.69	         10682	          2.34	半导体	      48587.12	浙江	10.86	
600538	国发股份	-9.85	-0.77	4.86	7.05	-9.72	244	512.37	-122.94	          4.82	  2318.06	         -0.88	         -0.88	7.82	24.28	         10658	          0.30	农药化肥	      27921.59	广西	14.83	
600539	*ST狮头	-4.99	-0.44	-1.47	8.38	-4.99	200	0.00	-133.60	          4.12	   814.42	         -1.50	         -1.50	8.82	29.73	         16518	          4.96	水泥	      23000.00	山西	3.51	
600540	新赛股份	-10.05	-0.81	1.74	7.25	-6.95	32	263.26	-80.13	          2.22	--  	         -0.36	         -0.36	8.06	49.57	         10917	         -4.62	种植业	      30270.84	新疆	11.79	
600543	莫高股份	-8.64	-0.74	1.99	7.82	-7.71	25	684.10	2610.62	          2.32	    75.48	          0.61	          0.61	8.56	13.79	         15588	         12.43	红黄药酒	      32112.00	甘肃	11.80	
600545	新疆城建	-9.97	-1.16	1.89	10.48	-9.97	5	51.62	-22.65	          3.44	--  	          0.99	          0.99	11.64	78.40	          5899	         -0.15	建筑施工	      67578.57	新疆	11.86	
600546	山煤国际	-5.37	-0.24	2.24	4.23	-4.47	129	44.25	56.22	          1.33	   469.83	          0.73	          0.73	4.47	81.52	         17941	          0.04	煤炭开采	     198245.59	山西	11.41	
600547	山东黄金	-6.84	-1.25	-2.35	17.03	-6.40	9	13009.00	29.55	          2.66	   251.94	          5.09	          5.09	18.28	58.01	          8500	          0.24	黄金	     142307.23	山东	7.11	
600548	深高速	-2.97	-0.18	2.31	5.89	-2.31	89	13661.99	32.16	          1.13	    11.92	          1.89	          1.89	6.07	47.64	         35533	         35.94	路桥	     143327.03	深圳	6.75	
600549	厦门钨业	4.54	0.74	5.58	17.05	-4.35	31	2118.67	-16.63	          2.52	   270.99	          2.28	          2.28	16.31	45.38	         13774	          0.77	小金属	      88657.39	福建	11.04	
600550	保变电气	-3.44	-0.24	3.72	6.74	-5.44	16	22278.48	-21.20	         10.82	    22.40	         -2.99	         -2.99	6.98	87.28	         10781	         12.37	电气设备	     137299.09	河北	10.89	
600551	时代出版	7.26	1.12	8.23	16.55	-2.85	58	4048.03	-58.64	          2.13	    18.07	          3.54	          3.54	15.43	38.02	         29316	          8.45	出版业	      50582.53	安徽	12.31	
600552	方兴科技	-10.01	-1.54	5.01	13.84	-10.01	7	21.78	100.91	          2.83	    57.27	          1.19	          1.19	15.38	37.21	         20523	          9.54	玻璃	      34223.94	安徽	15.02	
600555	九龙山	0.00	0.00	--  	15.11	--  	0	-75.92	-198.53	         11.92	--  	         -0.15	         -0.15	15.11	50.31	         11080	        -30.71	旅游景点	      97350.00	上海	0.00	
600556	慧球科技	-4.73	-0.43	6.82	8.66	-5.39	57	1.44	-53.06	        881.91	   902.28	         -2.01	         -2.01	9.09	96.37	         12539	          5.40	软件服务	      39479.37	广西	15.18	
600557	康缘药业	3.51	0.76	5.27	22.40	-4.81	48	0.23	58.61	          4.36	    30.30	          2.73	          2.73	21.64	37.16	         13430	         13.31	中成药	      36852.85	江苏	11.92	
600558	大西洋	-7.73	-0.46	3.70	5.49	-6.39	237	691.78	51.21	          1.81	    52.81	          0.65	          0.65	5.95	23.93	         22296	          3.55	钢加工	      55248.30	四川	13.61	
600559	老白干酒	-1.26	-0.60	3.88	47.12	-3.60	12	-35.97	48.29	          9.91	   187.43	          2.03	          2.03	47.72	71.69	         14824	          1.92	白酒	      14000.00	河北	7.54	
600560	金自天正	-7.15	-0.85	4.29	11.04	-6.64	96	317.45	81.32	          3.48	    91.50	          1.01	          1.01	11.89	61.78	         10321	          4.92	电气设备	      22364.55	北京	11.77	
600561	江西长运	-8.78	-0.87	3.94	9.04	-6.56	3	14.28	9.96	          1.43	    23.71	          2.63	          2.63	9.91	67.17	         15397	          3.28	公路	      23706.40	江西	13.93	
600562	国睿科技	-9.51	-3.37	0.62	32.06	-9.99	30	0.00	-108.55	          9.20	    72.63	          2.20	          2.20	35.43	37.37	         14617	         16.81	通信设备	      16817.85	江苏	10.61	
600563	法拉电子	2.89	0.72	3.53	25.64	-3.65	105	1182.02	30.66	          3.28	    18.87	          4.95	          4.95	24.92	9.73	         15809	         22.61	元器件	      22500.00	福建	8.79	
600565	迪马股份	0.00	0.00	--  	10.58	--  	0	-915.53	-18.14	          4.19	    72.01	          0.47	          0.47	10.58	75.04	         13640	          7.19	全国地产	     103278.03	重庆	0.00	
600566	济川药业	0.00	0.00	4.72	21.60	-4.72	50	833.35	51.31	          7.30	    25.48	          1.09	          1.09	21.60	31.79	         12013	         17.69	中成药	      17063.03	湖北	12.13	
600567	山鹰纸业	-2.99	-0.11	3.80	3.57	-3.53	192	0.78	45.11	          2.21	    50.18	          0.11	          0.11	3.68	67.66	          4848	          3.13	造纸	     217622.31	安徽	10.33	
600568	中珠控股	0.00	0.00	--  	24.10	--  	0	2702.62	-828.09	          5.04	   105.02	          1.01	          1.01	24.10	45.89	         29656	         17.86	区域地产	      36622.64	湖北	0.00	
600569	安阳钢铁	-2.87	-0.09	1.91	3.05	-2.55	14	0.00	4.26	          1.07	--  	         -0.32	         -0.32	3.14	77.66	         13932	         -3.52	普钢	     239368.45	河南	6.37	
600570	恒生电子	-3.14	-1.48	4.26	45.69	-7.44	9	6444.18	142.29	         13.00	    66.87	          1.79	          1.79	47.17	26.44	         13937	         23.23	软件服务	      61780.51	浙江	14.27	
600571	信雅达	0.75	0.29	9.99	39.01	-8.94	83	3037.36	-41.18	         11.18	    85.57	          1.64	          1.64	38.72	36.32	         13405	         11.76	软件服务	      20241.98	浙江	18.93	
600572	康恩贝	3.42	0.39	4.47	11.80	-3.59	441	16425.65	89.42	          4.31	    22.45	          1.01	          1.01	11.41	47.40	         23238	         19.89	中成药	     119162.54	浙江	12.01	
600573	惠泉啤酒	-3.19	-0.29	3.85	8.80	-6.49	496	402.08	25.80	          2.03	   103.57	          0.81	          0.81	9.09	10.52	         16711	          2.62	啤酒	      25000.00	福建	13.86	
600575	皖江物流	0.00	0.00	--  	4.11	--  	0	1206.99	39.14	          3.35	    50.65	         -0.69	         -0.69	4.11	48.30	         28939	          5.38	水运	     142320.00	安徽	0.00	
600576	万好万家	-10.01	-1.94	3.20	17.44	-9.18	45	-83.42	-165.96	          8.05	--  	         -0.45	         -0.45	19.38	21.05	         11056	       -518.40	综合类	      21809.31	浙江	13.21	
600577	精达股份	-5.08	-0.22	3.70	4.11	-3.70	889	1225.95	15.37	          2.95	    46.75	          0.35	          0.35	4.33	39.71	         10522	          1.90	电气设备	     141913.13	安徽	10.62	
600578	京能电力	-7.02	-0.44	0.00	5.83	-4.78	113	89517.36	11.51	          1.84	    10.42	          0.89	          0.89	6.27	53.78	         18346	         24.99	火力发电	     225731.70	北京	7.97	
600579	天华院	-7.84	-0.78	6.33	9.17	-8.74	15	0.00	-60.18	          5.20	   183.01	         -2.18	         -2.18	9.95	51.65	         17902	          4.20	化工机械	      25560.00	山东	16.18	
