代码,名称,卖量,未匹配量,流通股本(万),流通市值,AB股总市值,强弱度%%,活跃度,每笔均量,每笔换手,财务更新,上市日期,总股本(万),B股(或A),H股,总资产(万)
000616,海航投资,2143,--  ,143012.56,         88.81亿,         88.82亿,-7.62,3924,143,0.001,20150804,19961108,143023.44,0,0,844183.13
000617,石油济柴,3170,--  ,28753.91,         27.34亿,         27.34亿,-8.97,2764,53,0.0019,20150829,19961022,28753.91,0,0,224531.02
000619,海螺型材,749,--  ,36000,         30.89亿,         30.89亿,-5.27,2388,46,0.0013,20150820,19961023,36000,0,0,421056.69
000620,新华联,2389,--  ,159797.06,        151.81亿,        180.19亿,5.34,3051,94,0.0006,20150828,19961029,189669.05,0,0,2886589
000622,恒立实业,0,--  ,28297.56,         32.03亿,         48.14亿,1.06,0,--  ,--  ,20150731,19961107,42522.6,0,0,34476.62
000623,吉林敖东,97,--  ,78904.07,        192.13亿,        217.80亿,0.25,3464,89,0.0011,20150822,19961028,89443.84,0,0,1902125
000625,长安汽车,1543,--  ,338751.69,        497.63亿,        684.98亿,3.43,4203,245,0.0007,20150829,19970610,466288.63,90198.61,0,7989884
000626,如意集团,0,--  ,20229.75,         87.45亿,         87.54亿,1.06,0,--  ,--  ,20150829,19961128,20250,0,0,1318330
000627,天茂集团,10,--  ,135358.94,         81.76亿,         81.76亿,-5.87,3171,124,0.0009,20150808,19961112,135358.98,0,0,213387.34
000628,高新发展,4559,--  ,18775.22,         18.96亿,         31.46亿,-8.92,3216,92,0.0049,20150808,19961118,31148,0,0,406092.69
000629,攀钢钒钛,21879,--  ,476729.66,        150.17亿,        270.58亿,-4.91,4354,289,0.0006,20150828,19961115,858974.63,0,0,5608930.5
000630,铜陵有色,0,--  ,284313.69,        239.96亿,        322.77亿,1.06,0,--  ,--  ,20150829,19961120,382425.75,0,0,5133583.5
000631,顺发恒业,5482,--  ,146371.34,        103.34亿,        103.34亿,4.73,3193,102,0.0007,20150817,19961122,146371.34,0,0,1218720.75
000632,三木集团,152,--  ,46548.53,         31.00亿,         31.00亿,-5.14,1888,55,0.0012,20150825,19961121,46551.96,0,0,807356.19
000633,合金投资,0,--  ,38510.64,         49.56亿,         49.56亿,1.06,0,--  ,--  ,20150826,19961112,38510.64,0,0,23916.65
000635,英 力 特,198,--  ,30308.75,         28.46亿,         28.46亿,-1.23,1770,41,0.0013,20150818,19961120,30308.75,0,0,318194.72
000636,风华高科,36,--  ,67093.63,         49.52亿,         59.58亿,1.74,2712,91,0.0014,20150825,19961129,80732.99,0,0,544469.94
000637,茂化实华,26,--  ,36648.55,         21.59亿,         30.62亿,-3.32,2133,49,0.0013,20150822,19961114,51987.53,0,0,134280.55
000638,万方发展,1482,--  ,30940,         27.91亿,         27.91亿,-8.83,3323,61,0.002,20150831,19961126,30940,0,0,271364.66
000639,西王食品,2144,--  ,37664.57,         42.56亿,         42.56亿,-7,2593,57,0.0015,20150829,19961126,37664.57,0,0,172707.77
000650,仁和药业,0,--  ,123801.24,        212.57亿,        212.62亿,1.06,0,--  ,--  ,20150826,19961210,123834,0,0,280962.09
000651,格力电器,441,--  ,597318.13,       1066.21亿,       1073.81亿,-0.81,4576,352,0.0006,20150829,19961118,601573.06,0,0,16397518
000652,泰达股份,8406,--  ,146567.31,         81.49亿,         82.04亿,4.99,2906,120,0.0008,20150829,19961128,147557.39,0,0,2594616
000655,金岭矿业,43755,--  ,59534.01,         53.64亿,         53.64亿,-8.93,2877,170,0.0029,20150822,19961128,59534.01,0,0,357803.44
000656,金科股份,10238,--  ,298439.03,        155.79亿,        215.88亿,0.3,4149,141,0.0005,20150829,19961128,413562,0,0,9467169
000657,中钨高新,0,--  ,24557.07,         39.32亿,        100.65亿,1.06,0,--  ,--  ,20150829,19961205,62865.46,0,0,776551.75
000659,*ST中富,0,--  ,128570.25,         57.86亿,         57.86亿,1.06,0,--  ,--  ,20150829,19961203,128570.25,0,0,345091.88
000661,长春高新,18,--  ,13132.37,        119.69亿,        119.69亿,2.45,2537,23,0.0018,20150820,19961218,13132.66,0,0,329253.91
000662,索芙特,3108,--  ,28798.47,         25.29亿,         25.29亿,-8.89,2223,64,0.0022,20150722,19961216,28798.91,0,0,74128.71
000663,永安林业,15,--  ,17031.85,         21.03亿,         25.04亿,-1.62,2757,66,0.0038,20150816,19961206,20276.02,0,0,134942.77
000665,湖北广电,0,--  ,18996.03,         52.85亿,        177.00亿,1.06,0,--  ,--  ,20150816,19961210,63621.75,0,0,735114.19
000666,经纬纺机,71,--  ,29348.88,         43.76亿,         78.03亿,-7.07,3100,75,0.0026,20150825,19961210,70413,0,18080,2556283.5
000667,美好集团,8554,--  ,255959.23,        112.62亿,        112.62亿,-4.32,4556,264,0.001,20150711,19961205,255959.23,0,0,1763386.25
000668,荣丰控股,0,--  ,14668.83,         51.03亿,         51.09亿,1.06,0,--  ,--  ,20150826,19961210,14684.19,0,0,157013.86
000669,金鸿能源,62,--  ,22330.9,         37.47亿,         81.55亿,1.3,1939,39,0.0017,20150827,19961210,48600.62,0,0,905698.19
000670,盈方微,3443,--  ,56098.82,         52.90亿,         77.01亿,-8,2463,74,0.0013,20150826,19961217,81662.72,0,0,67781.9
000671,阳 光 城,2781,--  ,103918.77,        143.30亿,        178.40亿,0.27,2557,61,0.0006,20150826,19961218,129366.75,0,0,5163895
000672,上峰水泥,0,--  ,21547.06,         25.86亿,         97.63亿,1.06,0,--  ,--  ,20150825,19961218,81361.97,0,0,408560.28
000673,当代东方,0,--  ,20808,         38.20亿,         72.17亿,1.06,0,--  ,--  ,20150823,19970124,39308,0,0,259580.77
000676,智度投资,0,--  ,25100.86,         20.48亿,         25.67亿,1.06,0,--  ,--  ,20150826,19961224,31458.66,0,0,52066.78
000677,*ST海龙,0,--  ,86397.34,         56.42亿,         56.42亿,1.06,0,--  ,--  ,20150826,19961226,86397.79,0,0,287594.97
000678,襄阳轴承,61,--  ,30107.63,         18.06亿,         25.74亿,-8.71,2413,54,0.0018,20150825,19970106,42907.98,0,0,241867.09
000679,大连友谊,0,--  ,35634.23,         58.55亿,         58.56亿,1.06,0,--  ,--  ,20150828,19970124,35640,0,0,805693.94
000680,山推股份,994,--  ,95483.07,         46.12亿,         59.93亿,-3.86,3053,76,0.0008,20150831,19970122,124078.75,0,0,1065062.25
000681,视觉中国,553,--  ,19667.55,         36.68亿,        130.66亿,2.92,2462,38,0.002,20150828,19970121,70057.74,0,0,157195.13
000682,东方电子,58,--  ,97802.34,         47.24亿,         47.25亿,-3.86,3511,86,0.0009,20150811,19970121,97816.32,0,0,303567.16
000683,远兴能源,14244,--  ,76781.18,         37.16亿,         78.35亿,-8.13,3606,97,0.0013,20150811,19970131,161889.19,0,0,1894683
000685,中山公用,13581,--  ,99745.07,        116.90亿,        164.27亿,3.42,2643,92,0.0009,20150823,19970123,140162.98,0,0,1214988.63
000686,东北证券,1612,--  ,168948.16,        195.30亿,        226.25亿,0.03,4101,223,0.0013,20150827,19970227,195716.59,0,0,8119409
000687,恒天天鹅,7652,--  ,53166.62,         58.64亿,         83.54亿,-8.97,3580,107,0.002,20150820,19970221,75736.84,0,0,248308.7
000688,建新矿业,0,--  ,29603.4,         50.53亿,        194.14亿,1.06,0,--  ,--  ,20150826,19970120,113729.92,0,0,162399.45
000690,宝新能源,946,--  ,171079.56,        135.32亿,        136.58亿,5.97,3317,111,0.0006,20150711,19970128,172661.25,0,0,1038093.88
000691,亚太实业,58,--  ,29048.63,         15.45亿,         17.20亿,-6.58,1952,87,0.003,20150829,19970228,32327,0,0,30227.3
000692,惠天热电,614,--  ,53278.89,         30.69亿,         30.69亿,-2.3,2446,46,0.0009,20150814,19970227,53283.3,0,0,397840.13
000693,华泽钴镍,4764,--  ,25527.86,         35.69亿,         75.98亿,-2.39,3255,105,0.0041,20150828,19970226,54349.19,0,0,632831.56
000695,滨海能源,269,--  ,22172.13,         25.34亿,         25.39亿,-1.25,1588,26,0.0012,20150805,19970218,22214.75,0,0,104300.67
000697,炼石有色,0,--  ,43130,        145.91亿,        189.34亿,1.06,0,--  ,--  ,20150816,19970325,55968,0,0,158382.81
000698,沈阳化工,1316,--  ,62708.17,         31.60亿,         33.31亿,-4.56,2530,69,0.0011,20150827,19970220,66092.85,0,0,831734.81
000700,模塑科技,111,--  ,30904.35,         42.49亿,         49.31亿,-4.44,2505,45,0.0014,20150829,19970228,35860.39,0,0,436527.59
000701,厦门信达,540,--  ,28969.38,         32.88亿,         35.29亿,-4.83,2435,41,0.0014,20150829,19970226,31088.4,0,0,1271150.75
000702,正虹科技,510,--  ,26663.32,         29.06亿,         29.06亿,3.99,2679,65,0.0024,20150821,19970318,26663.46,0,0,70507.15
000703,恒逸石化,1119,--  ,115358.77,         84.44亿,         84.44亿,-4.24,1710,44,0.0004,20150806,19970328,115358.77,0,0,2660972.75
000705,浙江震元,2697,--  ,27272.44,         25.85亿,         31.67亿,-3.57,2545,54,0.002,20150731,19970410,33412.32,0,0,183768.47
000707,双环科技,0,--  ,46414.3,         53.89亿,         53.89亿,1.06,0,--  ,--  ,20150807,19970415,46414.57,0,0,1052757.13
000708,大冶特钢,0,--  ,44712.85,         62.24亿,         62.56亿,1.06,0,--  ,--  ,20150818,19970326,44940.85,0,0,504280
000709,河北钢铁,11985,--  ,1061689.13,        442.72亿,        442.80亿,1.06,4614,970,0.0009,20150826,19970416,1061860.75,0,0,17164014
000710,天兴仪表,2789,--  ,15120,         29.08亿,         29.08亿,-8.95,1510,26,0.0017,20150826,19970422,15120,0,0,47220.55
000711,*ST京蓝,0,--  ,16089.83,         36.41亿,         36.41亿,1.06,0,--  ,--  ,20150814,19970411,16089.83,0,0,71444.11
000712,锦龙股份,0,--  ,84650,        184.11亿,        194.88亿,1.06,0,--  ,--  ,20150831,19970415,89600,0,0,2225238.25
000713,丰乐种业,559,--  ,29887.35,         25.08亿,         25.08亿,-4.46,2402,40,0.0013,20150808,19970422,29887.59,0,0,176889.73
000715,中兴商业,94,--  ,27854.63,         23.95亿,         23.99亿,-3.91,1154,33,0.0012,20150823,19970508,27900.59,0,0,220808.66
000716,黑芝麻,111,--  ,17126.48,         17.09亿,         31.79亿,-2.79,2114,35,0.002,20150827,19970418,31854.22,0,0,260172.67
000717,韶钢松山,207,--  ,166952.44,         95.16亿,        137.91亿,-0.15,3656,173,0.001,20150829,19970508,241952.44,0,0,1818590.25
000718,苏宁环球,10610,--  ,191049.09,        126.67亿,        176.10亿,-1.44,3752,121,0.0006,20150810,19970408,265615.03,0,0,2000837.25
000719,大地传媒,0,--  ,10650.59,         19.99亿,        147.73亿,11.08,1573,32,0.003,20150826,19970331,78707.97,0,0,874524.13
000720,新能泰山,0,--  ,86345.92,        146.87亿,        146.87亿,1.06,0,--  ,--  ,20150821,19970509,86346,0,0,536855.5
000721,西安饮食,20904,--  ,43562.41,         32.06亿,         36.73亿,-8.96,3847,131,0.003,20150814,19970430,49905.58,0,0,109664.15
000722,湖南发展,986,--  ,46415.51,         54.58亿,         54.59亿,-8.89,3569,65,0.0014,20150801,19970522,46415.82,0,0,297112.81
000723,美锦能源,148,--  ,19486.41,         16.13亿,         23.12亿,-2.21,2935,61,0.0031,20150828,19970515,27919.83,0,0,86214.07
000725,京东方Ａ,154537,--  ,2335352.25,        733.30亿,       1103.81亿,0.43,4470,1747,0.0007,20150825,20010112,3515306.75,120209.02,0,14085598
000726,鲁  泰Ａ,2599,--  ,56079.92,         64.49亿,        109.91亿,3.56,2994,69,0.0012,20150827,20001225,95575.85,27556.08,0,858563.31
000727,华东科技,3572,--  ,35814.6,         28.44亿,        179.82亿,-0.31,1642,70,0.0019,20150810,19970520,226478.34,0,0,2936172.25
000728,国元证券,60,--  ,196410,        314.65亿,        314.65亿,-0.66,3725,162,0.0008,20150828,19970616,196410,0,0,9240115
000729,燕京啤酒,507,--  ,250933.95,        196.98亿,        221.26亿,5.73,3159,209,0.0008,20150813,19970716,281853.94,0,0,2004125
000731,四川美丰,2672,--  ,59129.69,         40.33亿,         40.34亿,-3.95,2944,88,0.0015,20150818,19970617,59148.42,0,0,466300.81
000732,泰禾集团,51,--  ,101577.28,        243.38亿,        243.72亿,-3.86,1469,21,0.0002,20150812,19970704,101717.79,0,0,7148031
000733,振华科技,1509,--  ,42915.89,         63.90亿,         69.89亿,-8.92,3479,61,0.0014,20150826,19970703,46934.21,0,0,603240.06
000735,罗 牛 山,5755,--  ,88008.24,         48.32亿,         48.32亿,-6.52,3888,109,0.0012,20150725,19970611,88013.2,0,0,416426.13
000736,中房地产,6,--  ,13873.37,         20.30亿,         43.48亿,-6.29,3071,39,0.0028,20150812,19970425,29719.39,0,0,691516.13
000737,南风化工,2969,--  ,54874.35,         24.31亿,         24.31亿,-7.22,2795,76,0.0014,20150806,19970428,54876,0,0,307102.88
000738,中航动控,28076,--  ,114564.22,        285.15亿,        285.15亿,-8.95,4216,74,0.0006,20150820,19970626,114564.22,0,0,687806.81
000739,普洛药业,808,--  ,75394.2,         48.40亿,         73.63亿,2.96,3401,92,0.0012,20150827,19970509,114686.92,0,0,533207.31
000748,长城信息,0,--  ,75112.43,        261.99亿,        284.21亿,1.06,0,--  ,--  ,20150825,19970704,81481.85,0,0,490262.59
000750,国海证券,498,--  ,231035.91,        225.26亿,        274.01亿,-0.06,3678,218,0.0009,20150825,19970709,281036.13,0,0,6112906.5
000751,锌业股份,581,--  ,140984.13,         71.76亿,         71.76亿,-3.8,3838,110,0.0008,20150819,19970626,140986.92,0,0,324096.59
000752,西藏发展,16090,--  ,26375.09,         30.52亿,         30.52亿,-8.9,4170,84,0.0032,20150808,19970625,26375.84,0,0,139560.69
000753,漳州发展,0,--  ,69902.88,         44.95亿,         56.85亿,1.06,0,--  ,--  ,20150823,19970626,88414.65,0,0,381075.94
000755,山西三维,11498,--  ,46925.58,         40.78亿,         40.78亿,-8.89,3411,73,0.0016,20150828,19970627,46926.46,0,0,586591.56
000756,新华制药,0,--  ,30731.27,         37.28亿,         37.28亿,1.06,0,--  ,--  ,20150731,19970806,45731.28,0,15000,448916.56
000757,浩物股份,139,--  ,31280.26,         25.24亿,         36.45亿,-0.65,2313,83,0.0027,20150816,19970627,45162.12,0,0,85367.84
000758,中色股份,4005,--  ,90156.15,        126.40亿,        138.05亿,1.42,3716,85,0.0009,20150818,19970416,98468.92,0,0,2064574
000759,中百集团,1535,--  ,68067.2,         43.02亿,         43.04亿,-3.18,2202,41,0.0006,20150828,19970519,68102.14,0,0,883615.13
000760,斯太尔,0,--  ,33159.32,         24.94亿,         58.04亿,1.06,0,--  ,--  ,20150820,19970627,77184.46,0,0,173682.42
000761,本钢板材,5649,--  ,273594.34,        132.97亿,        152.41亿,0.04,2430,79,0.0003,20150805,19980115,313600,40000,0,4552170
000762,西藏矿业,798,--  ,47595.44,         47.12亿,         47.12亿,-8.78,3650,68,0.0014,20150828,19970708,47597.48,0,0,259686.3
000766,通化金马,24097,--  ,44901.44,         33.54亿,         42.84亿,-8.94,2960,122,0.0027,20150818,19970430,57348.89,0,0,175123.66
000767,漳泽电力,7206,--  ,157371.63,         84.82亿,        121.48亿,-5.53,3797,113,0.0007,20150829,19970609,225373.78,0,0,3145361
000768,中航飞机,61804,--  ,247760.17,        575.55亿,        643.16亿,-8.94,4524,109,0.0004,20150825,19970626,276864.5,0,0,3661292.5
000776,广发证券,1986,--  ,591929.13,        834.03亿,        834.03亿,2.5,4147,401,0.0007,20150824,19970611,762108.75,0,170179.63,51712620
000777,中核科技,455,--  ,38336.03,         76.71亿,         76.72亿,-6.39,3597,42,0.0011,20150818,19970710,38341.76,0,0,181575.44
000778,新兴铸管,0,--  ,364181.09,        470.52亿,        470.72亿,1.06,0,--  ,--  ,20150825,19970606,364330.75,0,0,5144694
000779,三毛派神,370,--  ,18644.09,         23.58亿,         23.58亿,-3.32,1110,44,0.0024,20150829,19970528,18644.09,0,0,68501.35
000780,平庄能源,1992,--  ,101430.63,         48.18亿,         48.18亿,-3.75,1702,72,0.0007,20150821,19970606,101430.63,0,0,610157.31
000782,美达股份,0,--  ,40450.87,        114.60亿,        149.62亿,1.06,0,--  ,--  ,20150829,19970619,52813.96,0,0,251157.91
000783,长江证券,309,--  ,474236.72,        476.61亿,        476.62亿,5.1,4377,532,0.0011,20150821,19970731,474246.78,0,0,13343258
000785,武汉中商,607,--  ,25109.36,         19.41亿,         19.42亿,-4.67,1710,50,0.002,20150828,19970711,25122.16,0,0,276156.91
000786,北新建材,0,--  ,115030,        213.73亿,        262.72亿,1.06,0,--  ,--  ,20150821,19970606,141398.16,0,0,1411336
000788,北大医药,675,--  ,55877.44,         54.54亿,         58.17亿,-2.88,2341,50,0.0009,20150821,19970616,59598.73,0,0,430845.19
000789,万年青,1833,--  ,61334.98,         36.80亿,         36.80亿,-1.38,2626,58,0.0009,20150826,19970923,61336.44,0,0,885319.19
000790,华神集团,34277,--  ,42839.98,         43.57亿,         43.83亿,-8.94,2015,208,0.0049,20150808,19980327,43102.14,0,0,102485.46
000791,甘肃电投,175,--  ,11477.8,         10.62亿,         66.80亿,-5.88,2464,32,0.0028,20150820,19971014,72215.78,0,0,1336245.88
000792,盐湖股份,22,--  ,156637.67,        305.76亿,        310.47亿,6.63,2393,74,0.0005,20150826,19970904,159050.92,0,0,7364069
000793,华闻传媒,3169965,--  ,167404.48,        253.28亿,        310.35亿,-8.93,1211,440,0.0026,20150724,19970729,205122.88,0,0,1174517
000795,太原刚玉,0,--  ,27680,         33.19亿,         53.29亿,1.06,0,--  ,--  ,20150826,19970808,44448.67,0,0,130321.9
000796,易食股份,374,--  ,24652.3,         43.14亿,         43.14亿,-3.15,2685,33,0.0014,20150827,19970703,24654.19,0,0,134925.02
000797,中国武夷,325,--  ,33436.17,         51.32亿,         59.78亿,-8.22,2928,42,0.0012,20150822,19970715,38945.23,0,0,878797.88
000798,中水渔业,133,--  ,31944.91,         26.67亿,         26.67亿,-5.54,1891,35,0.0011,20150828,19980212,31945.5,0,0,122572.22
000799,*ST酒鬼,0,--  ,22420.16,         46.57亿,         67.49亿,1.06,0,--  ,--  ,20150818,19970718,32492.9,0,0,212467.13
000800,一汽轿车,3002,--  ,141175.41,        200.47亿,        231.10亿,-8.84,4088,99,0.0007,20150829,19970618,162750,0,0,1925667.25
000801,四川九洲,3183,--  ,45988.44,         85.68亿,         95.27亿,-8.94,3403,47,0.001,20150825,19980506,51140.32,0,0,422980.31
000802,北京文化,2010,--  ,37478.6,         64.54亿,         66.92亿,-8.92,2889,31,0.0008,20150816,19980108,38860.03,0,0,145674.45
000803,金宇车城,426,--  ,9769.28,         13.87亿,         18.14亿,1.77,1744,52,0.0053,20150823,19980303,12773.08,0,0,45659.71
000806,银河投资,0,--  ,59533.21,        160.14亿,        295.88亿,1.06,0,--  ,--  ,20150729,19980416,109991.17,0,0,255768.75
000807,云铝股份,2109,--  ,153908.25,         68.49亿,         84.49亿,-3.85,2726,73,0.0005,20150826,19980408,189861.17,0,0,2862427.25
000809,铁岭新城,25,--  ,54986.08,         34.53亿,         34.53亿,-1.27,2589,63,0.0012,20150828,19980616,54986.08,0,0,619869.5
000810,创维数字,25332,--  ,25933.14,         31.90亿,        122.82亿,-8.96,3325,52,0.002,20150821,19980602,99850.32,0,0,386136.69
000811,烟台冰轮,1010,--  ,39458.87,         38.99亿,         38.99亿,-2.27,2799,52,0.0013,20150820,19980528,39459.73,0,0,282546.84
