代码,名称,卖量,未匹配量,流通股本(万),流通市值,AB股总市值,强弱度%%,活跃度,每笔均量,每笔换手,财务更新,上市日期,总股本(万),B股(或A),H股,总资产(万)
600715,*ST松辽,25009,--  ,22425.59,         40.59亿,        149.25亿,-4.78,205,42,0.0019,20150823,19960701,82456.45,0,0,26207.52
600716,凤凰股份,2,--  ,74060.06,         44.07亿,         44.07亿,-7.12,1910,75,0.001,20150828,19960702,74060.06,0,0,803437.56
600717,天津港,2231,--  ,167476.91,        168.48亿,        168.48亿,0.3,2373,172,0.001,20150821,19960614,167476.91,0,0,3301109
600718,东软集团,247,--  ,122759.42,        174.69亿,        174.69亿,1.48,2637,133,0.0011,20150725,19960618,122759.42,0,0,964989.81
600719,大连热电,0,--  ,20229.98,         21.77亿,         21.77亿,0.2,1,0,0,20150829,19960716,20229.98,0,0,112623.3
600720,祁连山,170,--  ,77616.27,         55.26亿,         55.27亿,-0.08,2341,125,0.0016,20150821,19960716,77629.03,0,0,1104874.63
600721,百花村,0,--  ,24852.42,         41.58亿,         41.58亿,0.2,1,0,0,20150827,19960626,24852.42,0,0,397634.84
600722,*ST金化,486,--  ,42142,         17.24亿,         27.83亿,-3.79,1000,98,0.0023,20150818,19960626,68031.96,0,0,300559.47
600723,首商股份,841,--  ,65806.95,         47.78亿,         47.80亿,-2.22,1734,55,0.0008,20150822,19960716,65840.75,0,0,626439.19
600724,宁波富达,1,--  ,144494.27,        106.64亿,        106.66亿,-4.69,2074,72,0.0005,20150822,19960716,144524.09,0,0,1896301.25
600725,云维股份,57,--  ,61623.5,         29.64亿,         29.64亿,-4.92,1941,52,0.0008,20150820,19960702,61623.5,0,0,1220567.75
600726,华电能源,636,--  ,153467.52,        113.11亿,        144.94亿,-9.14,2834,175,0.0011,20150829,19960701,196667.52,43200,0,2349263.75
600727,鲁北化工,123,--  ,35092.66,         22.18亿,         22.18亿,-4.04,1655,59,0.0017,20150730,19960702,35098.66,0,0,134267.38
600728,佳都科技,77,--  ,39691.67,         65.01亿,         81.86亿,-8.29,2378,94,0.0024,20150829,19960716,49976.69,0,0,256062.27
600729,重庆百货,0,--  ,37231.14,        120.59亿,        131.67亿,0.2,1,0,0,20150823,19960702,40652.85,0,0,1130397
600730,中国高科,7725,--  ,29332.8,         59.28亿,         59.28亿,-9.81,2522,103,0.0035,20150829,19960726,29332.8,0,0,262262.38
600731,湖南海利,27,--  ,25565.31,         16.34亿,         20.92亿,-5.13,1237,53,0.0021,20150825,19960802,32731.41,0,0,167266.11
600732,*ST新梅,0,--  ,44638.3,         34.42亿,         34.42亿,0.2,1,0,0,20150825,19960816,44638.3,0,0,88485.82
600733,S前锋,7309,--  ,7560,         24.64亿,         64.39亿,-4.78,503,36,0.0048,20150825,19960816,19758.59,0,0,47128.15
600734,实达集团,0,--  ,35110.83,         34.44亿,         34.49亿,0.2,1,0,0,20150829,19960808,35155.83,0,0,159237.88
600735,新华锦,0,--  ,31349.61,         35.14亿,         42.15亿,0.2,1,0,0,20150829,19960726,37599.23,0,0,91422.24
600736,苏州高新,0,--  ,105788.15,         86.22亿,         97.33亿,0.2,1,0,0,20150812,19960815,119429.29,0,0,2359881.25
600737,中粮屯河,39386,--  ,132266.34,        200.38亿,        310.86亿,-9.78,2875,356,0.0027,20150828,19960731,205187.59,0,0,1463053.25
600738,兰州民百,82,--  ,26210.72,         16.88亿,         23.76亿,-3.82,1913,61,0.0023,20150724,19960802,36886.76,0,0,202431.88
600739,辽宁成大,0,--  ,136470.98,        216.03亿,        242.15亿,0.2,1,0,0,20150823,19960819,152970.98,0,0,2541900.25
600740,山西焦化,158,--  ,65683.27,         33.89亿,         39.51亿,-4.42,2144,92,0.0014,20150825,19960808,76570,0,0,990530.81
600741,华域汽车,110,--  ,258320.02,        379.99亿,        379.99亿,2.43,2609,180,0.0007,20150827,19960826,258320.02,0,0,6711998.5
600742,一汽富维,21,--  ,21152.33,         42.37亿,         42.37亿,-1.71,1949,46,0.0022,20150826,19960826,21152.33,0,0,658406.13
600743,华远地产,72,--  ,181766.09,        101.97亿,        101.97亿,0.2,2644,177,0.001,20150805,19960909,181766.09,0,0,2074400.25
600744,华银电力,1266,--  ,47438.44,         31.31亿,         46.97亿,-9.76,2692,144,0.003,20150827,19960905,71164.79,0,0,1486045.63
600745,中茵股份,0,--  ,32737.49,         77.65亿,        114.64亿,0.2,1,0,0,20150816,19960828,48332.03,0,0,675518.81
600746,江苏索普,50,--  ,30466.08,         23.31亿,         23.44亿,-4.53,1197,39,0.0013,20150826,19960918,30642.14,0,0,55027.81
600747,大连控股,779,--  ,106432.84,         48.53亿,         66.77亿,-9.86,2732,267,0.0025,20150829,19960916,146432.84,0,0,254803.7
600748,上实发展,79,--  ,108337.09,        111.91亿,        111.91亿,2.99,1889,100,0.0009,20150828,19960925,108337.09,0,0,2077687.75
600749,西藏旅游,1270,--  ,18913.78,         28.16亿,         28.16亿,-9.77,2540,64,0.0034,20150829,19961015,18913.78,0,0,130244.32
600750,江中药业,569,--  ,30000,        149.85亿,        149.85亿,3.13,2445,77,0.0026,20150801,19960923,30000,0,0,320690.5
600751,天海投资,100,--  ,38813.98,         25.11亿,        187.59亿,-6.3,1840,74,0.0019,20150819,19960909,289933.78,32614.86,0,1240393.38
600753,东方银星,5,--  ,12800,         21.58亿,         21.58亿,-8.71,829,20,0.0015,20150826,19960927,12800,0,0,22937.07
600754,锦江股份,0,--  ,44724.07,        127.06亿,        228.56亿,0.2,1,0,0,20150829,19961011,80451.77,15600,0,2674966.25
600755,厦门国贸,3702,--  ,166447,        119.68亿,        119.68亿,3.81,2490,204,0.0012,20150829,19961003,166447,0,0,4245693
600756,浪潮软件,10691,--  ,27874.73,         44.35亿,         44.35亿,-9.81,2558,96,0.0034,20150828,19960923,27874.73,0,0,183211.31
600757,长江传媒,0,--  ,121270.54,         99.93亿,        100.00亿,10.22,1642,248,0.002,20150827,19961003,121365.02,0,0,764181.44
600758,红阳能源,128,--  ,11505.03,          9.58亿,         17.30亿,-4.7,1268,31,0.0027,20150817,19961029,20768.17,0,0,70751.43
600759,洲际油气,1472,--  ,158082.94,        111.92亿,        160.26亿,-6.52,2612,183,0.0012,20150828,19961008,226350.75,0,0,1263401.75
600760,中航黑豹,7559,--  ,34494.51,         44.36亿,         44.36亿,-9.8,2807,102,0.003,20150829,19961011,34494.51,0,0,311513.25
600761,安徽合力,157,--  ,61681.73,         63.66亿,         63.66亿,4.24,1922,81,0.0013,20150825,19961009,61681.73,0,0,556818.06
600763,通策医疗,0,--  ,16032,        176.93亿,        176.93亿,0.2,1,0,0,20150724,19961030,16032,0,0,85641.63
600764,中电广通,3844,--  ,32972.69,         38.05亿,         38.05亿,-9.78,2155,70,0.0021,20150825,19961104,32972.69,0,0,145209.92
600765,中航重机,14012,--  ,77800.32,        127.05亿,        127.05亿,-9.77,2758,109,0.0014,20150819,19961106,77800.32,0,0,1354812
600766,园城黄金,113,--  ,22393.21,         25.15亿,         25.18亿,-2.06,1496,52,0.0023,20150827,19961028,22422.67,0,0,21676.13
600767,运盛医疗,0,--  ,34091.01,         46.43亿,         46.45亿,0.2,1,0,0,20150808,19961115,34101.01,0,0,59891.76
600768,宁波富邦,753,--  ,13374.71,         16.14亿,         16.14亿,-9.79,1408,59,0.0044,20150828,19961111,13374.71,0,0,70311.03
600769,祥龙电业,13,--  ,37497.71,         27.04亿,         27.04亿,-9.56,1730,63,0.0017,20150729,19961101,37497.71,0,0,10735.46
600770,综艺股份,773,--  ,110460,         92.01亿,        108.29亿,-9.74,2472,168,0.0015,20150825,19961120,130000,0,0,638052.31
600771,广誉远,1022,--  ,24380.83,         51.05亿,         58.17亿,-5.17,1515,47,0.0019,20150829,19961105,27780.83,0,0,51515.35
600773,西藏城投,25220,--  ,53963.89,         64.06亿,         86.56亿,-9.8,2524,84,0.0016,20150829,19961108,72921.36,0,0,1013442.81
600774,汉商集团,22,--  ,17442.9,         22.62亿,         22.64亿,-1.31,713,31,0.0018,20150827,19961108,17457.53,0,0,162010.22
600775,南京熊猫,325,--  ,63262.28,         70.03亿,         74.37亿,-9.21,2479,115,0.0018,20150829,19961118,91383.85,0,24200,510014.44
600776,东方通信,816,--  ,95600,         76.77亿,        100.86亿,-3.17,2592,200,0.0021,20150813,19961126,125600,30000,0,360959.34
600777,新潮实业,0,--  ,62530.53,         73.79亿,         73.80亿,0.2,1,0,0,20150819,19961121,62542.32,0,0,432840.56
600778,友好集团,0,--  ,31108.66,         49.80亿,         49.87亿,0.2,1,0,0,20150814,19961203,31149.13,0,0,707211.25
600779,*ST水井,431,--  ,29532.34,         21.85亿,         36.15亿,-4.56,1359,68,0.0023,20150816,19961206,48854.57,0,0,159314.75
600780,通宝能源,4343,--  ,114650.25,         80.94亿,         80.94亿,7.17,1611,82,0.0007,20150826,19961205,114650.25,0,0,883265.13
600781,辅仁药业,925,--  ,17759.28,         29.02亿,         29.02亿,-9.77,1826,61,0.0034,20150829,19961218,17759.28,0,0,113718.46
600782,新钢股份,426,--  ,139344.81,         67.86亿,         67.86亿,-9.44,2349,239,0.0017,20150829,19961225,139344.81,0,0,3027745
600783,鲁信创投,66,--  ,74435.92,        143.51亿,        143.51亿,2.05,2284,89,0.0012,20150829,19961225,74435.92,0,0,530810.06
600784,鲁银投资,1006,--  ,49661.37,         32.43亿,         37.10亿,-8.6,2182,118,0.0024,20150822,19961225,56817.78,0,0,574395.31
600785,新华百货,620,--  ,20743.13,         45.32亿,         49.30亿,-6.5,1581,26,0.0013,20150827,19970108,22563.13,0,0,394299.03
600787,中储股份,1315,--  ,168020.56,        164.16亿,        181.71亿,2.61,2663,206,0.0012,20150829,19970121,185982.84,0,0,1274475
600789,鲁抗医药,1916,--  ,58157.55,         49.96亿,         49.96亿,-9.75,2716,127,0.0022,20150829,19970226,58157.55,0,0,399202.72
600790,轻纺城,11,--  ,80440.9,         53.73亿,         69.94亿,-0.09,2537,177,0.0022,20150828,19970228,104699.35,0,0,728207.44
600791,京能置业,10,--  ,45231.37,         26.23亿,         26.27亿,-3.45,1577,72,0.0016,20150822,19970130,45288,0,0,504460.06
600792,云煤能源,200,--  ,95202.89,         43.13亿,         44.84亿,-5.22,1924,68,0.0007,20150811,19970123,98992.35,0,0,603792
600793,ST宜纸,0,--  ,10530,         21.04亿,         21.04亿,0.2,1,0,0,20150829,19970220,10530,0,0,359590.75
600794,保税科技,55,--  ,101321.4,         56.13亿,         66.01亿,-2.77,2338,78,0.0008,20150821,19970306,119157.4,0,0,275942.41
600795,国电电力,12293,--  ,1781553.5,        794.57亿,        876.41亿,1.57,2874,1807,0.001,20150825,19970318,1965039.75,0,0,25125796
600796,钱江生化,6341,--  ,30140.21,         23.87亿,         23.87亿,-9.8,2007,78,0.0026,20150827,19970408,30140.21,0,0,111668.86
600797,浙大网新,1993,--  ,82171.2,         77.41亿,         77.41亿,-9.82,2821,219,0.0027,20150829,19970418,82171.2,0,0,472881.59
600798,宁波海运,0,--  ,103085.09,         85.25亿,         85.25亿,0.2,1,0,0,20150829,19970423,103085.09,0,0,627312.31
600800,天津磁卡,26,--  ,61031.1,         37.23亿,         37.29亿,-8.2,2209,103,0.0017,20150827,19931206,61127.1,0,0,64866.57
600801,华新水泥,278,--  ,97277.13,         78.50亿,        120.85亿,7.52,2028,105,0.0011,20150823,19940103,149757.13,52480,0,2641298
600802,福建水泥,39,--  ,38187.37,         23.26亿,         23.26亿,-4.79,1928,88,0.0023,20150828,19940103,38187.37,0,0,529982.38
600803,新奥股份,30,--  ,53951.91,         63.56亿,        116.13亿,6.23,1472,59,0.0011,20150820,19940103,98578.5,0,0,1077252.5
600804,鹏博士,121,--  ,136111.77,        247.04亿,        254.18亿,0.2,2710,196,0.0014,20150901,19940103,140045.41,0,0,1641146
600805,悦达投资,24,--  ,84920.21,         87.21亿,         87.39亿,2.49,2094,115,0.0014,20150827,19940103,85089.45,0,0,1096387
600806,昆明机床,0,--  ,39018.62,         34.49亿,         34.49亿,0.2,1,0,0,20150828,19940103,53108.1,0,14089.48,291612.38
600807,天业股份,27946,--  ,49216.96,         49.12亿,         70.33亿,-9.81,2846,256,0.0052,20150829,19940103,70468.46,0,0,384065.22
600808,马钢股份,522,--  ,596775.13,        185.00亿,        185.00亿,-4.12,2552,204,0.0003,20150826,19940106,770068.13,0,173293,6831939
600809,山西汾酒,86,--  ,86584.82,        138.28亿,        138.28亿,2.97,1665,82,0.0009,20150818,19940106,86584.82,0,0,613094.88
600810,神马股份,2817,--  ,44228,         34.10亿,         34.10亿,-6.57,2622,151,0.0034,20150829,19940106,44228,0,0,849107.38
600811,东方集团,0,--  ,166680.53,        166.51亿,        166.51亿,0.2,1,0,0,20150829,19940106,166680.53,0,0,2210654
600812,华北制药,11,--  ,102857.75,         60.17亿,         95.40亿,-2.3,2338,83,0.0008,20150819,19940114,163080.45,0,0,1584281.63
600814,杭州解百,128,--  ,31038.3,         23.99亿,         55.27亿,-4.25,1642,51,0.0016,20150730,19940114,71502.67,0,0,435427.5
600815,厦工股份,3578,--  ,95897,         64.06亿,         64.06亿,-9.77,2367,155,0.0016,20150829,19940128,95897,0,0,1073074
600816,安信信托,75,--  ,45410.98,        173.65亿,        270.72亿,3.25,2403,63,0.0014,20150731,19940128,70795.59,0,0,632913.5
600817,ST宏盛,0,--  ,14791.49,         22.75亿,         24.75亿,0.2,1,0,0,20150829,19940128,16091,0,0,49891.59
600818,中路股份,1,--  ,23795.78,        113.43亿,        153.23亿,1.35,1532,23,0.001,20150818,19940128,32144.78,8349,0,78784.81
600819,耀皮玻璃,1,--  ,67247.27,         37.86亿,         52.64亿,-1.37,1861,64,0.0009,20150829,19940128,93491.6,18750,0,857230.81
600820,隧道股份,8241,--  ,314409.63,        293.97亿,        293.97亿,-5.83,2857,423,0.0013,20150829,19940128,314409.63,0,0,6017222
600821,津劝业,981,--  ,41626.82,         25.02亿,         25.02亿,-4.55,2064,86,0.0021,20150826,19940128,41626.82,0,0,191746.41
600822,上海物贸,10,--  ,39614.78,         33.79亿,         42.31亿,-7.08,2296,54,0.0014,20150829,19940204,49597.28,9982.5,0,878998.63
600823,世茂股份,63,--  ,175994.3,        181.45亿,        181.45亿,6.16,2228,108,0.0006,20150821,19940204,175994.3,0,0,6263683
600824,益民集团,9,--  ,105402.71,         67.77亿,         67.77亿,-3.1,2576,152,0.0014,20150825,19940204,105402.71,0,0,283127.69
600825,新华传媒,847,--  ,104488.78,         85.89亿,         85.89亿,-5.42,2378,114,0.0011,20150822,19940204,104488.78,0,0,478363
600826,兰生股份,8,--  ,42064.23,         92.37亿,         92.37亿,0.25,2169,56,0.0013,20150822,19940204,42064.23,0,0,515103.69
600827,百联股份,127,--  ,154277.75,        266.28亿,        297.30亿,4.87,2763,221,0.0014,20150829,19940204,172249.56,17971.82,0,4134583.25
600828,成商集团,0,--  ,56981.73,         43.76亿,         43.81亿,0.2,1,0,0,20150821,19940224,57043.96,0,0,234407.77
600829,人民同泰,21,--  ,57988.85,         56.95亿,         56.95亿,-1.69,1449,44,0.0008,20150816,19940224,57988.85,0,0,377551.06
600830,香溢融通,505,--  ,45432.26,         38.66亿,         38.66亿,-9.84,2477,136,0.003,20150829,19940224,45432.26,0,0,369363.34
600831,广电网络,23,--  ,56343.85,         61.81亿,         61.81亿,0.57,2096,85,0.0015,20150828,19940224,56343.85,0,0,526757.13
600833,第一医药,84,--  ,22308.63,         29.43亿,         29.43亿,-5.58,2055,37,0.0017,20150829,19940224,22308.63,0,0,124837.27
600834,申通地铁,87,--  ,47738.19,         58.81亿,         58.81亿,-3.32,2267,47,0.001,20150828,19940224,47738.19,0,0,285779.63
600835,上海机电,25,--  ,80650.42,        202.03亿,        256.20亿,0.93,2024,67,0.0008,20150828,19940224,102273.92,21623.5,0,3029065.5
600836,界龙实业,6,--  ,31356.33,         70.83亿,         74.86亿,4.55,2802,157,0.005,20150816,19940224,33137.64,0,0,391035.56
600837,海通证券,200,--  ,809213.13,        995.33亿,        995.33亿,-1.32,2866,1157,0.0014,20150828,19940224,1150170,0,340956.88,62974936
600838,上海九百,8588,--  ,40088.19,         51.67亿,         51.67亿,-9.78,2864,273,0.0068,20150828,19940224,40088.19,0,0,120006.3
600839,四川长虹,2239,--  ,460999.78,        265.54亿,        265.90亿,-9.8,2873,821,0.0018,20150818,19940311,461624.44,0,0,6303692.5
600841,上柴股份,10,--  ,52189.25,         51.35亿,         85.28亿,-0.1,1037,35,0.0007,20150820,19940311,86668.97,34479.73,0,539873.88
600843,上工申贝,39,--  ,30464.58,         32.90亿,         59.25亿,-5.88,2193,54,0.0018,20150829,19940311,54858.96,24394.38,0,302977.75
600844,丹化科技,136,--  ,58482.69,         34.33亿,         45.71亿,-3.25,1926,85,0.0015,20150822,19940311,77862.06,19379.35,0,325530.13
600845,宝信软件,2,--  ,23684.76,        103.05亿,        158.43亿,-7.61,727,13,0.0006,20150825,19940311,36413.16,11440,0,529349.13
600846,同济科技,497,--  ,62476.14,         42.55亿,         42.55亿,-7.02,2527,132,0.0021,20150808,19940311,62476.14,0,0,695374.75
600847,万里股份,0,--  ,13371.88,         44.25亿,         52.11亿,0.2,1,0,0,20150810,19940324,15748.33,0,0,86562.03
600848,自仪股份,17,--  ,29214.14,         36.23亿,         49.51亿,-7.67,1738,40,0.0014,20150828,19940324,39928.69,10714.54,0,180271.56
600850,华东电脑,4,--  ,32174.49,        109.55亿,        109.55亿,-4.87,1950,26,0.0008,20150818,19940324,32174.49,0,0,392367.94
600851,海欣股份,1031,--  ,73820.6,         63.78亿,        104.29亿,5.06,2305,163,0.0022,20150825,19940404,120705.67,46885.05,0,651005.5
600853,龙建股份,0,--  ,53680.76,         39.62亿,         39.62亿,0.2,1,0,0,20150826,19940404,53680.76,0,0,704113.19
600854,春兰股份,1171,--  ,51945.85,         30.08亿,         30.08亿,-9.75,2321,129,0.0025,20150826,19940425,51945.85,0,0,251569.05
600855,航天长峰,8883,--  ,33011.44,         64.83亿,         65.13亿,-9.79,2493,61,0.0019,20150825,19940425,33161.73,0,0,161173.23
600856,长百集团,0,--  ,23483.16,         52.16亿,        125.97亿,0.2,1,0,0,20150829,19940425,56716.55,0,0,263246.31
600857,宁波中百,20,--  ,22431.99,         24.34亿,         24.34亿,-5.04,1582,70,0.0031,20150825,19940425,22431.99,0,0,75432.06
600858,银座股份,19,--  ,51754.8,         42.96亿,         43.17亿,1.18,1564,44,0.0009,20150829,19940506,52006.66,0,0,1214280.38
600859,王府井,14,--  ,46276.8,         96.16亿,         96.16亿,3.84,1848,54,0.0012,20150829,19940506,46276.8,0,0,1371213.38
600860,京城股份,0,--  ,32200,         42.79亿,         42.79亿,0.2,1,0,0,20150812,19940506,42200,0,10000,242358.84
600861,北京城乡,3,--  ,31680.49,         33.14亿,         33.14亿,-7.72,1821,55,0.0017,20150822,19940520,31680.49,0,0,428193.19
600862,南通科技,154,--  ,63792.85,         75.72亿,         75.72亿,-9.67,2623,114,0.0018,20150810,19940520,63792.85,0,0,602539.5
600863,内蒙华电,1282,--  ,580774.5,        297.94亿,        297.94亿,0.6,2840,583,0.001,20150825,19940520,580774.5,0,0,3909920.75
600864,哈投股份,331,--  ,54637.82,         56.06亿,         56.06亿,1.79,1861,90,0.0016,20150821,19940809,54637.82,0,0,645003.38
600865,百大集团,84,--  ,37624.03,         33.67亿,         33.67亿,-2.41,1997,86,0.0023,20150805,19940809,37624.03,0,0,185980.72
600866,星湖科技,0,--  ,55039.35,         45.79亿,         53.70亿,0.2,1,0,0,20150825,19940818,64539.35,0,0,219276.59
600867,通化东宝,150,--  ,112706.04,        230.48亿,        231.72亿,-0.81,2270,134,0.0012,20150721,19940824,113311.04,0,0,312088.66
600868,梅雁吉祥,22684,--  ,189814.88,        108.95亿,        108.95亿,-9.83,2875,1289,0.0068,20150825,19940912,189814.88,0,0,272392.16
600869,智慧能源,7,--  ,99004.34,        128.21亿,        128.21亿,3.64,2650,95,0.001,20150829,19950206,99004.34,0,0,1175138.75
600870,*ST厦华,0,--  ,37081.87,         27.66亿,         39.03亿,0.2,1,0,0,20150829,19950228,52319.96,0,0,3384.37
600871,石化油服,586,--  ,45000,         27.54亿,        737.01亿,-7.9,2751,156,0.0035,20150826,19950411,1414266.13,0,210000,7381278.5
600872,中炬高新,0,--  ,79663.71,        172.23亿,        172.23亿,0.2,1,0,0,20150825,19950124,79663.71,0,0,436290.16
600873,梅花生物,3064431,--  ,310822.66,        289.38亿,        289.38亿,-9.76,1173,27,0.0001,20150812,19950217,310822.66,0,0,1931751.38
600874,创业环保,1175,--  ,108722.84,         93.61亿,         93.61亿,7.69,2265,94,0.0009,20150828,19950630,142722.84,0,34000,1046973.19
600875,东方电气,60,--  ,199690.03,        261.59亿,        261.59亿,1.21,2600,226,0.0011,20150829,19951010,233690.03,0,34000,8287382.5
600876,洛阳玻璃,3139,--  ,25001.82,         61.68亿,         61.68亿,-9.79,2748,104,0.0042,20150828,19951031,50001.82,0,25000,119025.77
600877,中国嘉陵,9004,--  ,68728.2,         48.59亿,         48.59亿,-9.73,2792,166,0.0024,20150825,19951013,68728.2,0,0,211408.77
600879,航天电子,0,--  ,103953.7,        254.69亿,        254.69亿,0.2,1,0,0,20150828,19951115,103953.7,0,0,1104207.5
600880,博瑞传播,447,--  ,73208.15,         61.28亿,         91.51亿,-1.44,2572,190,0.0026,20150811,19951115,109333.21,0,0,482309.31
600881,亚泰集团,106,--  ,189473.2,        122.21亿,        167.70亿,-4.94,2689,251,0.0013,20150829,19951115,259994.56,0,0,5495108
600882,华联矿业,0,--  ,39923.8,         53.58亿,         53.58亿,0.2,1,0,0,20150818,19951206,39923.8,0,0,163159.3
600883,博闻科技,21,--  ,23608.8,         22.88亿,         22.88亿,-8.21,1429,49,0.0021,20150826,19951208,23608.8,0,0,75778.21
600884,杉杉股份,55,--  ,41085.82,         82.34亿,         82.34亿,-0.05,2343,74,0.0018,20150807,19960130,41085.82,0,0,962232.13
600885,宏发股份,22,--  ,29274.58,         76.44亿,        138.90亿,-6.25,1219,20,0.0007,20150731,19960205,53197.25,0,0,514895.69
600886,国投电力,0,--  ,678602.31,       1009.08亿,       1009.08亿,0.2,1,0,0,20150828,19960118,678602.31,0,0,17498404
600887,伊利股份,157,--  ,601564.75,        962.50亿,        980.60亿,-0.97,2849,594,0.001,20150829,19960312,612874.19,0,0,3921732.75
600888,新疆众和,260,--  ,64122.58,         41.87亿,         41.87亿,-3.63,2240,91,0.0014,20150820,19960215,64122.58,0,0,925669.19
600889,南京化纤,5472,--  ,30706.92,         28.07亿,         28.07亿,-9.75,2271,69,0.0022,20150820,19960308,30706.92,0,0,294014.75
600890,中房股份,635,--  ,57919.48,         38.92亿,         38.92亿,-9.59,1424,64,0.0011,20150829,19960318,57919.48,0,0,39074.1
600891,秋林集团,13533,--  ,32389.78,         31.77亿,         31.93亿,-9.8,2229,97,0.003,20150825,19960325,32552.89,0,0,120408.36
600892,宝诚股份,22,--  ,6282.31,         22.59亿,         22.70亿,-6.08,705,12,0.0019,20150725,19960315,6312.5,0,0,12537.69
600893,中航动力,70,--  ,136514.38,        565.03亿,        806.57亿,-4.78,2844,182,0.0013,20150825,19960408,194871.88,0,0,4726081
600894,广日股份,149,--  ,85994.68,        119.70亿,        119.70亿,2.93,1779,82,0.001,20150820,19960328,85994.68,0,0,741575
600895,张江高科,158,--  ,154868.95,        293.32亿,        293.32亿,1.98,2769,157,0.001,20150822,19960422,154868.95,0,0,1781007.75
600896,中海海盛,11,--  ,58131.57,         67.20亿,         67.20亿,-4.26,2469,90,0.0015,20150829,19960503,58131.57,0,0,614975.19
600897,厦门空港,10,--  ,29781,         59.12亿,         59.12亿,-6.52,1966,70,0.0023,20150821,19960531,29781,0,0,374015.44
600898,三联商社,657,--  ,25252.38,         30.28亿,         30.28亿,-9.71,2350,81,0.0032,20150808,19960418,25252.38,0,0,68907.18
600900,长江电力,0,--  ,974594.13,       1398.54亿,       2367.75亿,0.2,1,0,0,20150829,20031118,1650000,0,0,14472770
600917,重庆燃气,12,--  ,15600,         17.11亿,        170.69亿,6.19,1864,89,0.0057,20150828,20140930,155600,0,0,753395.56
600958,东方证券,252,--  ,100000,        153.90亿,        812.86亿,-4.91,2709,122,0.0012,20150829,20150323,528174.31,0,0,19184078
600959,江苏有线,346,--  ,59700,         92.42亿,        462.56亿,-5.52,2807,119,0.002,20150829,20150428,298810,0,0,1815432
600960,渤海活塞,37,--  ,51281.23,         40.05亿,         40.98亿,-6.6,1748,75,0.0015,20150823,20040407,52471.94,0,0,299863.72
600961,株冶集团,30,--  ,52745.78,         45.41亿,         45.41亿,-8.1,2164,75,0.0014,20150821,20040830,52745.78,0,0,644523.69
600962,*ST中鲁,7266,--  ,25402,         29.90亿,         30.86亿,-4.8,560,71,0.0028,20150818,20040622,26221,0,0,184411.36
600963,岳阳林纸,5,--  ,84315.9,         52.87亿,         65.41亿,-6.35,2742,204,0.0024,20150729,20040525,104315.9,0,0,1711313.25
600965,福成五丰,109,--  ,38005.46,         33.48亿,         72.13亿,-5.97,1711,46,0.0012,20150820,20040713,81870.09,0,0,127699.32
600966,博汇纸业,509,--  ,133684.42,         44.12亿,         44.12亿,-1.87,2536,163,0.0012,20150825,20040608,133684.42,0,0,1272755.13
600967,北方创业,0,--  ,77302.79,        132.34亿,        140.87亿,0.2,1,0,0,20150728,20040518,82282.79,0,0,329275.38
600969,郴电国际,22,--  ,21026.76,         27.92亿,         35.10亿,-3.14,1181,34,0.0016,20150828,20040408,26432.17,0,0,776448.06
600970,中材国际,21571,--  ,109329.72,        127.59亿,        127.59亿,-9.82,2685,157,0.0014,20150822,20050412,109329.72,0,0,2623980.75
600971,恒源煤电,35,--  ,100000.4,         53.70亿,         53.70亿,-4.41,1344,62,0.0006,20150828,20040817,100000.4,0,0,1297916.75
600973,宝胜股份,514,--  ,41373.64,         38.39亿,         38.45亿,-7.37,2056,59,0.0014,20150825,20040802,41437.08,0,0,948318.13
600975,新五丰,172,--  ,23436,         18.87亿,         26.27亿,-7.16,1982,48,0.0021,20150829,20040609,32633.77,0,0,163040.47
600976,健民集团,37,--  ,15322.9,         34.51亿,         34.55亿,0.78,1341,30,0.0019,20150820,20040419,15339.86,0,0,156887.2
600978,宜华木业,0,--  ,148287,        331.12亿,        331.12亿,0.2,1,0,0,20150822,20040824,148287,0,0,1148964
600979,广安爱众,0,--  ,71789.21,         66.05亿,         66.05亿,0.2,1,0,0,20150807,20040906,71789.21,0,0,638732.81
600980,北矿磁材,508,--  ,13000,         19.57亿,         19.57亿,-9.78,1681,38,0.003,20150816,20040512,13000,0,0,32313.14
600981,汇鸿集团,85,--  ,51610.64,         34.01亿,         34.01亿,-8.52,2006,68,0.0013,20150826,20040630,51610.64,0,0,523929.59
600982,宁波热电,239,--  ,67613,         36.65亿,         40.48亿,-3.7,2209,96,0.0014,20150818,20040706,74693,0,0,313786.47
600983,惠而浦,0,--  ,53280,         79.28亿,        114.05亿,0.2,1,0,0,20150829,20040727,76643.89,0,0,761807.88
600984,*ST建机,829,--  ,14155.59,          9.92亿,         16.93亿,-4.81,525,54,0.0038,20150829,20040707,24155.59,0,0,101764.43
600985,雷鸣科化,7,--  ,19440,         17.83亿,         24.10亿,-3.98,1300,29,0.0015,20150828,20040428,26285.47,0,0,153821.77
600986,科达股份,9,--  ,33526.96,         43.72亿,         43.72亿,-9.18,2044,50,0.0015,20150826,20040426,33526.96,0,0,520941.19
600987,航民股份,61,--  ,63531,         60.55亿,         60.55亿,-4.02,1497,73,0.0011,20150821,20040809,63531,0,0,377246
600988,赤峰黄金,0,--  ,28100.63,         32.51亿,         82.52亿,0.2,1,0,0,20150831,20040414,71319.07,0,0,304534.88
