,date,price,change,vol,amount,bid
1647,10:48:07,4.42,,444,196248,ÂôÅÌ
1648,10:48:02,4.42,0.01,480,212584,ÖÐÐÔÅÌ
1649,10:47:57,4.41,-0.01,915,403532,ÂôÅÌ
1650,10:47:52,4.42,,932,411944,ÂòÅÌ
1651,10:47:47,4.42,,460,203744,ÂòÅÌ
1652,10:47:42,4.42,,774,342143,ÂòÅÌ
1653,10:47:37,4.42,,1058,468024,ÂôÅÌ
1654,10:47:32,4.42,,501,221495,ÂôÅÌ
1655,10:47:27,4.42,,444,196672,ÂôÅÌ
1656,10:47:22,4.42,,1069,472904,ÂôÅÌ
1657,10:47:17,4.42,,136,60536,ÂôÅÌ
1658,10:47:12,4.42,,2008,887536,ÂòÅÌ
1659,10:47:07,4.42,,1598,706351,ÂòÅÌ
1660,10:47:02,4.42,0.01,6711,2966279,ÂòÅÌ
1661,10:46:57,4.41,-0.01,609,268974,ÂôÅÌ
1662,10:46:52,4.42,,248,110040,ÂòÅÌ
1663,10:46:47,4.42,0.01,412,182174,ÂòÅÌ
1664,10:46:42,4.41,,550,242938,ÂôÅÌ
1665,10:46:37,4.41,,311,137168,ÂôÅÌ
1666,10:46:32,4.41,-0.01,434,191429,ÂôÅÌ
1667,10:46:27,4.42,,1240,548080,ÂòÅÌ
1668,10:46:22,4.42,,944,417248,ÂòÅÌ
1669,10:46:17,4.42,,1441,637328,ÂòÅÌ
1670,10:46:12,4.42,,2772,1225224,ÂòÅÌ
1671,10:46:07,4.42,,476,210816,ÂòÅÌ
1672,10:46:02,4.42,0.01,1931,853519,ÂòÅÌ
1673,10:45:57,4.41,-0.01,468,206388,ÂôÅÌ
1674,10:45:52,4.42,0.01,272,120648,ÂòÅÌ
1675,10:45:47,4.41,,868,382788,ÂôÅÌ
1676,10:45:42,4.41,,865,381517,ÂôÅÌ
1677,10:45:36,4.41,,992,437472,ÂôÅÌ
1678,10:45:31,4.41,-0.01,411,181621,ÂôÅÌ
1679,10:45:26,4.42,0.01,416,183872,ÂòÅÌ
1680,10:45:21,4.41,,676,298186,ÂôÅÌ
1681,10:45:16,4.41,,1029,454194,ÂôÅÌ
1682,10:45:11,4.41,,996,439659,ÂôÅÌ
1683,10:45:06,4.41,,651,287108,ÂôÅÌ
1684,10:45:01,4.41,,564,249147,ÂôÅÌ
1685,10:44:56,4.41,,1055,465272,ÂôÅÌ
1686,10:44:51,4.41,-0.01,1600,705600,ÂôÅÌ
1687,10:44:46,4.42,0.01,520,229840,ÂòÅÌ
1688,10:44:41,4.41,-0.01,375,165392,ÂôÅÌ
1689,10:44:36,4.42,,633,280192,ÂòÅÌ
1690,10:44:31,4.42,,272,120648,ÂòÅÌ
1691,10:44:26,4.42,0.01,586,259047,ÂòÅÌ
1692,10:44:21,4.41,-0.01,1138,501893,ÂôÅÌ
1693,10:44:16,4.42,0.01,288,127720,ÂòÅÌ
1694,10:44:11,4.41,,945,417150,ÂôÅÌ
1695,10:44:06,4.41,,1262,556577,ÂôÅÌ
1696,10:44:01,4.41,-0.01,1040,459063,ÂôÅÌ
1697,10:43:56,4.42,0.01,456,201976,ÂòÅÌ
1698,10:43:51,4.41,,747,329444,ÂôÅÌ
1699,10:43:46,4.41,-0.01,898,396053,ÂôÅÌ
1700,10:43:41,4.42,,822,363712,ÂòÅÌ
1701,10:43:36,4.42,,426,188327,ÂòÅÌ
1702,10:43:31,4.42,,1696,749632,ÂòÅÌ
1703,10:43:26,4.42,,6866,3035160,ÂòÅÌ
1704,10:43:16,4.42,,891,393839,ÂòÅÌ
1705,10:43:11,4.42,,425,187903,ÂòÅÌ
1706,10:42:56,4.42,-0.01,2652,1172608,ÂôÅÌ
1707,10:42:56,4.43,0.01,2227,986578,ÂòÅÌ
1708,10:42:51,4.42,,1384,612152,ÂôÅÌ
1709,10:42:46,4.42,,441,195328,ÂôÅÌ
1710,10:42:41,4.42,-0.01,315,139247,ÂôÅÌ
1711,10:42:36,4.43,,1200,532025,ÂòÅÌ
1712,10:42:31,4.43,0.01,178,78889,ÂòÅÌ
1713,10:42:26,4.42,,333,147592,ÂôÅÌ
1714,10:42:21,4.42,,847,374391,ÂôÅÌ
1715,10:42:16,4.42,-0.01,979,432735,ÂôÅÌ
1716,10:42:11,4.43,,553,245386,ÂòÅÌ
1717,10:42:06,4.43,0.01,647,286638,ÂòÅÌ
1718,10:42:01,4.42,,526,232527,ÂôÅÌ
1719,10:41:56,4.42,,492,217888,ÂôÅÌ
1720,10:41:51,4.42,,1696,749632,ÂòÅÌ
1721,10:41:46,4.42,,2622,1159312,ÂôÅÌ
1722,10:41:41,4.42,,667,294831,ÂòÅÌ
1723,10:41:36,4.42,,1289,569791,ÂòÅÌ
1724,10:41:31,4.42,,1929,853024,ÂòÅÌ
1725,10:41:21,4.42,,996,440656,ÂòÅÌ
1726,10:41:21,4.42,0.01,1324,585208,ÂòÅÌ
1727,10:41:16,4.41,-0.01,1218,537173,ÂôÅÌ
1728,10:41:11,4.42,,1104,488392,ÂòÅÌ
1729,10:41:06,4.42,0.01,2948,1303228,ÂòÅÌ
1730,10:40:56,4.41,-0.01,1072,472752,ÂôÅÌ
1731,10:40:56,4.42,,3379,1493535,ÂòÅÌ
1732,10:40:51,4.42,,1383,611303,ÂòÅÌ
1733,10:40:41,4.42,,1484,656352,ÂòÅÌ
1734,10:40:41,4.42,,2612,1154504,ÂòÅÌ
1735,10:40:36,4.42,0.01,463,204663,ÂòÅÌ
1736,10:40:31,4.41,-0.01,1332,587835,ÂôÅÌ
1737,10:40:21,4.42,,3051,1348559,ÂòÅÌ
1738,10:40:21,4.42,0.01,1512,668304,ÂòÅÌ
1739,10:40:16,4.41,,2564,1130724,ÂôÅÌ
1740,10:40:11,4.41,,948,418068,ÂôÅÌ
1741,10:40:06,4.41,,615,271444,ÂòÅÌ
1742,10:40:01,4.41,0.01,6773,2987298,ÂòÅÌ
1743,10:39:51,4.4,-0.01,3388,1490720,ÂôÅÌ
1744,10:39:51,4.41,0.01,1619,713996,ÂòÅÌ
1745,10:39:46,4.4,,5595,2461817,ÂôÅÌ
1746,10:39:41,4.4,,2733,1202924,ÂôÅÌ
1747,10:39:36,4.4,-0.01,2190,963635,ÂôÅÌ
1748,10:39:31,4.41,0.01,2060,908883,ÂòÅÌ
1749,10:39:26,4.4,-0.01,3373,1484524,ÂôÅÌ
1750,10:39:21,4.41,0.01,2725,1201777,ÂòÅÌ
1751,10:39:11,4.4,,7094,3121747,ÂôÅÌ
1752,10:39:11,4.4,,7124,3134560,ÂôÅÌ
1753,10:39:06,4.4,-0.01,1707,751097,ÂôÅÌ
1754,10:39:01,4.41,,4470,1971305,ÂòÅÌ
1755,10:38:56,4.41,0.01,2420,1067643,ÂòÅÌ
1756,10:38:46,4.4,-0.01,1913,842124,ÂôÅÌ
1757,10:38:46,4.41,0.01,8819,3889196,ÂòÅÌ
1758,10:38:41,4.4,-0.01,748,329542,ÂôÅÌ
1759,10:38:36,4.41,,1830,807065,ÂòÅÌ
1760,10:38:26,4.41,,1036,456876,ÂòÅÌ
1761,10:38:26,4.41,,5140,2267163,ÂôÅÌ
1762,10:38:21,4.41,,2132,940635,ÂôÅÌ
1763,10:38:16,4.41,,8597,3791329,ÂôÅÌ
1764,10:38:11,4.41,,11765,5188770,ÂôÅÌ
1765,10:38:05,4.41,,2228,982971,ÂôÅÌ
1766,10:38:00,4.41,-0.01,358,157913,ÂôÅÌ
1767,10:37:55,4.42,,248,110040,ÂòÅÌ
1768,10:37:45,4.42,,1088,480896,ÂòÅÌ
1769,10:37:45,4.42,,17616,7786272,ÂôÅÌ
1770,10:37:40,4.42,,7388,3265496,ÂôÅÌ
1771,10:37:35,4.42,,9518,4206991,ÂôÅÌ
1772,10:37:25,4.42,,10694,4727136,ÂôÅÌ
1773,10:37:25,4.42,,1539,680255,ÂôÅÌ
1774,10:37:20,4.42,,1808,799136,ÂôÅÌ
1775,10:37:15,4.42,,3228,1426776,ÂôÅÌ
1776,10:37:10,4.42,,1486,656847,ÂôÅÌ
1777,10:37:05,4.42,,2024,895032,ÂôÅÌ
1778,10:37:00,4.42,,776,343416,ÂôÅÌ
1779,10:36:55,4.42,,1328,586976,ÂôÅÌ
1780,10:36:45,4.42,-0.01,111,49079,ÂôÅÌ
1781,10:36:40,4.43,0.01,775,343342,ÂòÅÌ
1782,10:36:30,4.42,-0.02,11097,4904997,ÂôÅÌ
1783,10:36:25,4.44,0.01,4218,1872827,ÂòÅÌ
1784,10:36:15,4.43,,2112,935615,ÂôÅÌ
1785,10:36:10,4.43,,5202,2304875,ÂôÅÌ
1786,10:36:00,4.43,,951,421310,ÂôÅÌ
1787,10:35:55,4.43,,2167,959998,ÂôÅÌ
1788,10:35:45,4.43,,1139,504594,ÂôÅÌ
1789,10:35:40,4.43,,565,250702,ÂôÅÌ
1790,10:35:35,4.43,-0.01,1302,576821,ÂôÅÌ
1791,10:35:30,4.44,0.01,808,358752,ÂòÅÌ
1792,10:35:25,4.43,-0.01,792,350856,ÂôÅÌ
1793,10:35:20,4.44,0.01,794,352926,ÂòÅÌ
1794,10:35:15,4.43,,1429,633312,ÂôÅÌ
1795,10:35:10,4.43,,452,200661,ÂôÅÌ
1796,10:35:00,4.43,,784,347312,ÂôÅÌ
1797,10:35:00,4.43,,9619,4261305,ÂôÅÌ
1798,10:34:55,4.43,,1708,757069,ÂôÅÌ
1799,10:34:50,4.43,-0.01,4536,2009447,ÂôÅÌ
1800,10:34:45,4.44,0.01,613,272580,ÂòÅÌ
1801,10:34:40,4.43,-0.01,1116,494387,ÂôÅÌ
1802,10:34:35,4.44,,580,257520,ÂòÅÌ
1803,10:34:30,4.44,,815,361877,ÂòÅÌ
1804,10:34:25,4.44,0.01,138,61307,ÂòÅÌ
1805,10:34:20,4.43,-0.01,861,381830,ÂôÅÌ
1806,10:34:10,4.44,,170,75515,ÂòÅÌ
1807,10:34:10,4.44,,785,348948,ÂòÅÌ
1808,10:34:05,4.44,0.01,496,220224,ÂòÅÌ
1809,10:34:00,4.43,,335,148422,ÂôÅÌ
1810,10:33:55,4.43,,896,397353,ÂôÅÌ
1811,10:33:45,4.43,,608,269344,ÂôÅÌ
1812,10:33:45,4.43,-0.01,1506,667193,ÂôÅÌ
1813,10:33:40,4.44,0.01,3112,1382154,ÂòÅÌ
1814,10:33:30,4.43,-0.01,2076,920093,ÂôÅÌ
1815,10:33:30,4.44,,2430,1078955,ÂòÅÌ
1816,10:33:25,4.44,0.01,677,300641,ÂòÅÌ
1817,10:33:20,4.43,,746,330867,ÂôÅÌ
1818,10:33:15,4.43,-0.01,4364,1933251,ÂôÅÌ
1819,10:33:10,4.44,0.01,448,198912,ÂòÅÌ
1820,10:33:05,4.43,-0.01,225,99728,ÂôÅÌ
1821,10:33:00,4.44,0.01,1217,540756,ÂòÅÌ
1822,10:32:55,4.43,-0.01,636,282173,ÂôÅÌ
1823,10:32:50,4.44,,343,152309,ÂòÅÌ
1824,10:32:45,4.44,,1327,589205,ÂòÅÌ
1825,10:32:40,4.44,,872,387594,ÂòÅÌ
1826,10:32:35,4.44,,823,365429,ÂòÅÌ
1827,10:32:30,4.44,0.01,799,354773,ÂòÅÌ
1828,10:32:25,4.43,-0.01,82,36715,ÂôÅÌ
1829,10:32:20,4.44,,748,332112,ÂòÅÌ
1830,10:32:15,4.44,,1005,446273,ÂòÅÌ
1831,10:32:10,4.44,,204,90576,ÂòÅÌ
1832,10:32:05,4.44,,360,159840,ÂòÅÌ
1833,10:32:00,4.44,,85,38148,ÂòÅÌ
1834,10:31:50,4.44,,460,204666,ÂòÅÌ
1835,10:31:50,4.44,,257,114161,ÂòÅÌ
1836,10:31:45,4.44,,296,131850,ÂòÅÌ
1837,10:31:35,4.44,-0.01,2664,1183242,ÂôÅÌ
1838,10:31:35,4.45,0.01,1327,590532,ÂòÅÌ
1839,10:31:30,4.44,,1075,477317,ÂôÅÌ
1840,10:31:20,4.44,-0.01,2005,890628,ÂôÅÌ
1841,10:31:20,4.45,,419,186472,ÂòÅÌ
1842,10:31:15,4.45,,1057,470774,ÂòÅÌ
1843,10:31:10,4.45,0.01,732,325740,ÂòÅÌ
1844,10:31:05,4.44,,500,222000,ÂôÅÌ
1845,10:31:00,4.44,,521,231377,ÂôÅÌ
1846,10:30:55,4.44,,1730,768510,ÂôÅÌ
1847,10:30:50,4.44,-0.01,190,84395,ÂôÅÌ
1848,10:30:44,4.45,,305,136134,ÂòÅÌ
1849,10:30:39,4.45,,1738,773445,ÂòÅÌ
1850,10:30:34,4.45,0.01,400,178427,ÂòÅÌ
1851,10:30:29,4.44,,454,201611,ÂôÅÌ
1852,10:30:24,4.44,,316,140730,ÂôÅÌ
1853,10:30:19,4.44,-0.01,2708,1202352,ÂôÅÌ
1854,10:30:14,4.45,,781,347954,ÂòÅÌ
1855,10:30:09,4.45,,1094,486865,ÂòÅÌ
1856,10:30:04,4.45,,1240,551800,ÂòÅÌ
1857,10:29:59,4.45,,168,74760,ÂòÅÌ
1858,10:29:54,4.45,0.01,181,80954,ÂòÅÌ
1859,10:29:49,4.44,-0.01,752,333888,ÂôÅÌ
1860,10:29:44,4.45,,171,76112,ÂòÅÌ
1861,10:29:39,4.45,0.01,95,42292,ÂòÅÌ
1862,10:29:34,4.44,-0.01,192,85674,ÂôÅÌ
1863,10:29:29,4.45,0.01,430,191385,ÂòÅÌ
1864,10:29:19,4.44,,233,103860,ÂôÅÌ
1865,10:29:19,4.44,-0.01,984,437322,ÂôÅÌ
1866,10:29:14,4.45,0.01,555,246992,ÂòÅÌ
1867,10:29:04,4.44,-0.01,1202,533723,ÂôÅÌ
1868,10:28:54,4.45,0.01,368,163760,ÂòÅÌ
1869,10:28:49,4.44,,312,138528,ÂôÅÌ
1870,10:28:44,4.44,,381,169572,ÂôÅÌ
1871,10:28:39,4.44,,368,163818,ÂôÅÌ
1872,10:28:34,4.44,,3130,1389755,ÂòÅÌ
1873,10:28:24,4.44,,609,270804,ÂòÅÌ
1874,10:28:19,4.44,0.01,495,219797,ÂòÅÌ
1875,10:28:14,4.43,-0.01,468,207749,ÂôÅÌ
1876,10:28:09,4.44,,408,181152,ÂòÅÌ
1877,10:27:59,4.44,0.01,1208,536352,ÂòÅÌ
1878,10:27:59,4.43,,1403,621546,ÂôÅÌ
1879,10:27:54,4.43,,762,337601,ÂôÅÌ
1880,10:27:49,4.43,,2881,1276690,ÂôÅÌ
1881,10:27:44,4.43,,728,322929,ÂôÅÌ
1882,10:27:39,4.43,,954,422657,ÂôÅÌ
1883,10:27:34,4.43,-0.01,644,285717,ÂôÅÌ
1884,10:27:29,4.44,,1046,464672,ÂòÅÌ
1885,10:27:24,4.44,0.01,4844,2150736,ÂòÅÌ
1886,10:27:19,4.43,,2070,917399,ÂôÅÌ
1887,10:27:14,4.43,,459,203354,ÂôÅÌ
1888,10:27:09,4.43,,238,105469,ÂôÅÌ
1889,10:27:04,4.43,-0.01,2311,1023790,ÂôÅÌ
1890,10:26:59,4.44,,665,295668,ÂòÅÌ
1891,10:26:54,4.44,,1572,697968,ÂòÅÌ
1892,10:26:49,4.44,,718,318827,ÂòÅÌ
1893,10:26:44,4.44,0.01,537,238836,ÂòÅÌ
1894,10:26:39,4.43,,1035,458522,ÂôÅÌ
1895,10:26:34,4.43,,319,141334,ÂôÅÌ
1896,10:26:29,4.43,,835,369922,ÂôÅÌ
1897,10:26:24,4.43,-0.01,1204,533797,ÂôÅÌ
1898,10:26:19,4.44,0.01,1628,722832,ÂòÅÌ
1899,10:26:14,4.43,-0.01,324,143532,ÂôÅÌ
1900,10:26:09,4.44,,1241,551412,ÂòÅÌ
1901,10:26:04,4.44,,279,123893,ÂòÅÌ
1902,10:25:59,4.44,,928,412458,ÂòÅÌ
1903,10:25:54,4.44,,105,46673,ÂòÅÌ
1904,10:25:49,4.44,,604,268602,ÂòÅÌ
1905,10:25:44,4.44,,1203,534149,ÂôÅÌ
1906,10:25:34,4.44,,1156,513264,ÂôÅÌ
1907,10:25:29,4.44,,1284,570522,ÂôÅÌ
1908,10:25:29,4.44,,5328,2365632,ÂôÅÌ
1909,10:25:24,4.44,,476,211344,ÂôÅÌ
1910,10:25:19,4.44,,808,359178,ÂôÅÌ
1911,10:25:14,4.44,,664,294816,ÂôÅÌ
1912,10:25:09,4.44,-0.01,863,383189,ÂôÅÌ
1913,10:25:04,4.45,,7936,3531947,ÂòÅÌ
1914,10:24:59,4.45,0.01,992,441440,ÂòÅÌ
1915,10:24:54,4.44,,227,100805,ÂôÅÌ
1916,10:24:49,4.44,,876,388944,ÂôÅÌ
1917,10:24:44,4.44,,633,281460,ÂôÅÌ
1918,10:24:39,4.44,-0.01,956,424464,ÂôÅÌ
1919,10:24:34,4.45,0.01,863,384052,ÂòÅÌ
1920,10:24:29,4.44,,396,175824,ÂôÅÌ
1921,10:24:24,4.44,-0.01,624,277056,ÂôÅÌ
1922,10:24:19,4.45,0.01,282,125525,ÂòÅÌ
1923,10:24:14,4.44,-0.01,370,164670,ÂôÅÌ
1924,10:24:09,4.45,,307,136632,ÂòÅÌ
1925,10:24:04,4.45,,322,143325,ÂòÅÌ
1926,10:23:59,4.45,,1112,495267,ÂòÅÌ
1927,10:23:54,4.45,,225,100534,ÂòÅÌ
1928,10:23:49,4.45,,6240,2776800,ÂôÅÌ
1929,10:23:44,4.45,,3896,1734147,ÂôÅÌ
1930,10:23:39,4.45,,302,134425,ÂôÅÌ
1931,10:23:34,4.45,,400,178427,ÂôÅÌ
1932,10:23:29,4.45,,1232,548667,ÂôÅÌ
1933,10:23:24,4.45,-0.01,1620,720900,ÂôÅÌ
1934,10:23:19,4.46,,285,127163,ÂòÅÌ
1935,10:23:13,4.46,,452,201592,ÂòÅÌ
1936,10:23:08,4.46,0.01,861,384416,ÂòÅÌ
1937,10:23:03,4.45,,1152,512640,ÂôÅÌ
1938,10:22:58,4.45,-0.01,704,313280,ÂôÅÌ
1939,10:22:53,4.46,0.01,850,379135,ÂòÅÌ
1940,10:22:48,4.45,,347,154432,ÂôÅÌ
1941,10:22:43,4.45,,277,123674,ÂôÅÌ
1942,10:22:38,4.45,-0.01,357,159274,ÂôÅÌ
1943,10:22:28,4.46,,298,132943,ÂòÅÌ
1944,10:22:28,4.46,0.01,387,172619,ÂòÅÌ
1945,10:22:23,4.45,,1259,560272,ÂôÅÌ
1946,10:22:18,4.45,,388,173087,ÂôÅÌ
1947,10:22:13,4.45,,1164,517980,ÂôÅÌ
1948,10:22:08,4.45,,564,250980,ÂôÅÌ
1949,10:22:03,4.45,,611,272126,ÂôÅÌ
1950,10:21:58,4.45,-0.01,272,121467,ÂôÅÌ
1951,10:21:48,4.46,,157,70432,ÂòÅÌ
1952,10:21:48,4.46,0.01,387,172619,ÂòÅÌ
1953,10:21:43,4.45,,251,111712,ÂôÅÌ
1954,10:21:38,4.45,,151,67212,ÂôÅÌ
1955,10:21:33,4.45,-0.01,554,246921,ÂôÅÌ
1956,10:21:28,4.46,0.01,764,340744,ÂòÅÌ
1957,10:21:23,4.45,-0.01,376,167320,ÂôÅÌ
1958,10:21:18,4.46,,1063,474329,ÂòÅÌ
1959,10:21:13,4.46,0.01,748,333608,ÂòÅÌ
1960,10:21:08,4.45,-0.01,1737,773018,ÂôÅÌ
1961,10:21:03,4.46,0.01,893,398688,ÂòÅÌ
1962,10:20:53,4.45,,1411,627912,ÂôÅÌ
1963,10:20:43,4.45,,3028,1347460,ÂôÅÌ
1964,10:20:38,4.45,,327,145532,ÂôÅÌ
1965,10:20:33,4.45,-0.01,1114,496121,ÂôÅÌ
1966,10:20:28,4.46,0.01,1940,865240,ÂòÅÌ
1967,10:20:23,4.45,,1343,597652,ÂôÅÌ
1968,10:20:13,4.45,-0.01,232,103240,ÂôÅÌ
1969,10:20:03,4.46,,1028,458916,ÂòÅÌ
1970,10:20:03,4.46,,271,120883,ÂòÅÌ
1971,10:19:53,4.46,0.01,954,425519,ÂòÅÌ
1972,10:19:53,4.45,-0.01,1892,842367,ÂôÅÌ
1973,10:19:48,4.46,0.01,504,225212,ÂòÅÌ
1974,10:19:43,4.45,,932,415167,ÂôÅÌ
1975,10:19:38,4.45,,650,289285,ÂôÅÌ
1976,10:19:33,4.45,,303,134852,ÂòÅÌ
1977,10:19:28,4.45,,1689,752014,ÂòÅÌ
1978,10:19:23,4.45,0.01,2067,919832,ÂòÅÌ
1979,10:19:18,4.44,-0.01,875,388517,ÂôÅÌ
1980,10:19:13,4.45,,3740,1664300,ÂòÅÌ
1981,10:19:08,4.45,,406,181061,ÂòÅÌ
1982,10:19:03,4.45,,951,423212,ÂòÅÌ
1983,10:18:58,4.45,,464,206907,ÂòÅÌ
1984,10:18:53,4.45,0.01,1274,566965,ÂòÅÌ
1985,10:18:48,4.44,,243,107909,ÂôÅÌ
1986,10:18:43,4.44,-0.01,772,343194,ÂôÅÌ
1987,10:18:38,4.45,0.01,1543,686652,ÂòÅÌ
1988,10:18:33,4.44,-0.01,497,221076,ÂôÅÌ
1989,10:18:28,4.45,,1832,815240,ÂòÅÌ
1990,10:18:23,4.45,,314,139765,ÂòÅÌ
1991,10:18:18,4.45,,112,49840,ÂòÅÌ
1992,10:18:13,4.45,,1079,480528,ÂôÅÌ
1993,10:18:08,4.45,,2268,1009687,ÂôÅÌ
1994,10:18:03,4.45,,3393,1509938,ÂôÅÌ
1995,10:17:58,4.45,-0.01,1614,718621,ÂôÅÌ
1996,10:17:53,4.46,0.01,2606,1162311,ÂòÅÌ
1997,10:17:48,4.45,-0.01,1367,608332,ÂôÅÌ
1998,10:17:43,4.46,,1636,729656,ÂòÅÌ
1999,10:17:38,4.46,0.01,1594,711316,ÂòÅÌ
2000,10:17:28,4.45,,3677,1636532,ÂôÅÌ
2001,10:17:28,4.45,,1368,609187,ÂôÅÌ
2002,10:17:23,4.45,,490,218299,ÂôÅÌ
2003,10:17:18,4.45,,314,139765,ÂôÅÌ
2004,10:17:13,4.45,-0.01,1253,557994,ÂôÅÌ
2005,10:17:08,4.46,-0.01,824,367932,ÂôÅÌ
2006,10:17:03,4.47,0.01,7077,3163472,ÂòÅÌ
2007,10:16:58,4.46,,1121,500376,ÂòÅÌ
2008,10:16:53,4.46,0.01,863,384915,ÂòÅÌ
2009,10:16:48,4.45,,6172,2746540,ÂôÅÌ
2010,10:16:43,4.45,-0.01,680,302600,ÂôÅÌ
2011,10:16:38,4.46,,1080,481680,ÂòÅÌ
2012,10:16:33,4.46,,1349,602064,ÂòÅÌ
2013,10:16:28,4.46,,673,300211,ÂôÅÌ
2014,10:16:23,4.46,,1458,650303,ÂôÅÌ
2015,10:16:18,4.46,,4962,2213444,ÂôÅÌ
2016,10:16:13,4.46,,1468,654728,ÂôÅÌ
2017,10:16:08,4.46,,2860,1275560,ÂôÅÌ
2018,10:15:58,4.46,,598,266743,ÂôÅÌ
2019,10:15:58,4.46,-0.01,3120,1391520,ÂôÅÌ
2020,10:15:53,4.47,,1044,466668,ÂòÅÌ
2021,10:15:47,4.47,,503,224858,ÂòÅÌ
2022,10:15:42,4.47,,5157,2305232,ÂôÅÌ
2023,10:15:37,4.47,,5064,2263822,ÂôÅÌ
2024,10:15:32,4.47,,3044,1361097,ÂôÅÌ
2025,10:15:27,4.47,,1249,558714,ÂôÅÌ
2026,10:15:22,4.47,,1904,851088,ÂôÅÌ
2027,10:15:17,4.47,-0.01,1760,786720,ÂôÅÌ
2028,10:15:12,4.48,0.01,5554,2488227,ÂòÅÌ
2029,10:15:07,4.47,,1604,716988,ÂôÅÌ
2030,10:15:02,4.47,-0.01,2859,1277990,ÂôÅÌ
2031,10:14:57,4.48,0.01,446,200202,ÂòÅÌ
2032,10:14:52,4.47,-0.01,1180,527460,ÂôÅÌ
2033,10:14:47,4.48,0.01,830,371875,ÂòÅÌ
2034,10:14:42,4.47,,1136,508221,ÂôÅÌ
2035,10:14:37,4.47,,3004,1343217,ÂôÅÌ
2036,10:14:32,4.47,,941,420680,ÂôÅÌ
2037,10:14:27,4.47,,1782,796947,ÂôÅÌ
2038,10:14:17,4.47,,2388,1067436,ÂôÅÌ
2039,10:14:17,4.47,-0.01,2201,983900,ÂôÅÌ
2040,10:14:12,4.48,,2273,1018716,ÂòÅÌ
2041,10:14:07,4.48,,238,106659,ÂòÅÌ
2042,10:14:02,4.48,0.01,1830,820234,ÂòÅÌ
2043,10:13:52,4.47,-0.01,1447,646826,ÂôÅÌ
2044,10:13:52,4.48,,538,241059,ÂòÅÌ
2045,10:13:47,4.48,0.01,1420,636590,ÂòÅÌ
2046,10:13:37,4.47,-0.01,808,361176,ÂôÅÌ
2047,10:13:37,4.48,0.01,611,273745,ÂòÅÌ
2048,10:13:32,4.47,,774,346371,ÂôÅÌ
2049,10:13:27,4.47,-0.01,577,257972,ÂôÅÌ
2050,10:13:22,4.48,0.01,1602,718090,ÂòÅÌ
2051,10:13:17,4.47,,1961,876620,ÂôÅÌ
2052,10:13:07,4.47,-0.01,4384,1959648,ÂôÅÌ
2053,10:13:02,4.48,,1360,609280,ÂòÅÌ
2054,10:12:57,4.48,0.01,937,420188,ÂòÅÌ
2055,10:12:52,4.47,,1299,580670,ÂôÅÌ
2056,10:12:47,4.47,-0.01,1364,610137,ÂôÅÌ
2057,10:12:42,4.48,,2812,1260206,ÂòÅÌ
2058,10:12:32,4.48,0.01,1735,777512,ÂòÅÌ
2059,10:12:22,4.47,,8447,3776184,ÂòÅÌ
2060,10:12:12,4.47,,823,367898,ÂòÅÌ
2061,10:12:07,4.47,0.01,2251,1006214,ÂòÅÌ
2062,10:11:57,4.46,-0.01,1036,462056,ÂôÅÌ
2063,10:11:52,4.47,0.01,2441,1091538,ÂòÅÌ
2064,10:11:37,4.46,-0.01,439,195811,ÂôÅÌ
2065,10:11:37,4.47,,4353,1946202,ÂòÅÌ
2066,10:11:32,4.47,,1616,722352,ÂòÅÌ
2067,10:11:27,4.47,,649,290156,ÂòÅÌ
2068,10:11:22,4.47,,333,149262,ÂòÅÌ
2069,10:11:17,4.47,0.01,420,188169,ÂòÅÌ
2070,10:11:07,4.46,-0.01,494,220359,ÂôÅÌ
2071,10:11:07,4.47,,1655,739802,ÂòÅÌ
2072,10:11:02,4.47,,860,384849,ÂòÅÌ
2073,10:10:57,4.47,,1099,491270,ÂòÅÌ
2074,10:10:52,4.47,,565,252966,ÂòÅÌ
2075,10:10:47,4.47,,718,320981,ÂòÅÌ
2076,10:10:42,4.47,,556,248961,ÂòÅÌ
2077,10:10:37,4.47,0.01,692,309324,ÂòÅÌ
2078,10:10:32,4.46,,1267,565099,ÂôÅÌ
2079,10:10:27,4.46,-0.01,822,367004,ÂôÅÌ
2080,10:10:22,4.47,,1570,701825,ÂòÅÌ
2081,10:10:17,4.47,,2576,1151901,ÂòÅÌ
2082,10:10:12,4.47,,1116,498852,ÂòÅÌ
2083,10:10:07,4.47,0.01,1495,668282,ÂòÅÌ
2084,10:09:57,4.46,,1640,731868,ÂôÅÌ
2085,10:09:57,4.46,-0.01,484,215864,ÂôÅÌ
2086,10:09:52,4.47,,648,290085,ÂòÅÌ
2087,10:09:47,4.47,,663,296378,ÂòÅÌ
2088,10:09:42,4.47,0.01,1467,655766,ÂòÅÌ
2089,10:09:37,4.46,,1836,819284,ÂôÅÌ
2090,10:09:32,4.46,-0.01,636,284084,ÂôÅÌ
2091,10:09:27,4.47,0.01,804,359388,ÂòÅÌ
2092,10:09:22,4.46,-0.01,437,194955,ÂôÅÌ
2093,10:09:17,4.47,,581,260118,ÂòÅÌ
2094,10:09:12,4.47,0.01,2178,973601,ÂòÅÌ
2095,10:09:07,4.46,-0.01,1938,864740,ÂôÅÌ
2096,10:09:02,4.47,-0.01,1470,657125,ÂôÅÌ
