代码,名称,营业利润,投资收益,利润总额,税后利润,净利润,未分利润,经营现金流,总现金流,股东人数,人均持股,人均市值,换手%%,涨速%%,最低,昨收
600533,栖霞建设,9881.03,788.9,9782.07,7500.3,7660.43,79129.88,29364.93,-14907.57,69137,15187,8.00万,0,0,--  ,5.27
600535,天士力,98306.8,308.35,100013.03,86063.8,83007.88,333448.94,17149.06,-8699.1,33284,31031,112.15万,0.86,-0.08,34.38,35.87
600536,中国软件,-17780.32,2553.87,-11113.78,-10766.08,-7700.61,36073.53,-45266.05,-47269.37,48869,9919,23.39万,4.3,-1,22.69,25.17
600537,亿晶光电,2179.62,1214.03,2814.12,3306.15,3326.78,81681.11,4548.03,-7505.81,45485,10682,9.64万,3.88,-1.09,8.98,9.85
600538,国发股份,182.4,512.37,390.17,319.41,70.62,-40905.01,-2663.07,-22197.49,26197,10658,7.51万,9.38,-0.14,7.04,7.82
600539,*ST狮头,44.63,0,47.77,47.77,118.33,-34543.48,-1442.64,321.66,13924,16518,13.84万,1.53,0,8.38,8.82
600540,新赛股份,-2650.4,263.26,-1942.8,-1948.46,-1281.77,-13201.55,-3277.56,-49883.1,27728,10917,7.91万,3.72,-0.68,7.25,8.06
600543,莫高股份,2622.7,684.1,2667.25,1656.03,1663.48,19694.42,96.19,-595.91,20600,15588,12.19万,4.78,-0.38,7.72,8.56
600545,新疆城建,-750.87,51.62,-222.35,-515.92,-169.42,66610.6,-31266.98,28842.41,114567,5899,6.18万,7.9,0,10.48,11.64
600546,山煤国际,14607.42,44.25,13402.79,6094.83,892.42,145470.34,14915.45,78569.27,110498,17941,7.59万,2.12,-0.47,4.06,4.47
600547,山东黄金,8717.62,13009,8905.78,4882.93,4809.58,724143.94,82007.4,18788.32,167418,8500,14.48万,2.59,0,16.55,18.28
600548,深高速,70200.43,13661.99,70134.42,56131.66,53895.88,412187.69,39938.87,-22981,40336,35533,20.93万,0.4,-1.66,5.8,6.07
600549,厦门钨业,16352.67,2118.67,17289.2,12786.53,3402.5,246297.34,-110911.57,-65443.81,64368,13774,23.48万,2.32,-0.35,15.42,16.31
600550,保变电气,23304.09,22278.48,24507.27,23713.89,23085.4,-458647.25,-48784.44,16114.5,127347,10781,7.27万,1.31,-1.02,6.48,6.98
600551,时代出版,19721.4,4048.03,23785.17,23440.7,23164.59,179314.2,-14276.99,-8954.51,17254,29316,48.52万,2.53,-0.3,14.8,15.43
600552,方兴科技,4839.31,21.78,5214.41,4354.06,4337.99,42823.73,4923.62,3482.03,16676,20523,28.40万,7.51,0,13.84,15.38
600555,九龙山,-2940.17,-75.92,-2961.42,-2961.42,-3017.92,-19485,-9920.86,-2251.21,87863,11080,16.74万,0,0,--  ,15.11
600556,慧球科技,328.17,1.44,327.04,189.46,189.46,-79158.45,-6443.48,550.4,31486,12539,10.86万,5.6,-0.11,8.33,9.09
600557,康缘药业,22247.73,0.23,22581.24,19170.22,18991.59,140215.55,19634.9,-31715.14,27441,13430,30.08万,3.83,-0.13,20.2,21.64
600558,大西洋,2432.35,691.78,4551.4,3597.4,3110.46,38837.15,6415,-11262.92,24780,22296,12.24万,4.36,-1.25,5.36,5.95
600559,老白干酒,3040.32,-35.97,3525.31,1759.79,1759.79,28475.2,13661.5,-244.42,9444,14824,69.85万,1.62,-0.38,45.97,47.72
600560,金自天正,1546.52,317.45,1770.43,1490.18,1349.25,22600.61,3036.12,5280.03,21670,10321,11.39万,3.37,-0.09,11,11.89
600561,江西长运,2310.99,14.28,8810.9,5982.85,4518.6,62409.23,21511.07,5868.65,15397,15397,13.92万,4.78,-1.31,8.92,9.91
600562,国睿科技,6650.72,0,6856.96,5673.73,5673.73,56659.3,-7592.25,-9062.3,11506,14617,46.86万,3.38,0.18,31.89,35.43
600563,法拉电子,18824.42,1182.02,18851.51,16026.17,15288.37,111412.45,18816.07,-10.29,14232,15809,40.54万,2.65,0,23.61,24.92
600565,迪马股份,24487.6,-915.53,24594.71,17169.98,17232.67,111058.07,-136823.61,-210390.7,75715,13640,14.43万,0,0,--  ,10.58
600566,济川药业,35828.01,833.35,38390.59,32952.12,33120.03,84999,32899.65,-43942.76,14204,12013,25.95万,1.68,0,20,21.6
600567,山鹰纸业,13451.57,0.78,17568.35,13352.17,13398.87,43229.03,29809.22,8755.53,448920,4848,1.73万,2.92,-0.55,3.44,3.68
600568,中珠控股,3687.7,2702.62,6549.37,5742.83,5813.01,51228.23,-1474.37,-76809.9,12349,29656,71.47万,0,0,--  ,24.1
600569,安阳钢铁,-39183.73,0,-38689.21,-38932.96,-39331.45,-76926.92,171560.2,54835.36,171810,13932,4.25万,1.44,-0.65,3,3.14
600570,恒生电子,18429.61,6444.18,25342.89,23442.07,21105.75,110285.4,19837.59,-31840.96,44327,13937,63.68万,6.77,-0.95,42.45,47.17
600571,信雅达,3351.62,3037.36,4565.49,4396.05,4613.97,33200.05,-19174.64,-2313.06,15100,13405,52.29万,12.81,-0.48,35.26,38.72
600572,康恩贝,57144.83,16425.65,58993.15,49303.45,43980.43,169292.09,22087.88,171309.7,51279,23238,27.42万,2.75,-0.16,10.55,11.41
600573,惠泉啤酒,798.46,402.08,984.55,983.42,1062.04,20202.06,8528.53,-24187.59,14960,16711,14.71万,2.04,-0.11,8.18,9.09
600575,皖江物流,10492.32,1206.99,15641,11641.13,11701.21,-199216.88,30282.63,16660.32,49180,28939,11.89万,0,0,--  ,4.11
600576,万好万家,-2006.89,-83.42,-2001.32,-2004.06,-1433.18,-9908.76,-2291.79,2324.18,19727,11056,19.28万,6.43,0,17.44,19.38
600577,精达股份,12329.19,1225.95,12032.21,9704.86,8594.83,67750.93,52299.03,16992.49,134871,10522,4.32万,2.45,-1.2,4.03,4.33
600578,京能电力,158365.44,89517.36,164958.67,156373.05,129129.85,408634.91,233859.27,21263.2,123042,18346,10.70万,1.31,-1.01,5.77,6.27
600579,天华院,-2101.46,0,1066.43,982.27,982.27,-85339.56,-5973.91,-4443.25,14278,17902,16.42万,3.6,0.54,8.97,9.95
600580,卧龙电气,20998.49,1070.87,25563.07,23228,19770.4,177569.02,17258.82,28219.85,50911,13508,14.82万,2.46,-0.09,9.93,10.53
600581,八一钢铁,-85377.68,0,-81110.27,-81110.3,-81110.3,-182228.98,7201.75,-19370.7,102359,7488,4.83万,6.02,-0.15,6.45,7.17
600582,天地科技,74762.34,-4.03,81059.53,62158.13,53128.8,678168.88,22225.5,62066.71,30145,40269,40.03万,1.79,-0.5,9.9,10.73
600583,海油工程,173914.56,15904.99,182522.42,155437.84,155563.88,1064815.25,158368.47,50073.35,231438,17495,16.67万,2.68,-1.03,8.91,9.63
600584,长电科技,15037.4,-434.25,17524.42,14095.7,12364.71,80042.75,57768.25,283187.72,94654,9013,12.13万,3.68,-0.14,13.06,14.44
600585,海螺水泥,545731,188515.38,624195.44,474112.69,470534.5,4832256.5,418654.28,-700298.88,169962,23533,42.97万,1.78,-0.16,17.3,18.22
600586,金晶科技,-7690.22,-1081.32,-4256.37,-7641.32,-7496.67,44647.57,30324.3,42018.64,151277,9405,3.85万,1.54,-1.44,3.98,4.19
600587,新华医疗,20544.65,-31.68,22522.67,17557.31,13852.7,103497.21,-24827.14,-26192.74,27063,13439,36.89万,1.88,0.47,25.96,27.24
600588,用友网络,-27196.16,689.71,-10224,-14558.55,-16867.03,95896.53,-54475.4,-42230.87,67194,20792,49.90万,3.03,-0.78,22.25,24.13
600589,广东榕泰,2340.7,-13.71,2353.12,2075.96,2077.09,73512,3556.06,-29861,35803,16807,11.93万,7.95,0,7.1,7.89
600590,泰豪科技,444.72,-84.6,1674.53,1210.81,1340.97,45823.84,-37492.25,-51387.85,38426,13020,18.10万,0,0,--  ,13.9
600592,龙溪股份,851.44,2831.11,1818.15,1390.21,2026.1,39726.53,841.47,9487.32,24237,15247,13.39万,3.92,0,8.78,9.76
600593,大连圣亚,1229.75,0,1338.43,1088.65,847.07,4670.41,4155.01,-1232.6,5822,15802,46.60万,0,0,--  ,29.49
600594,益佰制药,6979,-68.19,7709.21,6113.58,5990.25,169681.16,5248.52,-54095.9,17612,44422,66.94万,3.03,-0.65,13.72,14.82
600595,中孚实业,-17577.5,230.91,-17310.78,-16744.11,-7535.37,31394.64,36167.37,29669.03,132993,11391,4.72万,2.04,-0.24,4,4.36
600596,新安股份,-705.76,2169.74,-1710.25,-3185.59,-3399.58,231282.95,28134.3,-8569.42,58972,11517,7.96万,2.96,-1,6.51,7.19
600597,光明乳业,23461.31,-141.9,26312.75,22673.18,20108.05,105349.46,82556.4,229040,57478,21300,33.23万,2.29,-0.57,14.63,15.66
600598,北大荒,60215.11,323.91,59773.66,59626.96,60753.26,24913.4,172549.05,-58672.55,96280,18464,20.64万,2.74,-0.17,11.17,12.41
600599,熊猫金控,674.6,1278.91,648.47,626.28,610.81,732.85,-3176.78,-42937.95,21522,5854,14.74万,4.11,2.1,23.8,26.02
600600,青岛啤酒,144523.56,2559.33,164783.34,121954.46,119872.2,925459.81,442111.94,336996.09,33607,20707,70.57万,1.46,-0.29,32.1,33.56
600601,方正科技,166.16,37.45,1997.53,277.17,281.39,120152.11,-25625.25,-45660.95,323495,6785,3.60万,4.91,-0.74,5.19,5.74
600602,仪电电子,2136.93,5096.75,3992.87,3692.71,3604.16,5977.83,-18763.4,-26174.07,124620,7058,4.76万,3.91,-1.6,6.69,7.36
600603,大洲兴业,-1090.31,-59.72,-1090.31,-1090.31,-993.9,-77893.21,-1006.35,-923.65,21805,8926,12.36万,0,0,--  ,13.85
600604,市北高新,-1641.15,-67.64,-1561.06,-1992.24,-1915.74,41812.53,-64892.75,-16425.7,48697,6849,6.49万,2.47,-1.35,9.4,10.4
600605,汇通能源,774.06,-92.76,914.17,747.85,747.84,14660.95,1815.76,13874.05,11538,12770,15.68万,4.48,-1.28,11.89,13.12
600606,绿地控股,525032.13,134857.06,539071.63,393528.66,393453.38,2491375,-2794857.75,-406663.81,51027,10158,13.08万,3.44,0.94,12.59,13.26
600608,*ST沪科,-1244.58,0,-1238.79,-1238.79,-1197.72,-85101.55,-462.3,-1106.31,27131,11735,8.20万,3.99,0,6.99,7.36
600609,金杯汽车,4358.99,187.65,14307.36,9273.3,1187.04,-235005.97,-24392.85,-28564.89,82142,13302,9.56万,0,0,--  ,7.19
600610,中毅达,902.57,223.16,914.47,603.06,603.06,-28239.3,2909.36,-6423.93,42578,2793,2.08万,0,0,--  ,7.43
600611,大众交通,32596.08,17639.34,34238.62,27507.51,24813.17,251942.8,67243,51130.98,161419,6457,6.14万,6.88,-1.34,8.55,9.29
600612,老凤祥,89233.86,2208.35,92053.46,69033.84,53564.05,293821.78,76765.8,62686.32,31386,10104,45.09万,0.51,-0.11,43.35,47.02
600613,神奇制药,10869.88,395.25,11231.46,9500.21,9426.74,50664.8,6243.81,5325.56,29721,5963,11.43万,15.24,-1.84,18.96,21.07
600614,鼎立股份,6668.5,4513.31,7268.68,6221.5,6952.68,20749.76,-16945.17,8406.67,29273,15262,31.01万,0,0,--  ,20.32
600615,丰华股份,954.17,1024.33,962.37,824.53,644.95,-20860.59,-881.03,36156.51,12168,15419,20.17万,2.96,0.77,12.42,13.8
600616,金枫酒业,4821.02,727.03,4817.24,3304,3717.6,81268.56,-2804.62,-27365.9,40720,11985,10.02万,3.98,-1.29,8.21,8.87
600617,国新能源,36093.26,157.32,36196.26,26710.61,26291.14,124977.22,16029.19,-10689.23,43423,5193,8.07万,3.88,0.06,13.88,14.71
600618,氯碱化工,-4424.83,4416.83,-4361.81,-4553.25,-4863.81,-73702.68,6143.01,11620.37,86507,8668,7.82万,0.79,-1.31,8.6,9.4
600619,海立股份,8581.55,565.5,10605.87,8353.88,5119.6,65305.32,10085.58,-22938,52044,6121,4.66万,2.26,-0.39,7.3,7.88
600620,天宸股份,7642.7,8280.32,7653.68,7034.97,7032.27,30687.58,-184.46,6041.39,27095,16896,32.56万,0,0,--  ,19.27
600621,华鑫股份,19192.56,3600.11,19311.81,14944.15,15690.65,97030.61,-6209.27,-40474.93,35540,14746,18.76万,10.02,-2,12.6,13.93
600622,嘉宝集团,14289.02,2831.28,25455.02,19136.25,18384.42,159534.06,14990.4,49915.14,61434,8372,8.36万,3.2,-0.89,9.61,10.37
600623,双钱股份,-23279.11,996.99,-21851.34,-23683.09,-9143.01,88323.5,79849.9,-34568.57,53272,12133,15.30万,0.56,-0.7,11.88,13.13
600624,复旦复华,2400.75,-27.96,2611.86,2071.85,1833.64,17642.59,6580.28,1833.35,52873,8486,7.70万,5.79,-1.3,9.02,9.88
600626,申达股份,6997,1056.57,7515.62,5985.2,5252.66,68815.61,-10239.96,-23577.07,60855,11671,11.30万,6.46,-0.51,9.68,10.75
600628,新世界,7339.21,-7561.13,7406.24,4042.31,3521.16,130621.67,11067.98,-3449.56,64010,8308,13.99万,8.3,-0.99,16.6,18.02
600629,棱光实业,-229.92,270.48,336.14,-85.08,142.78,-22650.47,25335.36,-269.7,13682,25435,47.16万,1.16,-0.32,18.21,20.17
600630,龙头股份,4235.81,605.3,4990.16,3898.51,3898.43,27312.73,-1359.47,-5296.64,51350,8274,13.83万,20.76,-0.94,14.18,15.55
600633,浙报传媒,37701.4,12367.11,39580.73,36575.9,28296.16,108833.61,3713.31,-30431.35,59105,19187,34.58万,0,0,--  ,18.02
600634,中技控股,4335.08,-268.54,5422.65,4166,3854.87,64353.13,-11827.4,10823.12,39394,10103,37.76万,0,0,0,37.38
600635,大众公用,50306.82,46088.87,42609.43,38961.73,36699.07,90026.56,34098.89,29560.98,239046,10321,6.21万,3.04,-1.31,5.62,6.11
600636,三爱富,-4433.55,116.7,428.52,-1429.39,-3487.78,103006.95,7332.71,101366.15,45199,8450,9.30万,3.21,-0.27,10.94,11.85
600637,东方明珠,209882.97,42972.12,225011.34,175583.75,146305.59,663527.44,40240.75,336995.25,259005,6102,18.28万,3.69,0.26,27.03,28.56
600638,新黄浦,7182.77,6268.78,9744.51,8695.35,8240.21,156846.44,46475.26,38756.51,55175,10171,10.29万,2.12,-1.36,9.7,10.49
600639,浦东金桥,32935.28,3368.66,33354.25,25429.93,23309.46,267363.66,-58222.86,1026.75,86393,7601,14.61万,4.07,0.52,17.01,18.81
600640,号百控股,3463,3306.23,5735.62,4554.68,4257.93,42201.87,-27288.9,74623.43,25170,21270,37.92万,2.26,0,17.83,19.81
600641,万业企业,21912.59,4.86,23457.53,17530.35,15015.82,180905.2,10508.05,-25174.17,60973,13222,14.65万,0,0,--  ,11.08
600642,申能股份,216912.02,132411.45,217575.25,185084.16,155090.56,447694.84,197183.72,35269.85,260489,17475,14.03万,2.43,-1.35,7.33,7.95
600643,爱建股份,41149.21,11111.71,41299.84,30123.34,30094.85,127246.4,23358.02,11085.32,84750,16921,28.31万,0,0,--  ,16.73
600644,*ST乐电,4937.66,164.52,5462.35,4144.23,3708.8,-108176.2,2766.43,-61076.23,24573,13286,8.76万,2.32,-0.3,6.55,6.83
600645,中源协和,36036.15,30511.64,36262.25,29459.97,28860.89,12962.67,4789.03,11359.8,22858,14212,112.76万,0,0,--  ,79.34
600647,同达创业,9083.11,10437.67,9097.91,6659.8,6600.37,11763.08,1019.46,17052.78,7660,18165,27.30万,2.38,-1.76,15.01,16.51
600648,外高桥,46140.1,3880.95,46629.15,33292.15,31187.05,283504.97,-73358.77,1472.7,74527,12543,31.07万,2.9,-0.48,21.37,23.41
600649,城投控股,370995.75,332838.81,373754.63,296397.41,295516.59,965901.38,74606.78,178277.56,132623,22526,28.14万,1.63,-0.08,12.25,12.89
600650,锦江投资,15210.69,9249.94,15742.92,13681.87,11501.44,99435.71,11611.88,3900.68,59515,6562,13.93万,11.65,-0.18,17.81,19.34
600651,飞乐音响,9297.38,6929.6,9560.07,7551.99,7079.22,50101.64,-48143,4679.15,57123,12938,12.80万,4.6,-0.4,8.98,9.98
600652,游久游戏,-1877.55,1900.73,-1476.2,-1410.4,2309.09,26932.48,28244.52,351.45,67139,8296,30.28万,0,0,--  ,36.5
600653,申华控股,-3066.25,14723.5,6072.58,5653.81,5484.47,1472.18,1159.17,-8884.32,245080,7126,3.51万,5.11,-0.6,4.91,5.46
600654,中安消,10685.8,9.6,13429.67,10918.57,10918.57,48632.05,48418.9,69719.25,58999,12798,39.56万,0,0,--  ,30.91
600655,豫园商城,46952.8,17916.84,50220.19,42233.75,41010.65,465276.31,-62117.92,-24649.52,109397,13139,19.59万,4.08,-1.06,13.3,14.17
600657,信达地产,26055.46,10128.13,26813.91,23406.63,23560.2,460123.81,-170210,239482.67,57346,26580,16.45万,1.49,-1.27,5.5,5.87
600658,电子城,4450.35,97.69,4711.87,3333.98,3826.31,146504.17,-6193.22,-36591.46,17753,32676,29.74万,0.95,0.77,8.68,9.56
600660,福耀玻璃,133953.38,2110.6,131805.38,121813.01,121550.72,545043.44,130760.51,531843.31,102433,19554,24.56万,2.15,-0.31,11.71,12.25
600661,新南洋,1867.48,1199.45,1980.9,635.33,3075.56,10418.11,7664.99,893.39,20679,8399,15.58万,2.74,-0.64,18.51,20.24
600662,强生控股,12176.71,976.49,14296.05,10413,8989.16,96186.11,27093.9,-5930.66,70634,14913,15.87万,9.71,-0.83,9.57,10.51
600663,陆家嘴,95829.68,21371.1,96653,74787.35,67385.05,695658.06,29901.34,97282.22,119992,11318,48.05万,1.85,-0.23,36.6,40.56
600664,哈药股份,48813.69,24.33,51210.98,40131.35,37516.7,442117.09,5353.18,-8899.67,87741,21854,23.78万,1.68,0,9.09,9.89
600665,天地源,-2161.28,0,-2249.85,-1531.27,-1374.85,112842.02,-70749.78,-70870.57,58374,14803,6.94万,1.36,-0.21,4.56,4.88
600666,奥瑞德,13071.88,10.86,13580.82,11021.25,11119.46,34602.45,5690.33,107886.21,20864,13907,36.20万,0,0,--  ,26.03
600667,太极实业,5626.58,0,5910.6,4254.51,-862.42,9975,-12454.55,-78084.81,48252,24689,12.12万,3.97,-1.4,4.88,5.28
600668,尖峰集团,11604.57,5680.02,12161.03,10196.32,9178.71,106217.8,-2723.57,-29249.55,29179,11784,12.02万,3.93,-0.97,10.05,10.42
600671,天目药业,-599.98,0,-521.6,-617.71,-558.1,-12374.25,-185.69,-1366.35,7759,15688,38.86万,0,0,--  ,24.77
600673,东阳光科,4910.58,151.77,7403.66,5015.46,4936.33,88428.09,20608.38,-13742.5,168398,14586,7.28万,2.33,-1.38,4.88,5.31
600674,川投能源,157141.36,153728.92,157915.59,156159.59,153726.56,566099.5,35708.3,-42619.76,84325,52204,54.76万,2.68,-1.22,10.1,10.59
600675,中华企业,-95132,5982.77,-88488.93,-90361.05,-73900.13,192669.19,107823.92,17772.9,128775,14499,8.90万,2.88,-0.8,6.02,6.67
600676,交运股份,21637.53,1732.95,24323.1,19458.31,17022.31,124006.7,29163.45,5009.1,56701,15209,15.38万,4.61,-0.88,9.53,10.4
600677,航天通信,-3624.21,0,-1150.27,-2730.75,-3526.78,40816.53,-98684.06,-108613.15,72935,5462,8.67万,5.96,0,15.88,17.64
600678,四川金顶,-1608.49,46.33,81.97,81.97,196.71,-65931.27,-1484.99,-1407.27,33309,10477,9.67万,6.04,0,9.23,10.25
600679,金山开发,-739.71,770.55,-788.41,-715.97,-518.93,-11686.42,-552.31,-951.28,39117,4653,4.88万,2.65,-0.66,10.35,11.47
600680,上海普天,-74.4,228.21,253.78,211.4,243.38,71.25,-15521.75,-7468.63,34964,7363,10.96万,3.79,0,14.89,16.54
600681,万鸿集团,-127.46,0,-127.41,-113.3,-116.53,-78043.17,-141.53,-141.53,17815,13840,12.62万,3.25,-0.32,9.12,10.13
600682,南京新百,24068.84,43126.09,24231.64,10946.67,13905.55,86635.21,-85127.21,-14803.63,16355,43787,164.33万,0,0,--  ,37.53
600683,京投银泰,-9232,602.41,-9212.73,-10017.1,-11928.38,57448.48,123419.45,-87070.15,26581,27869,18.11万,0.97,0.46,6.21,6.6
600684,珠江实业,16218.65,70.85,16242,11563.96,11702.05,116257.76,39108.45,43385.26,44811,15871,11.40万,4.31,-1.77,7.13,7.89
600685,中船防务,-59442.31,792.51,-54331.67,-52359.26,-52499.35,53004.16,-349865.78,-179945.98,56861,7711,26.04万,2.02,-0.23,33.76,37.51
600686,金龙汽车,30745.73,3871.48,33159.4,27126.81,14837.3,153714.09,-138291.56,-66278.56,15494,28566,42.59万,2.15,-2.99,14.53,16.14
600687,刚泰控股,20545.8,1886.68,20271.09,13882.1,13882.1,56645.94,-68846.9,19928.06,21638,11381,31.81万,0,0,--  ,27.95
600688,上海石化,224268.3,33878.4,224014.59,174846,173116.59,283277.09,192423.91,2184.1,273179,10707,7.38万,6.9,-1.28,6.11,6.65
600689,上海三毛,3939.86,5769.75,-2062.85,-1118.49,-1112.65,-10053.61,914.46,9056.32,22902,6646,10.11万,0,0,--  ,15.21
600690,青岛海尔,376098.84,46815.98,388640.59,330016.59,262885.72,1548436.88,164567.77,-198614.91,175501,31361,32.46万,2.31,-0.48,9.58,10.11
600691,*ST阳化,8024.25,-674.58,11447.37,5953.25,3976.45,-18555.47,40481.3,185649.95,43490,27396,8.14万,3.33,0,2.95,3.09
600692,亚通股份,878.15,413.01,888.62,727.23,673.6,8677.03,10968.66,19898.18,27484,9279,8.97万,9.16,-0.3,9.47,10.42
600693,东百集团,5856.4,2320.74,5876.35,4313.64,4581.81,60875.51,-18748.8,25010.67,13825,24750,17.65万,2.12,0.84,6.93,7.38
600694,大商股份,87566.06,53.52,89138.74,64815.53,61500.55,412366.25,45593.2,-45005.92,17650,16641,55.88万,2.87,-0.23,31,32.53
600695,绿庭投资,582.1,2573.81,743.27,743.27,736.15,-81677.99,5729.56,15922.65,63151,5803,3.35万,1.88,-0.34,5.69,6.08
600696,匹凸匹,-2228.93,171.61,-2424.16,-2424.16,-2340.11,16962.99,-4553.28,3123.9,43812,7773,8.78万,0,0,--  ,11.29
600697,欧亚集团,27629.03,-51.08,30131.61,22477.1,12946.75,117421.2,-36344.65,13316.76,11453,13547,29.29万,1.84,-0.59,21.21,22.28
600698,湖南天雁,224.5,0,514.64,491.68,491.68,-72684.53,-632.62,6055.24,96140,4475,2.68万,4.5,-0.82,5.98,6.64
600699,均胜电子,24952.09,466.73,27010.27,19956.98,18843.48,109374.67,19561.32,482.46,26672,16840,38.26万,6.38,-0.08,21.55,23.94
600701,工大高新,-3528.93,-10.38,-2926.81,-2964.11,-2868.59,18157.03,19620.75,-4449.89,57449,8682,10.05万,4.37,-0.34,11.52,12.44
600702,沱牌舍得,1812.7,848.8,1967.43,674.58,674.58,86992.43,464.41,5541.41,30902,10915,13.26万,6,0.16,11.81,13.05
600703,三安光电,85438.46,-179.52,114970.02,94366.38,90400.59,372021.09,97775.63,-167718.55,95648,24782,53.06万,1.9,-0.55,20,21.35
600704,物产中大,60083.96,34245.12,61302.06,45608.05,34961.28,245600.3,59820.6,360013.94,61040,15644,22.64万,6.35,-0.27,13.68,15.08
600705,中航资本,283163.03,77340.86,282574.31,215138.17,144245.31,400105.16,-8179.25,218541.41,178946,20859,30.31万,3.08,-1.02,13.59,14.72
600706,曲江文旅,2951.75,0,3126.29,2672.68,2718.55,18394.22,3757.8,4252.49,10410,17090,21.19万,2.19,-0.4,12.38,13.33
600707,彩虹股份,-17726.78,0,-17505.35,-17505.35,-15706.59,-395421.22,-4923.33,8582.08,41021,17911,24.75万,0,0,--  ,13.82
600708,海博股份,8516.3,251.71,10224.5,7096.61,5902.87,92976.07,5851.28,-10137.65,47256,10758,9.90万,5.57,-0.96,8.69,9.43
600710,*ST常林,-20797.59,-8420.03,-20496.97,-20504.71,-20361.67,15662.72,-7501.56,-2481,38452,16652,9.06万,0,0,--  ,5.44
600711,盛屯矿业,4312.74,167.14,4605.68,4117.03,3602.38,24777.9,-47467.55,-33227.07,133926,8880,5.63万,3.68,-0.31,6.25,6.75
600712,南宁百货,465.92,31.56,522.37,135.16,135.16,12113.16,-1825.92,-4063.06,42465,12663,7.03万,3.19,-0.53,5.41,5.89
600713,南京医药,14598.36,1186.15,14127.62,10168.87,8053.5,18474.35,-10332.28,25082.17,90484,7665,5.93万,3.51,0.38,7.3,7.79
600714,金瑞矿业,-1582.56,0,-1573.89,-1623.71,-1623.71,1588.03,20666.06,10742.07,22151,12343,10.81万,4.88,0,8.76,9.73
600715,*ST松辽,-839.21,0,-1134.91,-1134.91,-1134.91,-72967.07,11463.08,11293.82,9302,24108,43.64万,0.39,0,18.1,19.05
600716,凤凰股份,-10925.92,0,-10905.85,-8881.67,-8896.61,96576.65,-25713.85,-64383.01,39143,18920,11.26万,1.95,-1.65,5.92,6.42
600717,天津港,115728.15,21898.68,115503.47,92718.99,66561.8,731818.63,89166.63,134155.92,132196,12669,12.74万,2.44,-1.56,9.33,10.05
600718,东软集团,2542.07,1942.35,10966.08,5409.66,9012.03,314857.03,-94992.46,-74561.68,79553,15431,21.96万,2.86,-0.83,12.8,14.05
600719,大连热电,4189.22,0,3884.37,2913.28,2913.28,8093.99,-1485.35,-4449.75,24788,8161,8.78万,0,0,--  ,10.76
600720,祁连山,-10547.03,1030.45,-5988.45,-6465.62,-3507.06,203650.81,21358.95,-3081.74,73043,10626,7.57万,3.77,-0.69,6.6,7.14
600721,百花村,-18864.59,8.68,-18342.27,-18370.31,-11865.69,-29433.5,6795.37,-8186.06,12091,20554,34.39万,0,0,--  ,16.73
600722,*ST金化,-7819.08,-253.38,-13042.3,-13063.21,-13467.05,-194204.11,-5196.99,-44684.15,24433,17248,7.05万,2.33,-0.48,4.05,4.26
600723,首商股份,36836.03,0,37004.95,25950.38,16833.76,137042.44,2015.39,-1168.2,46144,14261,10.35万,1.44,-0.27,7.02,7.44
600724,宁波富达,6317.87,65.01,9290.75,4601.41,4554.73,174564.25,3745.76,-16800.1,46293,31213,23.04万,1.03,-0.93,7.11,7.76
600725,云维股份,-60949.26,5647.78,-60503.38,-61017.88,-40971.73,-168992.41,11643.32,25642.57,49257,12511,6.02万,1.63,-0.82,4.7,5.07
600726,华电能源,27831.15,484.4,30755.15,28308.45,24088.27,-33345.46,100857.93,15315.01,269001,5705,4.20万,3.24,-0.8,7.35,8.13
600727,鲁北化工,2198.26,666.59,1956.54,1956.54,1956.54,-35739.26,359.96,-2469.37,33716,10408,6.58万,2.77,-1.24,6.02,6.6
600728,佳都科技,-748.59,-24.52,732.28,674.7,1466.71,-32970.03,-12040.03,-17569.47,38195,10392,17.02万,5.63,-1.32,16.14,17.9
600729,重庆百货,49182.21,573.07,49333.55,41895.05,41926.53,322225.59,15662.12,18033.02,20768,17927,58.07万,0,0,--  ,32.39
600730,中国高科,7239,3328.96,7373.9,5931.26,5545.08,68073.78,-11944.25,3941.11,29247,10029,20.27万,8.86,0,20.21,22.46
600731,湖南海利,1853.61,9.47,2069.95,1446,1118.95,-10030.6,12747.82,3134.7,21480,11902,7.61万,2.56,-0.93,6.25,6.75
600732,*ST新梅,-2456.4,0,-2456.4,-2456.4,-2400.75,-3007.46,794.26,-2959.83,23698,18836,14.52万,0,0,--  ,7.71
600733,S前锋,-679.68,-31.45,-685.26,-721.92,-662.42,2761.98,-6692.36,-10744.74,11796,6409,20.89万,2.4,0,32.59,34.3
600734,实达集团,-3195.53,0,-3423.88,-3416.71,-2158.59,-47822.34,-2665.95,-1467.1,35761,9818,9.63万,0,0,--  ,9.81
600735,新华锦,4730.46,-18.96,4721.56,3276.28,2231.1,13462.72,5067.15,601.78,11730,26726,29.96万,0,0,--  ,11.21
600736,苏州高新,-16086.3,1770.49,10238.01,2195.29,3630.3,152198.3,-82539.93,-11434.55,91008,11624,9.47万,0,0,--  ,8.15
600737,中粮屯河,-2105.96,-18222.51,-216.8,-2545.7,-2379.18,-32454.1,47033.7,64637.58,208591,6341,9.61万,7.74,0,15.15,16.83
