代码,名称,营业利润,投资收益,利润总额,税后利润,净利润,未分利润,经营现金流,总现金流,股东人数,人均持股,人均市值,换手%%,涨速%%,最低,昨收
002461,珠江啤酒,3662.8,0,6266.4,4777.14,3834.93,92444.49,39168.03,-7735.12,20439,33278,31.85万,1.69,-1.13,9.57,10.57
002462,嘉事堂,19935.57,10.7,20015.32,15133.55,8974.01,66994.52,-20610.48,1898.05,12057,16274,45.21万,3.02,-0.03,26.5,28.97
002463,沪电股份,-6331.52,406.36,-4381.8,-4189.93,-4189.93,109873.22,-1817.29,1041.15,98793,16937,7.45万,1.85,-0.45,4.35,4.69
002464,金利科技,-11203.63,291.95,-11584.88,-11725.15,-11725.15,-14797.84,-5591.5,5330.14,12681,7316,34.44万,0,--  ,--  ,47.07
002465,海格通信,16247.09,2235.43,20690.17,18408.5,16892.2,111464.92,-34453.68,-15159.42,0,--  ,--  ,3.75,0.08,23.06,25.29
002466,天齐锂业,22234.01,108.83,22454.96,11995.1,4097.66,8402.41,33127.01,13272.04,19633,8406,47.70万,5.16,-0.01,50,54.62
002467,二六三,6464.51,350.46,6442.75,5973.62,5973.62,46062.31,6087.77,-28014.2,55063,11076,10.72万,3.2,1.57,9.3,10
002468,艾迪西,-354.17,214.53,-89.37,299.35,567.25,10711.38,6915.92,8001.05,14445,22968,31.49万,0,--  ,--  ,13.71
002469,三维工程,7375.71,150.07,7499.82,6720.52,6464.4,44593.85,8965.91,-117.94,29943,8439,9.49万,2.42,-0.44,10.94,11.89
002470,金正大,77233.8,-131.19,77564.18,64646.98,64573.68,312640.75,77814,-15494.27,60754,19506,36.63万,2.05,0.32,16.87,18.17
002471,中超电缆,6739.65,15.64,7641.08,6216.35,6147.4,33275.76,-8181.31,-11695.32,63179,7606,16.63万,8.07,0,21.86,24.29
002472,双环传动,7096.87,719.53,7213.96,6153.74,6153.74,60069.23,8536.24,2129.7,16303,11388,16.48万,3.68,-0.27,14.3,15.68
002473,圣莱达,-844,0,-802.9,-811.34,-797.85,-1160.16,-618.71,-1021.12,11360,14085,46.48万,0,--  ,--  ,33
002474,榕基软件,1791.78,975.6,2309.82,1929.74,1968.82,32846.96,-9652.21,-19926.45,76780,5711,6.56万,0,--  ,--  ,11.48
002475,立讯精密,43489.4,394.31,46938.57,40271.65,38147.48,176619.66,5268.25,-66594.21,14497,79305,229.67万,1.25,-0.06,26.8,28.3
002476,宝莫股份,2131.93,-92.98,2166.98,1759.18,1911.4,17043.53,1613.47,-14793.29,41805,14456,9.84万,7.01,-1.44,6.81,7.56
002477,雏鹰农牧,-11145.78,3191.42,2548.59,-229.51,516.51,36855.37,-14425.01,112826.17,23807,22160,23.27万,3.7,-0.09,10.3,11.21
002478,常宝股份,10631.1,2112.87,11462.21,10139.4,9106.78,112996.15,5049.78,-35246.37,29160,9677,10.00万,3.18,0,10.18,10.73
002479,富春环保,13453.17,892.55,14632.22,12098,9916,51112.15,5300.53,-31850.83,37269,19632,20.36万,4.1,-0.47,9.41,10.46
002480,新筑股份,-3723.09,316.6,-3521.18,-3093.87,-2299.11,29603.01,770.46,-14485.01,36294,17217,15.41万,3.18,-0.11,8.94,9.92
002481,双塔食品,12201.33,2814.63,12446.67,10801.69,10801.69,56426.75,-4262.72,-122822.15,9261,40444,140.38万,0,--  ,--  ,34.71
002482,广田股份,18024.43,-15.61,21808.73,18021.48,16582.86,159075.97,-109390.51,-44185.89,19418,24708,41.39万,1.34,0.84,15.05,16.56
002483,润邦股份,5745.01,-1.35,6061.87,4113.45,2705.68,53400.4,-16271.25,2096.04,18193,19788,17.81万,2.19,-0.11,8.5,9.11
002484,江海股份,6041.06,610.03,7914.18,6984.88,6713.33,49793.62,3990.28,-8129.93,17026,17971,25.59万,1.52,0,14.24,15.82
002485,希努尔,549.81,0,699.21,522.55,522.55,29520.08,-2373.7,-11082.53,8932,35826,49.80万,1.02,-0.07,13.08,13.92
002486,嘉麟杰,-4480.12,539.14,-4012.5,-3782.85,-3105.96,11276,-3388.87,-8910.7,79702,10044,4.32万,1.98,0,4.2,4.5
002487,大金重工,3037.12,769.77,3905.51,3289.06,3289.06,24996.49,3188.45,1559.92,39526,13662,8.47万,1.42,-0.8,6.06,6.61
002488,金固股份,4731.7,-581.65,4956.02,4026.7,4113.83,19000.93,6114.33,10609.42,25944,12583,17.14万,5.41,0,13.62,15.13
002489,浙江永强,59727.88,23553.6,59723.53,45577.42,45578.73,83596.86,80111.5,26268.55,14049,37994,78.95万,7.25,-0.43,19.4,21.39
002490,山东墨龙,-1716.28,132.67,651.01,-99.16,1031.31,88025.05,12675.88,-9833.26,34560,8679,6.12万,3.81,-0.28,6.9,7.67
002491,通鼎互联,10026.57,1089,10836.82,9010.75,7951.2,72651.45,-8085.62,-16745.28,125009,8634,7.57万,2.81,-0.56,8.27,8.87
002492,恒基达鑫,1353.37,381.05,1617.89,1289.53,1313.7,24521.35,2563.37,1652.13,13129,17937,14.73万,2.83,-0.72,7.99,8.55
002493,荣盛石化,17660.18,7257.11,18425.9,16138.57,16658.32,290581.84,121718.32,24351.71,17579,57971,86.78万,0.35,0.8,14.66,15.79
002494,华斯股份,730.93,1.91,1166.4,839.78,1009.74,30533.61,1746,-7517.74,30082,8282,6.96万,5.49,0,8.21,9.01
002495,佳隆股份,3907.03,549.76,4063.28,3102.21,3102.21,5440.43,7053.85,12241.38,45066,8292,4.15万,5.77,-0.19,4.82,5.28
002496,辉丰股份,12014.38,705.08,13701.23,10793.1,11210.78,69289.71,8484.32,42052.46,31915,7188,9.88万,3.47,-0.36,13.51,14.52
002497,雅化集团,9649.83,697.96,10038.12,7756.02,7269.2,70901.3,3321.75,-5171.33,112155,6317,3.30万,2.31,0,5.04,5.42
002498,汉缆股份,21739.92,4021.21,22369.72,17919.27,17919.7,177581.13,9962.3,-44526.9,19691,54470,81.81万,1.64,-0.46,14.82,16.34
002499,科林环保,2881.34,2913.91,3156.57,2646.2,2653.53,13844.82,-670.37,-11643.69,14427,8973,19.43万,34.71,0,21.65,24.05
002500,山西证券,162758.25,57900.78,162997.81,123014.55,120344.42,183290.41,761905.31,1625096.63,129275,19249,20.35万,2.75,0.18,9.91,10.58
002501,利源精制,28360.39,0,29290.44,24781.77,24781.77,107196.45,41012.3,57314.32,114977,5839,5.32万,4.74,-0.21,8.88,9.53
002502,骅威股份,2878.03,402.11,3049.29,2636.67,2440.28,21701.01,1147.58,-1293.71,16291,11540,29.43万,0,--  ,--  ,25.5
002503,搜于特,14461.75,749.01,14862.45,10880.01,10909.62,61301.41,7166.15,30765.99,38393,16403,16.53万,2.93,0.79,9.26,10.29
002504,弘高创意,14860.69,0,14828.65,11100.46,11100.46,47800.87,-12139.26,-11497.55,10976,10054,15.15万,4.5,-0.26,15.07,16.74
002505,大康牧业,2238.87,7335.55,2368.06,1266.3,1160.1,12188.66,8409.25,65189.01,117530,5933,3.13万,3.32,-0.75,5.21,5.62
002506,协鑫集成,18831.45,0,18790.7,18790.7,18790.7,-404585.84,-47310.01,53612.66,54477,40535,28.82万,7.87,0,7.11,7.9
002507,涪陵榨菜,10550.91,273.48,10809.65,9097.87,9097.87,43600.03,5901.08,-134.13,9516,19481,30.06万,1.11,0.32,14.9,15.95
002508,老板电器,35222.7,0,35875.7,30377.55,30658.97,123726.72,45881.25,22098.72,15239,30944,107.07万,0.9,0.23,32.55,33.75
002509,天广消防,7574.63,1347.21,7735.72,6637.1,6647.97,43523.87,-2280.62,-5580.1,20642,13927,15.31万,5.12,-2.13,10.75,11.94
002510,天汽模,8536.53,1963.15,8901.35,8169.28,8161.93,59693.48,2160.95,-1405.07,25817,12347,10.52万,2.41,-1.38,8.32,9.05
002511,中顺洁柔,5994.08,3.52,6366.2,4579.15,4579.15,60340.21,33019.05,6223.81,22329,21739,15.78万,1.96,-0.13,6.91,7.26
002512,达华智能,1199.62,223.1,2557.03,1940.05,1375.1,28293.36,-18784.74,-9446.25,8210,20750,68.79万,5.68,0.06,29.6,31.16
002513,蓝丰生化,-1807.95,0,-1361.62,-909.9,-909.9,25015.07,2401.7,-3084.61,17357,12279,13.21万,5.8,-0.64,10.76,11.96
002514,宝馨科技,2942.4,19.45,3121,2881.54,3156.84,13365.87,-372.43,-5144.51,13492,15611,23.10万,0,--  ,--  ,14.8
002515,金字火腿,2525.37,1110,2599.16,2492.08,2166.12,16982.02,5744.5,-559.08,21313,9204,16.60万,10.19,0,18.03,20.03
002516,旷达科技,14866.6,0,14924.49,12927.83,13001.91,67755.63,3020.23,6959.9,49837,5463,5.11万,2.8,-0.21,9.08,9.74
002517,泰亚股份,-203.52,0,930.24,458,458,7937.47,1341.54,-2496.15,12262,14419,44.39万,2.67,-0.06,30.78,34.2
002518,科士达,9363.03,1397.1,9552.78,7940.13,7993.78,50869.73,-4824.97,-185,12401,22574,37.50万,2.98,-1.01,16.01,17.38
002519,银河电子,11112.67,0,12112.75,10192.24,9364.92,35428.05,9428.13,10141.24,16820,23645,34.92万,2.22,-0.2,14.6,16.16
002520,日发精机,2546.17,0,2985.98,2607.13,2393.83,7424.02,-5209.95,-9025.85,20830,15007,21.73万,2.47,0,14.48,16.09
002521,齐峰新材,14955.57,1490.75,14860.5,13005.66,13005.66,67320.25,-2936.62,-48221.59,38798,10402,8.92万,2.73,-1.37,8.3,8.72
002522,浙江众成,2627.82,1101.77,2725.54,2291.62,2342.56,12803.98,1696.04,42018.15,28795,17693,18.44万,4.89,-0.38,10.35,11.46
002523,天桥起重,1134.06,482.98,1150.47,986.27,1084.54,18251.07,814.8,-2359.61,48118,6260,3.80万,2.51,-0.49,5.95,6.29
002524,光正集团,-2351.7,787.5,83.45,-190.92,-1027.2,-7135.65,1223.56,-10270.7,25767,19038,10.62万,4.31,-0.17,5.4,5.75
002526,山东矿机,878.59,3681.81,1236.28,1351.57,1195.45,26935.9,14987.98,-2572.46,59034,7069,5.16万,6.45,-0.4,7.25,7.98
002527,新时达,6480.93,265.78,9792.62,8452.08,8401.62,55293.08,4.95,-3461.2,37974,9107,28.16万,0,--  ,--  ,30.92
002528,英飞拓,-379.33,995.78,48,-963,-991,8298.21,1357.43,13665.12,32047,16023,17.50万,0,--  ,--  ,10.92
002529,海源机械,-2146.74,-125.33,-1847.13,-1807.43,-1807.43,11345.46,-2113.18,-181.6,25687,7786,14.13万,11.81,0,18.15,20.17
002530,丰东股份,1410.2,246.36,1991.21,1615.79,1504.75,17442.99,-1764.03,-4512.53,18909,14173,33.60万,0,--  ,--  ,23.71
002531,天顺风能,13953.3,1546.62,14501.27,12020.61,11951.5,51703.75,-6852.83,6960.72,81974,10018,9.40万,0.92,-0.21,9,9.73
002532,新界泵业,6344.49,54,7650.43,6747.86,6818.07,38933.55,724.46,7722.32,21965,10379,10.20万,2.71,-0.4,9.4,10.25
002533,金杯电工,6199.33,27.32,6466.23,5414.99,5019.6,60876.18,6160.02,-35864.62,42077,11889,6.78万,2.04,-1.04,5.55,5.96
002534,杭锅股份,-33129.1,-1252.85,-30819.84,-24016.57,-19981.85,76102.5,408.42,-4711.41,14302,27523,30.14万,0.72,-0.45,10.37,11.21
002535,林州重机,-4901.85,359.7,-3317.12,-3141.87,-2876.51,44591.6,-6459.89,101859.71,44102,7340,6.22万,0,--  ,--  ,8.47
002536,西泵股份,3251.59,0,3601.76,3262.45,3213.57,28784.66,5116.9,37646,11757,3931,10.65万,4.63,0.4,25.81,27.2
002537,海立美达,3556.53,39.38,12842.03,11303.92,8228.37,38095,32349.36,-1227.27,17754,16898,28.03万,0,--  ,--  ,16.59
002538,司尔特,13050.24,0,13934.6,11846.26,11846.25,70620.53,12144.55,12526.46,50883,11273,10.69万,3.06,-0.31,9.4,10.33
002539,新都化工,12178.38,-2.29,16460.61,12510.21,9005.62,65163.81,-16204,8406.46,11911,13319,25.57万,2.94,-0.62,18.2,20.1
002540,亚太科技,15740.76,4293.62,15978.42,13922.8,13922.8,77615.93,4131.2,3000.45,125290,5628,4.28万,1.47,-0.65,7.5,7.93
002541,鸿路钢构,10063.48,1230.92,10609.57,9181.48,9181.46,90264.72,22715.96,-10162.83,11569,14222,19.20万,2.26,1.35,13.01,13.87
002542,中化岩土,8027.53,-24.62,8478.78,7361.05,7535.52,29574.48,-12618.82,-1502.62,50524,7116,6.67万,2.02,-0.31,9.02,9.92
002543,万和电气,23804.76,964.27,24106.1,20087.17,20087.17,93406.85,55396.96,19759.15,17947,17759,21.01万,2.08,-0.5,11.36,12.24
002544,杰赛科技,1042.6,0,1801.34,1526.16,1583.93,35350.05,-42702.2,-29016.68,25395,20056,59.46万,0,--  ,--  ,29.65
002545,东方铁塔,3575.37,4303.21,3692.9,3472.36,3492.98,95229.99,-0.97,-10391.55,12461,9149,24.51万,0,--  ,--  ,26.79
002546,新联电子,7067.8,923.99,7632.95,6486.7,6326.47,50809.96,-1581.24,31366.22,14763,15918,23.08万,1.88,0.55,13.7,14.69
002547,春兴精工,9884.62,1093.5,9992.58,7991.52,7862.56,27058.99,-4581.55,-55410.73,11283,15485,32.98万,7.57,-0.09,21.29,23.65
002548,金新农,4164.56,632.09,4316.87,3479.15,3464.86,17546.57,-14358.79,15803.45,35823,8659,8.95万,2.78,-0.19,9.9,10.69
002549,凯美特气,-3972.05,4.38,-3122.68,-3123.49,-3121.38,18038.35,2238.4,678.06,10634,18524,26.93万,0.06,0,14.54,16.15
002550,千红制药,15589.82,40.77,15810.57,13116.95,13314.36,68086.88,17513.93,5288.98,46068,8833,10.43万,2.53,-0.16,11.46,12.22
002551,尚荣医疗,8746.96,0,9845,7820.68,6883.56,33829.45,5731.51,-7351.12,15752,16992,29.14万,5.49,-0.17,15.32,16.69
002552,宝鼎重工,378.67,-33.25,667.15,562.72,562.72,14329.3,1032.75,18763.75,13693,12296,12.19万,3.17,0,9.88,10.98
002553,南方轴承,4565.3,1241.47,4594.89,3947.03,3947.03,19677.21,2427.62,-8352.71,36381,6026,11.28万,0,--  ,--  ,18.72
002554,惠博普,9537.37,35.18,9679.32,7395.83,6904.75,46291.78,-10838.44,-1678.7,29224,8664,7.26万,7.7,-0.11,8.31,8.9
002555,顺荣三七,35277.89,643.87,39527.57,38980.1,21626.82,21823.36,38103.03,38301.05,50155,3171,7.93万,5.48,-0.39,24.61,27.32
002556,辉隆股份,10453.36,12317.53,13497.63,11159.12,9685.57,52714.25,64618.8,29656.2,33630,13776,16.06万,6.17,0,11.66,12.96
002557,洽洽食品,18991.65,3109.2,19229.52,14285.7,14413.65,42450.67,40283.4,33731.84,26198,19353,25.66万,2.36,-0.15,11.68,12.53
002558,世纪游轮,-468.75,0,107.16,116.91,116.91,11555.9,795.57,-35.88,5029,6455,20.43万,0,--  ,--  ,31.65
002559,亚威股份,5917.1,0,6117.43,5156.24,5335.06,30651.47,2462.82,-7058.03,56708,5145,5.21万,3.73,0,10.05,10.96
002560,通达股份,3890.26,464.39,3909.48,3258.62,2898.07,27586.4,-4395.12,15605.1,12317,7187,12.92万,5.52,-0.44,17.55,18.99
002561,徐家汇,17857.57,1445.99,18192.32,13682.4,13142.42,73063.46,9998.32,-15113.34,33991,11365,13.55万,2.38,-0.25,11.05,11.97
002562,兄弟科技,3566.55,181.25,3835.58,3500.76,3134.08,16761.88,8472.48,-13495.45,10702,10114,14.99万,9.18,-1,13.48,14.45
002563,森马服饰,56332.75,1376.85,55755.93,42239.71,42262,250210.3,27877.75,-103642.02,31986,28664,56.18万,0.45,0.66,19,20.2
002564,天沃科技,5015.02,199.57,5459.89,4620.14,4608.75,58899.9,2072.11,15620.17,69091,7219,5.20万,7.02,-0.41,7.16,7.69
002565,上海绿新,6657.9,1101.35,6827.47,5368.87,5165.35,34329.3,-11209.4,-7768.02,50594,13585,8.31万,5.41,-0.32,6.12,6.8
002566,益盛药业,5542.93,86.55,6064.41,5522.06,5518.56,52534.23,-37078.57,-10671.73,18270,11304,17.51万,10.98,0,15.49,17.21
002567,唐人神,5877.4,-1983.63,7512.83,5157.6,2260.36,42581.48,21576.74,10732.44,24368,17230,13.25万,2.25,0.13,7.36,7.85
002568,百润股份,79914.56,0,81242.21,61286.18,61286.18,75215.71,68399.96,49483.31,6851,15694,119.40万,2.04,-0.61,72.55,77.99
002569,步森股份,-643.26,0,-587.76,-591.42,-579.7,1473.18,-1100.71,-2974.58,6603,20903,33.24万,1.57,-0.56,15.71,16.93
002570,贝因美,-19169.57,437.26,-18455,-13099.08,-10295.85,102951.42,-18561.77,-3880.48,38375,26544,28.11万,1.73,-0.28,10.53,11.35
002571,德力股份,1286.62,372.04,1459.54,519.71,519.77,25409.98,1346.24,-15861.9,16649,14840,27.40万,0,--  ,--  ,18.46
002572,索菲亚,18009.55,0,18198.1,13608.92,13510.51,62538.07,28875,-21075.6,7722,34554,120.14万,0.58,0,33.25,35.1
002573,清新环境,23017.82,448.76,22956.23,21617.49,20752.07,72824.74,2120.9,-28436.69,82500,12908,20.68万,2.79,-0.37,14.3,15.39
002574,明牌珠宝,8566.74,2346.74,8895.99,6380.43,6646.12,78362.25,14120.37,13449.8,31285,16877,38.65万,0,--  ,--  ,22.9
002575,群兴玩具,1300.75,496.22,1564.06,1283.81,1283.81,12244.85,-1822.18,-4148.75,35444,16362,27.09万,0,--  ,--  ,16.56
002576,通达动力,292.38,876.5,298.79,215.81,306.36,11242.25,87.98,2361.76,9334,12698,19.80万,4.75,0,15.59,17.32
002577,雷柏科技,-449.6,-15.76,-74.69,-108.65,-544.14,12526.42,-1289.57,-3376.21,8684,32387,261.04万,0,--  ,--  ,80.6
002578,闽发铝业,1428.81,274.78,1731.71,1476.7,1513.03,18553.9,-13158,-5395.93,53966,4911,3.15万,3.49,-0.92,6.39,6.72
002579,中京电子,-594.16,263.68,1254.7,1034.2,1037.87,11821.2,4400.28,1626.5,17035,20573,14.61万,2.85,-0.69,6.91,7.46
002580,圣阳股份,1561.99,0,2003.65,1861.7,1861.7,20359.11,-6757.43,-2846.29,21111,7067,7.13万,5.41,-0.29,9.87,10.77
002581,万昌科技,6017.56,0,6025.7,5134.89,5134.89,18363.38,5379.58,4622.75,12645,15354,29.22万,7.73,0,19.03,21.14
002582,好想你,3365.21,1444.62,3849.05,3537.16,3537.16,37822.76,17889.78,1260.47,17472,5446,8.17万,3.48,-0.06,14.31,15.4
002583,海能达,-4389.43,76.67,-581.71,-196.71,-196.71,37434.45,-12110.48,-23155.57,43103,8844,12.45万,4.61,0,13.88,15.29
002584,西陇化工,5925.28,904.03,6031.37,4945.85,4760.62,31218.38,2026.7,212.1,11019,9341,19.42万,2.97,-0.14,20.08,22.24
002585,双星新材,5487.7,110.89,7826.33,6669.02,6669.02,71522,1184.06,36073.2,31258,17291,15.46万,1.47,1.01,8.29,8.85
002586,围海股份,2241.82,64.1,2444.63,1562.77,1522.87,31240.3,-11967.12,-16882.63,20027,34548,38.73万,0.03,0,11.21,12.45
002587,奥拓电子,-94.55,0,112.51,150.45,154.66,14233.05,-5536.6,-7803.42,14921,15926,11.72万,2.33,0.96,7.02,7.58
002588,史丹利,40217.26,971.45,40997.37,32620.16,32706.5,169216.97,-25932.72,-65801.8,33602,10475,23.48万,1.88,0.76,19.8,20.99
002589,瑞康医药,13209.04,73.5,13445.19,10220.67,10328.17,61834.1,-14649.65,47253.78,5046,28768,299.70万,0,--  ,--  ,104.18
002590,万安科技,6065.6,0,6415.18,5517.99,5162.41,26629.55,7205.8,1534.06,25768,13986,10.49万,2.2,-0.26,7.36,8.11
002591,恒大高新,1267.07,-257.89,1269.74,1504.49,1618.12,16819.9,-2076.24,-4024.08,12870,11730,14.22万,11.42,0,12.12,13.47
002592,八菱科技,8167.02,2915.6,8437.87,7722.58,7722.62,37597,3539.53,-8031.56,5301,21424,98.92万,2.5,-0.17,46.17,51.3
002593,日上集团,2776.29,0,2805.62,2367.83,2367.83,30624.05,816.37,37950,19548,6694,10.54万,7.14,0,15.75,17.5
002594,比亚迪,46228.8,-8933.9,83053.8,62419.6,46666,1110339.75,302204.09,-54486.8,64410,11594,53.10万,1.82,-0.47,45.76,49.59
002595,豪迈科技,36555.23,431.4,36744.15,31515.94,31515.94,121656.32,32926.71,23345.78,48894,8477,16.95万,1.43,0.7,18.05,18.78
002596,海南瑞泽,-2357.01,0.15,-2302.46,-1673.86,-1897.65,24637.39,-1805,-4324.7,13551,11696,19.78万,0,--  ,--  ,16.91
002597,金禾实业,12548.03,962.7,13458.37,10947.61,11795.58,73351.9,26239.76,-2963.28,42623,13018,9.28万,1.48,-1.51,6.89,7.4
002598,山东章鼓,3025.7,578.53,3168.9,2733.05,2733.05,15755.8,-1587.65,-9013.44,25649,10288,9.77万,7.92,-1.14,8.38,9.03
002599,盛通股份,394.3,0,1243.82,1239.6,1241.18,17194.47,7502.61,47.29,6889,13037,21.39万,3.78,0,16.41,18.23
002600,江粉磁材,613.33,839.5,667.52,402.79,406.48,10391.7,5132.06,-10706.32,86509,4481,3.01万,0,--  ,--  ,6.72
002601,佰利联,6536.37,21.66,6562.45,5163.91,4663.16,70692.25,-19607.1,43194.2,14343,11452,26.80万,1.71,0.42,22.32,24.58
002602,世纪华通,16551.17,8.22,16805.84,14561.67,14428.95,73225.28,7809.17,-9974.37,12784,44272,58.62万,0,--  ,--  ,13.24
002603,以岭药业,26671.59,502.92,26115.78,22277.51,22277.51,172936.75,1651.36,2533.96,62441,14191,18.95万,1.71,-0.14,12.88,13.53
002604,龙力生物,2891.7,0,4193.91,3492.71,3524,40873.8,7091.36,-17801.68,37963,11383,9.38万,0,--  ,--  ,8.24
002605,姚记扑克,9086.98,109.99,9284.53,6794.38,6233.16,42974.68,5914.91,15295.92,25644,9931,28.81万,0,--  ,--  ,29.01
002606,大连电瓷,-2411.01,-25.62,-1725.17,-1459.85,-1343.81,17263.13,4478.58,2605.12,18024,8340,8.55万,5.39,-0.38,9.8,10.76
002607,亚夏汽车,-79.97,1438.66,972.15,132.9,259.32,21392.51,10160.44,573.87,20806,11982,8.39万,7.83,0,7,7.78
002608,*ST舜船,-35719.53,0,-38003.9,-36966.01,-36605.01,-109688.77,-30689.95,-39350.71,29051,11112,9.72万,0,--  ,--  ,8.75
002609,捷顺科技,3536.71,0,3618.58,2937.85,3187.87,21883.3,-2135.84,-27986.85,26892,10260,12.57万,6.01,-0.4,11.99,13.32
002610,爱康科技,6408.2,237.57,6374.91,5160.46,4819.23,18761.42,-9483.5,279.58,65225,9045,7.44万,2.19,-0.6,8.13,8.87
002611,东方精工,3013.49,-15.27,3665.68,2700.13,2599.65,22989.61,7865.8,3987.23,33832,9295,7.45万,3.91,0,8.02,8.91
002612,朗姿股份,4902.6,1798.15,4839.1,4326.64,4326.64,39121.53,35711.68,42318.1,6971,14360,35.18万,8.03,-0.16,24.18,26.69
002613,北玻股份,2361.46,361.51,2903.04,2485.46,2373.49,27059.9,690.03,-290.66,40529,8997,4.80万,2.46,-0.55,5.27,5.66
002614,蒙发利,5995.1,783.26,6838.03,5906.12,5899.39,58096.26,-376.67,6380.78,22382,12332,10.37万,3.99,0.11,8.33,9.08
002615,哈尔斯,1825.7,175.05,2006.15,1479.12,1479.12,14776.36,-5768.27,-12858.07,14666,7013,7.84万,5.67,-0.17,11.18,12.42
002616,长青集团,5807.35,-183,7100.81,5002.83,5002.83,33354.96,2038.28,-46536.69,13684,12292,25.32万,1.65,-0.24,19.6,21.25
002617,露笑科技,4365.2,-3358.45,4624.25,3073.37,3181.15,15429.36,10757.07,-4308.05,20779,3564,7.54万,6.47,0.18,20.88,23.2
002618,丹邦科技,3324.09,0,3729.85,2905.88,2905.88,32022.14,5498.16,1014.75,9779,18677,32.09万,3.54,-0.29,16.97,18.5
002619,巨龙管业,6603.4,-27.52,6693.47,6116.83,6127.53,13261.17,2130.91,16766.34,7461,13282,28.36万,4.99,0,21.35,23.72
002620,瑞和股份,4475.66,146.49,4474.43,3809.08,3809.08,31026.13,-1511.15,-5843.5,6686,13975,28.07万,5.9,-0.04,20.09,22.32
002621,三垒股份,2916.29,0,2921.11,2472.09,2457.28,32811.57,2383.17,968.75,9013,6241,10.72万,8.21,4.88,16.03,17.52
002622,永大集团,3949.83,2687.54,4171.25,3767.18,3767.18,23790.31,596.58,362.31,26808,9730,24.60万,0,--  ,--  ,25.28
002623,亚玛顿,5271.83,4.86,5725.48,4670.16,4670.16,44867.44,-8774.78,-3835.08,18706,8553,18.69万,1.74,-1.04,20.9,22.95
002624,完美环球,2776.16,532.45,5585.41,4241.06,3966.18,18766.84,-9397.83,17802.57,7729,18735,39.40万,0,--  ,--  ,21.03
002625,龙生股份,2248.85,257.18,2280.2,1981.56,1981.56,15948.25,6118.21,1596.74,31892,5895,15.76万,9.86,-0.14,26.73,29.7
002626,金达威,10572.24,206.36,10809.92,8557.82,8510.19,51528.23,732.59,-28573.95,11791,48851,41.13万,1.02,-0.23,8.15,8.84
002627,宜昌交运,3400.62,384.51,3654.51,2538.01,2503.82,29714.85,7672.58,-20395.6,8134,16068,23.57万,2.2,0.13,14.4,15.21
002628,成都路桥,684.3,3550.28,1362.45,1113.75,1113.75,90352.57,-9167.9,-31854.08,68450,9285,5.11万,3.7,-0.18,5.16,5.72
002629,仁智油服,-4441.06,82.54,-4576.85,-4437.35,-4371.37,17241.76,463.05,-2094.65,39805,8294,6.33万,0,--  ,--  ,7.63
002630,华西能源,13651.3,2620.71,14245.54,11040.07,11312.11,76817.03,35917.6,15253.74,23835,25420,20.92万,2.54,-0.48,8.2,8.84
002631,德尔家居,9699.92,1618.15,9698.16,8114.87,8114.92,38677.75,7238.87,18888.22,24732,11468,12.29万,5.56,0,10.64,11.82
002632,道明光学,2693.8,14.56,2879,2416.8,2416.8,21107.17,965.96,23251.07,16072,16226,20.79万,2.33,0,12.3,13.56
002633,*ST申科,-1608.65,0,-1634.99,-1644.9,-1644.9,3133.5,1872.29,-12842.25,10257,8455,13.79万,2.85,0,16.31,17.17
002634,棒杰股份,1816.26,234.86,1946.15,1680.6,1680.6,16130.05,1647.48,-3708.56,6572,10692,16.81万,6.19,-1.5,15.72,17.47
002635,安洁科技,8536.66,179.17,8915.03,6806.77,6991.99,42463.8,5637.33,84399.93,25739,7135,12.52万,5.25,0.57,15.02,16.64
002636,金安国纪,3758.85,498.37,4360.05,3662.6,3662.6,40679.39,2269.83,3100.3,67863,3631,8.02万,0,--  ,--  ,22.1
002637,赞宇科技,1619.6,0,1620.81,1373.7,1210.32,34113.7,-427.28,-764.81,11822,9590,14.33万,4.15,-0.4,14.64,16.08
