代码,名称,收入同比%%,利润同比%%,营业利润率%%,市销率,市净率,市现率,市盈(动),总金额,量比,细分行业,地区,振幅%%,均价,内盘,外盘,内外比,买量
600518,康美药业,16.79,39.56,18.75,6.94,3.61,263.47,21.96,1696812416,0.85,中成药,广东,6.51,14.24,744072,447884,1.66,343
600519,贵州茅台,10.17,9.11,70.68,15.49,3.99,49.87,15.5,2052413312,1.28,白酒,贵州,2.98,191.91,63490,43455,1.46,56
600520,中发科技,-28.15,1.53,-10.57,18.5,4.18,16.42,--  ,183568144,0.97,机械基件,安徽,14.55,12.16,78886,72036,1.1,69
600521,华海药业,42.23,82.63,16.37,10.79,5.28,1574.48,37.49,269167872,1.33,化学制药,浙江,7.69,21.83,75445,47873,1.58,5320
600522,中天科技,58.27,5.53,7.36,2.26,1.72,111.46,18.43,330315008,0.91,通信设备,江苏,9.32,16.11,111227,93840,1.19,2976
600523,贵航股份,5.26,63.49,5.93,2.82,2.31,103.01,28.32,146034624,0.74,汽车配件,贵州,11.94,15.53,45818,48241,0.95,0
600525,长园集团,13.7,18.48,9.63,14.57,6.57,-822.75,76.25,0,0,电气设备,深圳,0,21.04,0,0,--  ,0
600526,菲达环保,25.4,47.04,3.8,3.76,2.2,-27.6,62.37,250076976,0.82,专用机械,浙江,12.31,10.73,116983,116001,1.01,136
600527,江南高纤,-1.49,-90.41,2.26,5.26,2.17,-91.39,245.66,88018648,0.7,化纤,江苏,9.21,4.71,104039,82969,1.25,313
600528,中铁二局,-27.31,-31.4,-0.02,0.69,2.73,-3.17,72.39,768802944,0.96,建筑施工,四川,11.06,11.33,383650,295093,1.3,64
600529,山东药玻,9.76,7.97,10.79,4.95,2.05,25.21,30.34,0,0,玻璃,山东,0,17.16,0,0,--  ,0
600530,交大昂立,-25.11,170.85,71.77,48.76,3.37,580.65,48.96,0,0,生物制药,上海,0,21.37,0,0,--  ,0
600531,豫光金铅,36.16,-42.67,-0.68,0.48,2.05,3.28,196.9,86959824,0.77,铅锌,河南,10.48,9.66,47448,42592,1.11,21
600532,宏达矿业,-22.26,-94.25,-0.97,28.05,4.94,102.06,1058.07,0,0,普钢,山东,0,14.57,0,0,--  ,0
600533,栖霞建设,144.68,176.54,3.26,1.82,1.41,18.84,36.12,0,0,区域地产,江苏,0,5.27,0,0,--  ,0
600535,天士力,1.99,11.5,15.78,6.27,5.72,227.7,23.52,315589696,0.85,中成药,天津,5.02,35.45,60662,28370,2.14,1980
600536,中国软件,-0.82,-5.3,-14.52,9.52,6.39,-25.76,--  ,517711872,0.95,软件服务,北京,17.92,24.86,103794,104486,0.99,265
600537,亿晶光电,11.91,-67.8,1.53,3.74,2.08,116.65,79.74,175949328,0.85,半导体,浙江,10.86,9.33,98291,90375,1.09,320
600538,国发股份,11.21,105,0.76,13.68,4.82,-122.94,2318.06,189651824,1.04,农药化肥,广西,14.83,7.24,114967,146939,0.78,82904
600539,*ST狮头,159.59,111.01,1.87,80.85,4.12,-133.6,814.42,29663364,0.71,水泥,山西,3.51,8.41,12664,22590,0.56,0
600540,新赛股份,-6.66,-264.23,-9.55,9.46,2.22,-80.13,--  ,84506296,0.82,种植业,新疆,11.79,7.51,57798,54715,1.06,40
600543,莫高股份,-7.45,-15.87,19.6,18.77,2.32,2610.62,75.48,125527960,0.83,红黄药酒,甘肃,11.8,8.18,77307,76163,1.02,90
600545,新疆城建,-26.83,-104.73,-0.68,6.41,3.44,-22.65,--  ,571719168,0.67,建筑施工,新疆,11.86,10.7,190759,343341,0.56,0
600546,山煤国际,-29.17,-85.62,0.59,0.34,1.33,56.22,469.83,180625728,0.96,煤炭开采,山西,11.41,4.3,224027,195902,1.14,1
600547,山东黄金,-20.26,-84.58,0.44,1.23,2.66,29.55,251.94,632920320,0.73,黄金,山东,7.11,17.16,196029,172723,1.13,356
600548,深高速,-22.22,-68.25,46.81,8.57,1.13,32.16,11.92,34405088,0.79,路桥,深圳,6.75,5.99,31681,25725,1.23,97
600549,厦门钨业,13.41,-75.7,3.7,4.18,2.52,-16.63,270.99,340926336,1.22,小金属,福建,11.04,16.58,126394,79235,1.6,2550
600550,保变电气,-15.73,305.29,12.49,5.54,10.82,-21.2,22.4,124215896,0.66,电气设备,河北,10.89,6.89,94564,85653,1.1,43
600551,时代出版,8.12,10.65,7.2,3.06,2.13,-58.64,18.07,206231008,1.52,出版业,安徽,12.31,16.1,63117,64970,0.97,3615
600552,方兴科技,-5.52,-39.34,10.64,10.92,2.83,100.91,57.27,366659712,1.05,玻璃,安徽,15.02,14.27,102788,154194,0.67,0
600555,九龙山,1577.21,-370.61,-29.92,200.45,11.92,-198.53,--  ,0,0,旅游景点,上海,0,15.11,0,0,--  ,0
600556,慧球科技,66.05,5809.54,9.36,97.5,881.91,-53.06,902.28,197455760,0.66,软件服务,广西,15.18,8.92,119236,102022,1.17,128
600557,康缘药业,15.54,18.42,15.59,8.06,4.36,58.61,30.3,311154304,1.29,中成药,江苏,11.92,22.06,81875,59155,1.38,3626
600558,大西洋,-22.81,4.18,2.78,3.75,1.81,51.21,52.81,136721648,0.79,钢加工,四川,13.61,5.68,124107,116515,1.07,234
600559,老白干酒,37.56,23.96,3.32,7.21,9.91,48.29,187.43,108224608,1,白酒,河北,7.54,47.81,13063,9574,1.36,40
600560,金自天正,-11.59,-29.27,5.64,9,3.48,81.32,91.5,86788960,0.77,电气设备,北京,11.77,11.5,40616,34845,1.17,153
600561,江西长运,4.03,-28.38,1.68,1.56,1.43,9.96,23.71,106079256,0.57,公路,江西,13.93,9.36,64818,48463,1.34,5
600562,国睿科技,-4.15,1.92,19.7,24.41,9.2,-108.55,72.63,186953424,0.78,通信设备,江苏,10.61,32.91,31566,25247,1.25,33
600563,法拉电子,-6.36,-0.8,27.84,8.53,3.28,30.66,18.87,148264464,1.18,元器件,福建,8.79,24.87,26759,32845,0.81,437
600565,迪马股份,-13.86,20.1,10.21,10.35,4.19,-18.14,72.01,0,0,全国地产,重庆,0,10.58,0,0,--  ,0
600566,济川药业,27.62,29.82,19.13,9.01,7.3,51.31,25.48,61890416,0.66,中成药,湖北,12.13,21.56,13733,14976,0.92,1010
600567,山鹰纸业,8.58,36.53,3.14,3.14,2.21,45.11,50.18,229973504,0.58,造纸,安徽,10.33,3.62,293117,342216,0.86,544
600568,中珠控股,-34.19,439.45,11.33,37.51,5.04,-828.09,105.02,0,0,区域地产,湖北,0,24.1,0,0,--  ,0
600569,安阳钢铁,-18.79,-932.32,-3.51,0.65,1.07,4.26,--  ,106348392,0.96,普钢,河南,6.37,3.08,171039,174575,0.98,559
600570,恒生电子,96.34,85.22,20.29,31.07,13,142.29,66.87,1893645056,0.93,软件服务,浙江,14.27,45.28,221857,196336,1.13,2941
600571,信雅达,1.24,5.21,8.54,20.12,11.18,-41.18,85.57,1048958656,1.38,软件服务,浙江,18.93,40.45,170427,88926,1.92,197
600572,康恩贝,31.68,52.6,25.84,8.93,4.31,89.42,22.45,373791744,1.02,中成药,浙江,12.01,11.41,174533,153201,1.14,11310
600573,惠泉啤酒,-0.99,69.38,1.97,5.43,2.03,25.8,103.57,44623128,0.69,啤酒,福建,13.86,8.77,27519,23376,1.18,8
600575,皖江物流,-84.86,-79.98,4.82,5.45,3.35,39.14,50.65,0,0,水运,安徽,0,4.11,0,0,--  ,0
600576,万好万家,-67.46,-89.47,-725.92,1375.8,8.05,-165.96,--  ,255192464,0.89,综合类,浙江,13.21,18.2,70508,69735,1.01,0
600577,精达股份,-6.84,0.66,2.73,1.78,2.95,15.37,46.75,146860656,0.74,电气设备,安徽,10.62,4.23,175648,171389,1.02,4468
600578,京能电力,-15.52,-10.94,30.64,5.21,1.84,11.51,10.42,178159696,0.6,火力发电,北京,7.97,6.03,161827,133622,1.21,1465
600579,天华院,-15.64,3.46,-8.99,15.38,5.2,-60.18,183.01,88542120,1.2,化工机械,山东,16.18,9.61,50873,41231,1.23,122
600580,卧龙电气,31.06,34.33,4.78,2.77,3.14,70.59,30.81,181283200,1.01,电气设备,浙江,10.83,10.71,99218,70089,1.42,1311
600581,八一钢铁,-44.01,-12.69,-14.1,0.82,6.21,68.64,--  ,309353600,0.86,普钢,新疆,12.27,6.71,230603,230561,1,0
600582,天地科技,-16.25,-21.38,12.52,3.45,1.58,92.55,19.36,222330000,0.61,工程机械,北京,9.23,10.23,117132,100220,1.17,46
600583,海油工程,-29.16,-10.12,25.08,6.08,1.99,26.61,13.54,1029076672,1.12,石油开采,天津,8.41,9.49,575452,508706,1.13,20740
600584,长电科技,15.86,151.51,4.41,3.88,3.48,22.94,53.59,421934592,1.13,半导体,江苏,10.32,13.45,173136,140541,1.23,530
600585,海螺水泥,-15.85,-19.17,22.53,3.99,1.43,23.11,10.28,1281372288,1.63,水泥,安徽,5.76,18.01,469503,242148,1.94,20624
600586,金晶科技,-4.22,-305.54,-4.8,3.63,1.51,19.19,--  ,91838456,0.67,玻璃,山东,9.55,4.18,114151,105584,1.08,68
600587,新华医疗,26.3,-11.88,5.97,3.24,3.51,-44.94,40.27,184156576,0.85,医疗保健,山东,8.22,26.89,33332,35159,0.95,400
600588,用友网络,-2.54,-1596.06,-17.95,23.12,9.65,-64.29,--  ,1004445056,0.72,软件服务,北京,10.98,23.76,255857,166947,1.53,3010
600589,广东榕泰,-18.05,-41.64,4.57,8.34,2.1,120.14,102.84,342260672,1.68,塑料,广东,7.35,7.16,129894,348420,0.37,0
600590,泰豪科技,10.07,134.5,0.44,8.56,3.24,-22.96,320.94,0,0,电气设备,江西,0,13.9,0,0,--  ,0
600592,龙溪股份,-19.06,-19.69,2.58,10.61,1.59,416.9,86.57,132012960,0.7,机械基件,福建,12.7,9.11,80624,64267,1.25,134
600593,大连圣亚,6.07,477.84,10.51,23.18,7.71,65.3,160.14,0,0,旅游景点,辽宁,0,29.49,0,0,--  ,0
600594,益佰制药,27.05,-63.92,4.39,7.51,3.42,227.38,99.61,350088800,0.61,中成药,贵州,11.94,14.75,120397,116998,1.03,5339
600595,中孚实业,-13.1,-152.94,-3.97,1.63,1.33,19.94,--  ,129399720,0.64,铝,河南,11.24,4.2,160198,148168,1.08,259
600596,新安股份,-0.55,-137.63,-0.18,1.17,1.12,16.68,--  ,142168656,0.7,农药化肥,浙江,13.49,7.08,112308,88535,1.27,228
600597,光明乳业,1.91,-3.95,2.33,1.91,4.87,23.25,47.74,432606240,1.15,乳制品,上海,8.17,15.44,172738,107447,1.61,869
600598,北大荒,-40.38,-38.72,31.89,10.53,3.55,11.52,16.36,571802048,1.45,种植业,黑龙江,11.93,11.73,247725,239537,1.03,168
600599,熊猫金控,40.27,-79.94,4.36,26.98,6.07,-131.52,342.02,134865904,0.84,日用化工,湖南,15.45,26.06,23380,28371,0.82,341
600600,青岛啤酒,-5.26,-14.66,9,2.87,2.88,10.41,19.2,342315360,1.33,啤酒,山东,6.23,33.67,75120,26542,2.83,803
600601,方正科技,-9.22,-97.08,0.06,4.19,3.25,-45.4,2067.05,593556608,0.5,电脑设备,上海,13.24,5.51,503699,573186,0.88,1246
600602,仪电电子,2.28,-17.96,4.36,16.12,3,-42.13,109.67,243985776,0.76,元器件,上海,12.36,7.09,171740,172355,1,1829
600603,大洲兴业,-5.1,-1641.12,-61.86,152.94,82.23,-267.88,--  ,0,0,综合类,福建,0,13.85,0,0,--  ,0
600604,市北高新,3.93,-229,-20.39,89.46,2.96,-11.1,--  ,81851256,0.92,园区开发,上海,12.5,9.93,43752,38709,1.13,47
600605,汇通能源,-34.32,132.5,1.12,2.63,3.69,99.65,120.97,84012128,0.89,商贸代理,上海,13.64,12.74,40452,25490,1.59,100
600606,绿地控股,-26.71,-9.06,6.11,1.82,3.24,-5.61,19.92,229962672,0.76,房产服务,上海,6.86,12.9,102805,75440,1.36,4
600608,*ST沪科,-21.45,6.97,-13.94,25.74,-63.29,-497.24,--  ,89611672,1.14,通信设备,上海,4.76,7.06,56571,70426,0.8,0
600609,金杯汽车,-16.87,69.31,1.93,3.48,29.32,-32.21,330.92,0,0,汽车整车,辽宁,0,7.19,0,0,--  ,0
600610,中毅达,139.26,143.72,12.6,111.1,7.87,273.58,659.93,0,0,纺织机械,上海,0,7.43,0,0,--  ,0
600611,大众交通,-22.31,19.13,29.89,13.74,2.02,22.29,30.2,676206848,1.09,公共交通,上海,14.75,9.43,360584,356829,1.01,4
600612,老凤祥,14.4,27.02,4.25,1.11,5.21,30.41,21.79,73164456,0.74,服饰,上海,8.17,45.05,9708,6531,1.49,4
600613,神奇制药,15.99,7.42,17.14,16.13,4.63,163.89,54.28,551136000,1.23,中成药,上海,18.98,20.4,111810,158362,0.71,1
600614,鼎立股份,44.78,220.03,7.62,17.78,5.11,-91.87,111.95,0,0,综合类,上海,0,20.32,0,0,--  ,0
600615,丰华股份,7.18,-8.37,26.73,68.89,4.93,-279.14,190.66,72718240,0.96,区域地产,上海,11.3,13.08,32082,23518,1.36,287
600616,金枫酒业,-1.21,-38.37,10.92,9.74,2.24,-153.4,57.86,168615280,0.89,红黄药酒,上海,12.06,8.68,94252,99940,0.94,16
600617,国新能源,31.48,16.48,10.78,4.68,6.67,97.8,29.81,132922640,1.29,供气供热,山西,12.51,15.2,51995,35475,1.47,2
600618,氯碱化工,5.71,1.38,-1.4,3.29,4.91,169.8,--  ,55570116,0.73,化工原料,上海,14.89,9.4,31439,27698,1.14,86
600619,海立股份,-14.69,-22.28,2.59,1.88,2.13,61.8,60.88,56160416,0.92,机械基件,上海,11.42,7.82,37678,34171,1.1,28
600620,天宸股份,36.34,65.83,298.89,344.99,1.48,-4782.34,62.72,0,0,综合类,上海,0,19.27,0,0,--  ,0
600621,华鑫股份,-21.42,77.79,64.29,22.33,3.45,-107.36,21.24,721119872,0.85,全国地产,上海,15.79,13.73,259480,265563,0.98,630
600622,嘉宝集团,7.73,-33.5,13.83,4.97,1.68,34.27,13.97,169443984,0.71,综合类,上海,15.33,10.3,83049,81427,1.02,30
600623,双钱股份,-16.34,-154.82,-3.97,1.92,3.76,14.05,--  ,46572408,0.79,汽车配件,上海,15.61,12.97,20011,15901,1.26,7
600624,复旦复华,-24.89,10.18,6.79,13.51,4.63,72.6,130.27,247217856,0.57,综合类,上海,12.45,9.51,135801,124215,1.09,231
600626,申达股份,0.07,-27.98,2.08,2.05,3.05,-67.14,65.44,470883424,1.08,纺织,上海,14.14,10.27,226827,231793,0.98,0
600628,新世界,-7.32,-73.52,4.84,5.91,3.44,80.91,127.17,802190656,0.85,百货,上海,15.32,18.18,214178,226962,0.94,10
600629,棱光实业,-11.63,139.01,-1.09,30.69,8.25,25.47,2259.39,77657584,0.9,玻璃,上海,12.54,19.3,24878,15360,1.62,60
600630,龙头股份,3.52,26.51,2.15,3.61,4.3,-522.53,91.11,1467249152,1.79,纺织,上海,18.84,16.63,480018,402065,1.19,24
600633,浙报传媒,16.03,0.14,25.05,14.23,5.58,576.65,37.84,0,0,出版业,浙江,0,18.02,0,0,--  ,0
600634,中技控股,-44.8,-13.92,5.22,25.9,8.93,-181.96,279.14,0,0,其他建材,上海,0,37.38,0,0,--  ,0
600635,大众公用,18.7,189.83,19.6,5.79,2.73,43.56,20.24,456527648,0.82,供气供热,上海,13.26,6.1,337207,411630,0.82,2485
600636,三爱富,34.88,-256.69,-2.05,2.27,3.1,67.05,--  ,142204928,0.81,化工原料,上海,12.74,11.59,58472,64193,0.91,85
600637,东方明珠,53.37,14.35,19.08,7.15,2.93,195.55,26.89,1710121600,1.22,影视音像,上海,12.11,29.29,303823,280058,1.08,2658
600638,新黄浦,-5.98,34.83,11.37,8.99,1.6,12.22,34.46,123146912,0.75,区域地产,上海,12.11,10.35,58436,60564,0.96,22
600639,浦东金桥,-22.24,7.31,44.04,28.85,2.18,-37.05,46.27,502315648,0.99,园区开发,上海,15.26,18.79,145484,121915,1.19,1463
600640,号百控股,48.69,0.25,2.24,6.18,3.75,-34.98,112.09,220309920,0.96,酒店餐饮,上海,11.46,18.24,48976,71784,0.68,0
600641,万业企业,104.36,-37.97,22.37,9.12,2.45,85,29.74,0,0,区域地产,上海,0,11.08,0,0,--  ,0
600642,申能股份,15.48,37.12,14.03,2.37,1.54,18.54,11.78,882620608,1.27,火力发电,上海,12.7,7.98,602635,503767,1.2,203
600643,爱建股份,40.83,25.09,242.71,141.82,4.36,102.93,39.95,0,0,多元金融,上海,0,16.73,0,0,--  ,0
600644,*ST乐电,4.42,30.08,6.39,4.59,3.81,128.25,47.83,51025336,0.79,水力发电,四川,6.59,6.75,44782,30865,1.45,39
600645,中源协和,71.3,1405.17,108.63,92.38,19.2,639.91,53.09,0,0,生物制药,天津,0,79.34,0,0,--  ,0
600647,同达创业,-0.24,456.18,139.76,32.18,7.72,205.14,15.84,52106944,0.66,综合类,上海,12.05,15.76,16056,17006,0.94,129
600648,外高桥,38.87,135.73,13.1,7.98,3.14,-38.34,45.09,651256896,0.95,园区开发,上海,15.42,24.01,153351,117877,1.3,9914
600649,城投控股,-8.3,347.31,137.91,13.87,1.88,50.01,6.31,620394496,0.61,区域地产,上海,7.06,12.72,251261,236356,1.06,119
600650,锦江投资,1.06,12.18,14.3,11.01,3.03,100.85,50.91,944754432,1.69,公共交通,上海,17.89,20.76,306668,148326,2.07,6
600651,飞乐音响,45.6,271.88,6.31,6.61,3.25,-20.24,68.82,326379808,1.17,电器仪表,上海,12.22,9.6,184243,155604,1.18,4453
600652,游久游戏,15.52,144.02,-2.03,32.87,14.83,107.61,658.13,0,0,煤炭开采,上海,0,36.5,0,0,--  ,0
600653,申华控股,4.14,167.79,-1.03,2.87,4.58,741.24,78.33,460928064,0.55,汽车服务,上海,13,5.16,428978,463546,0.93,1694
600654,中安消,40.54,42.86,15.8,58.65,13.68,81.91,181.61,0,0,软件服务,上海,0,30.91,0,0,--  ,0
600655,豫园商城,-5.25,24.18,4.94,2.25,2.77,-34.5,26.13,862325120,1.14,百货,上海,14.82,14.69,317903,269136,1.18,10132
600657,信达地产,13.49,2.71,12.04,4.36,1.18,-5.54,20.02,135998992,1.2,全国地产,北京,14.31,6.01,139177,87186,1.6,68
600658,电子城,-85.05,-90.52,26.93,31.95,1.8,-85.24,68.98,49651104,0.66,园区开发,北京,8.37,9.03,32679,22290,1.47,2508
600660,福耀玻璃,6.64,16,20.32,4.78,2.1,24.1,12.96,532053664,1.35,汽车配件,福建,8.57,12.36,224580,206019,1.09,6226
600661,新南洋,-8.54,12.19,3.57,9.18,5.78,62.7,78.13,92558808,0.67,文教休闲,上海,14.13,19.42,25930,21734,1.19,945
600662,强生控股,8.65,45.17,5.96,5.49,3.51,41.37,62.34,1124032512,1.39,公共交通,上海,18.93,10.99,514307,508692,1.01,25
600663,陆家嘴,31.07,16.77,38.25,31.65,6.59,265.15,58.83,1047227904,1.33,园区开发,上海,14.94,41.64,155943,95529,1.63,3761
600664,哈药股份,1.25,17.11,5.34,2.28,2.42,389.72,27.8,331457632,1.49,化学制药,黑龙江,18.1,10.29,169227,152802,1.11,86444
600665,天地源,-61.01,-110.55,-6.84,12.82,1.64,-5.73,--  ,56001404,0.52,全国地产,上海,10.45,4.78,60090,57069,1.05,75
600666,奥瑞德,215.54,408.99,23.13,35.33,10.38,350.89,89.78,0,0,化学制药,重庆,0,26.03,0,0,--  ,0
600667,太极实业,7.39,-263.01,2.56,2.66,3.75,-46.96,--  ,244430528,0.91,半导体,江苏,11.74,5.16,236442,236836,1,40
600668,尖峰集团,-2.39,-45.14,10.96,3.31,1.7,-128.86,19.12,140736672,1.13,水泥,浙江,9.02,10.4,61612,73654,0.84,31
600671,天目药业,-49.13,-783.84,-13.78,69.29,41.23,-1624.46,--  ,0,0,中成药,浙江,0,24.77,0,0,--  ,0
600673,东阳光科,0.17,-3.66,1.99,4.99,3.46,59.78,124.79,291032544,0.73,铝,广东,10.73,5.08,275067,297482,0.92,1407
600674,川投能源,-1.61,71.31,307.37,90.33,2.91,129.32,15.02,1240522240,1.13,火力发电,四川,6.61,10.52,700537,479169,1.46,2089
600675,中华企业,14.24,-343.87,-74.75,9.01,2.51,10.63,--  ,345006944,0.92,区域地产,上海,13.19,6.41,268251,269572,1,57
600676,交运股份,-3.79,6.35,5.01,2.02,2.46,29.9,25.61,420083232,0.98,汽车配件,上海,16.15,10.57,203318,194202,1.05,230
600677,航天通信,-24.94,-92.44,-1.39,2.54,4.4,-6.7,--  ,386955168,0.86,通信设备,浙江,11.79,16.31,116749,120572,0.97,0
600678,四川金顶,20.82,-45.17,-62.37,124.91,127.36,-216.92,818.76,201666608,0.95,水泥,四川,13.37,9.57,109634,101159,1.08,0
600679,金山开发,-10.61,22,-2.92,14.66,5.23,-671.63,--  ,53200204,0.69,文教休闲,上海,14.04,11.03,24715,23523,1.05,4
600680,上海普天,4.62,-23.98,-0.1,7.37,4.12,-36.67,1169.23,150968416,0.76,通信设备,上海,12.76,15.46,40999,56676,0.72,0
600681,万鸿集团,-63.54,-1302.58,-12.98,233.64,118.52,-1620.49,--  ,76987496,0.57,装修装饰,湖北,11.15,9.6,43848,36357,1.21,0
600682,南京新百,305.83,52.78,3.48,4.44,16.27,-36.08,110.44,0,0,百货,江苏,0,37.53,0,0,--  ,0
600683,京投银泰,431.83,14.23,-14.66,7.65,2.75,3.9,--  ,46937304,0.54,区域地产,浙江,9.85,6.52,41467,30571,1.36,162
600684,珠江实业,4.89,-27.58,16.16,5.09,2.4,13.06,21.82,231391680,0.77,全国地产,广东,13.81,7.55,163088,143521,1.14,605
600685,中船防务,28.63,-138.69,-5.5,4.42,4.92,-13.64,--  ,308666048,0.7,船舶,广东,11.92,34.91,47307,41122,1.15,96
600686,金龙汽车,11.51,86.44,2.99,0.88,2.56,-6.54,30.49,142665296,1.34,汽车整车,福建,9.05,14.96,51228,44116,1.16,102
600687,刚泰控股,483.83,175.22,4.31,2.87,7.85,-19.9,49.35,0,0,综合类,甘肃,0,27.95,0,0,--  ,0
600688,上海石化,-17.95,1149.76,5.32,1.77,4.06,38.67,21.49,1360680448,1.28,石油加工,上海,15.64,6.74,1245044,774167,1.61,24102
600689,上海三毛,-10,24.74,6.91,5.36,8.57,334.3,--  ,0,0,纺织,上海,0,15.21,0,0,--  ,0
600690,青岛海尔,-10.81,2,8.97,1.51,2.54,38.51,12.05,1299173120,1.31,家用电器,山东,8.8,10.2,785656,487514,1.61,1328
600691,*ST阳化,8.55,108.48,0.8,0.52,1.13,12.89,65.61,119184824,0.9,农药化肥,四川,5.83,3.01,211680,184802,1.15,119
600692,亚通股份,-29.7,-46.69,5.15,19.96,6.16,31.01,252.49,237889232,0.98,水运,上海,15.36,10.19,124186,109375,1.14,163
600693,东百集团,-8.44,-73.04,7.05,3.86,1.77,-17.08,34.94,52207164,0.54,百货,福建,8.54,7.21,33659,38753,0.87,107
600694,大商股份,-2.72,-18.03,5.3,0.6,1.56,21.63,8.02,277241152,1.16,百货,辽宁,8.36,32.9,49684,34582,1.44,2780
600695,绿庭投资,18.19,128.33,4.7,33.28,4.31,71.95,279.99,40889432,0.73,食品,上海,9.7,5.95,34731,34004,1.02,327
600696,匹凸匹,-100.04,-105.27,--  ,-1098567,6.72,-84.44,--  ,0,0,区域地产,上海,0,11.29,0,0,--  ,0
600697,欧亚集团,10.8,11.19,4.34,0.54,2,-9.46,13.28,62832816,0.79,百货,吉林,7.81,21.98,13932,14660,0.95,14
600698,湖南天雁,-17.73,-79.29,0.85,22.14,8.28,-920.17,591.97,122256816,0.61,汽车配件,湖南,12.95,6.32,97935,95560,1.02,9446
600699,均胜电子,15.24,20.37,6.4,3.71,5.91,73.89,38.35,638940992,1.39,汽车配件,浙江,11.07,22.28,150772,135946,1.11,930
600701,工大高新,-10.59,-40.65,-10.41,17.04,6.59,29.44,--  ,263165200,0.65,综合类,黑龙江,11.66,12.06,116270,101880,1.14,60
600702,沱牌舍得,-14.21,-35.57,2.89,6.53,1.82,882.45,303.76,251948208,0.64,白酒,四川,11.57,12.45,97510,104832,0.93,95
600703,三安光电,5.26,35.76,37.29,22.36,4.41,52.4,28.34,946980224,0.96,半导体,湖北,8.81,21.07,289970,159575,1.82,6649
600704,物产中大,3.47,45.79,3.26,0.78,2.32,24.09,20.61,881022400,0.95,商贸代理,浙江,14.59,14.53,324969,281241,1.16,1
600705,中航资本,0,28.1,189.6,36.32,2.91,-663.09,18.8,1646807296,0.71,多元金融,黑龙江,9.31,14.35,689768,458127,1.51,103
600706,曲江文旅,-7.98,19.4,6.09,4.59,2.74,59.23,40.94,50014704,0.89,旅游服务,陕西,9.53,12.85,21479,17443,1.23,3
600707,彩虹股份,211.06,-130.77,-102.8,59.05,8.12,-206.81,--  ,0,0,元器件,陕西,0,13.82,0,0,--  ,0
600708,海博股份,8.59,-22.02,3.83,2.11,2.93,80.25,39.77,268990560,0.87,公共交通,上海,14.85,9.5,136114,147162,0.92,53
600710,*ST常林,-15.14,-270.42,-44.41,7.44,2.34,-46.43,--  ,0,0,工程机械,江苏,0,5.44,0,0,--  ,0
600711,盛屯矿业,83.59,168.38,1.79,3.93,2.6,-20,131.74,287124896,0.6,小金属,福建,11.85,6.56,227298,210296,1.08,93
600712,南宁百货,-7.27,-82.28,0.38,2.5,2.8,-165.55,1118.24,98834000,0.68,百货,广西,12.05,5.76,80385,91190,0.88,111
600713,南京医药,11.65,212.23,1.22,0.58,3.12,-67.23,43.12,192217904,0.98,医药商业,江苏,12.2,7.89,126199,117403,1.07,1
600714,金瑞矿业,-21.8,-317.07,-8.48,13.52,4.4,12.22,--  ,118586408,1.11,煤炭开采,青海,9.87,8.89,43940,89466,0.49,0
600715,*ST松辽,-17.7,-66.04,-1017.1,18088.25,-302.52,130.2,--  ,15660120,0.2,汽车配件,辽宁,0,18.1,336,8316,0.04,0
600716,凤凰股份,-69.59,-260.45,-69.16,27.89,2.17,-17.14,--  ,89015392,0.68,区域地产,江苏,10.28,6.18,85221,58892,1.45,1496
600717,天津港,-19.51,10.67,13.51,1.97,1.21,18.9,12.66,408416384,1.02,港口,天津,10.15,9.99,238265,170426,1.4,81
600718,东软集团,-2.57,-32.88,0.8,5.53,3.18,-18.39,96.92,490967520,0.85,软件服务,辽宁,12.74,13.97,200294,151058,1.33,1652
600719,大连热电,7.2,53.35,9.58,4.98,2.91,-146.55,37.36,0,0,供气供热,辽宁,0,10.76,0,0,--  ,0
600720,祁连山,-26.4,-113.17,-5.13,2.69,1.13,25.88,--  ,206238320,0.98,水泥,甘肃,12.46,7.05,162229,130387,1.24,3182
600721,百花村,-19.99,-126.61,-54.14,11.93,6.68,61.19,--  ,0,0,焦炭加工,新疆,0,16.73,0,0,--  ,0
600722,*ST金化,-65.96,-23.91,-27.01,9.61,5.84,-53.54,--  ,40752208,0.83,化工原料,河北,5.87,4.14,55180,43207,1.28,758
600723,首商股份,-4.33,23.82,6.39,0.83,1.53,237.18,14.2,69866312,0.58,百货,北京,9.41,7.38,50610,44053,1.15,90
600724,宁波富达,-69.9,-91.97,5.68,9.59,2.91,284.75,117.09,113471184,0.64,区域地产,浙江,12.63,7.6,67637,81587,0.83,322
600725,云维股份,-48.76,-12.96,-39.37,1.91,15.93,25.46,--  ,50247096,0.68,焦炭加工,云南,12.23,5,52969,47574,1.11,30
600726,华电能源,-11.92,-9.04,6.4,3.34,4.21,14.37,30.09,386709376,0.69,火力发电,黑龙江,13.53,7.78,254352,242439,1.05,501
600727,鲁北化工,21.11,202.78,7.15,7.21,2.11,616.24,56.69,63190728,0.74,农药化肥,山东,14.09,6.51,56221,40890,1.37,73
600728,佳都科技,8.85,-12.74,-0.8,8.77,6.74,-67.99,279.07,385819360,0.75,软件服务,广东,15.7,17.26,123919,99576,1.24,37
600729,重庆百货,-1.04,-1.05,3.05,0.82,2.73,84.07,15.7,0,0,百货,重庆,0,32.39,0,0,--  ,0
